conference_code,conference,season,sport,team,player_name,class_year,position,uniform,games_played,games_started,attack_stats_hitting_pct,attack_stats_attempts,attack_stats_errors,attack_stats_kills,set_stats_assists,set_stats_errors,set_stats_attempts,set_stats_set_pct,serve_stats_aces,serve_stats_errors,serve_stats_attempts,serve_stats_serve_pct,defense_stats_defense_pct,defense_stats_attempts,defense_stats_receptions,defense_stats_digs,block_stats_total,block_stats_errors,block_stats_assists,block_stats_solos,misc_stats_points,misc_stats_ball_handling_errors,per_set_stats_kills,per_set_stats_assists,per_set_stats_digs,per_set_stats_blocks,per_set_stats_aces,per_set_stats_points,composite_score,global_rank,rating
e8,Empire 8 (E8),2025-26,mvb,St. John Fisher,"Roberts, Jimmy",0,,2,12,5,0.5,38.0,2.0,21.0,0.0,0.0,0.0,0.0,3.0,5.0,42.0,0.0,0.0,38.0,2.0,9.0,2.0,2.0,2.0,0.0,25.0,0.0,1.75,0.0,0.75,0.17,0.25,2.08,1.5285362497395905,279,69
mac,Middle Atlantic Conferences (MAC),2025-26,mvb,Stevens,"Weirick, Carver",0,,11,43,13,0.237,194.0,35.0,81.0,6.0,0.0,39.0,0.0,4.0,12.0,154.0,0.0,0.0,163.0,5.0,61.0,12.0,0.0,9.0,3.0,92.5,0.0,1.88,0.14,1.42,0.28,0.09,2.15,1.5220581231797032,280,69
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,mvb,Concordia Wisconsin,"Ammons, Chase",0,,24,83,33,0.339,221.0,29.0,104.0,2.0,0.0,28.0,0.0,10.0,25.0,234.0,0.0,0.0,2.0,1.0,27.0,74.0,2.0,64.0,10.0,156.0,0.0,1.25,0.02,0.33,0.89,0.12,1.88,1.5001307592010065,281,69
north_eastern_athletic_c,North Eastern Athletic Conference,2025-26,mvb,Gallaudet University,Tyler Wascher,0,,10,63,45,0.245,188.0,29.0,75.0,4.0,1.0,16.0,0.0,13.0,51.0,182.0,0.0,0.0,3.0,1.0,19.0,53.0,13.0,46.0,7.0,118.0,1.0,1.19,0.06,0.3,0.84,0.21,1.87,1.4975647401413736,282,69
odac,Old Dominion Athletic Conference (ODAC),2025-26,mvb,Virginia Wesleyan,"Parker, Aiden",0,,12,12,3,0.5,30.0,2.0,17.0,2.0,0.0,5.0,0.0,4.0,6.0,30.0,0.0,0.0,26.0,1.0,15.0,2.0,0.0,2.0,0.0,22.0,0.0,1.42,0.17,1.25,0.17,0.33,1.83,1.4887198241395518,283,69
skyline_conference,Skyline Conference,2025-26,mvb,Old Westbury,"Feliz, Daniel",0,,16,77,51,0.136,287.0,57.0,96.0,6.0,3.0,38.0,0.0,23.0,32.0,222.0,0.0,0.0,33.0,3.0,61.0,45.0,13.0,35.0,10.0,146.5,1.0,1.25,0.08,0.79,0.58,0.3,1.9,1.483820458683465,284,69
north_eastern_athletic_c,North Eastern Athletic Conference,2025-26,mvb,Valley Forge,"Whisman, Nathan",0,,7,66,39,0.321,240.0,25.0,102.0,20.0,9.0,89.0,0.0,14.0,31.0,219.0,0.0,0.0,23.0,5.0,62.0,25.0,11.0,19.0,6.0,131.5,1.0,1.55,0.3,0.94,0.38,0.21,1.99,1.478152671885816,285,69
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,mvb,Illinois Tech,"Farrell, Colten",0,,25,71,32,0.343,239.0,21.0,103.0,2.0,0.0,15.0,0.0,3.0,14.0,85.0,0.0,0.0,2.0,1.0,14.0,59.0,5.0,48.0,11.0,141.0,0.0,1.45,0.03,0.2,0.83,0.04,1.99,1.4711486559658795,286,69
njac,New Jersey Athletic Conference (NJAC),2025-26,mvb,Ramapo,"Ford, Caleb",0,,15,96,30,0.32,284.0,33.0,124.0,12.0,1.0,57.0,0.0,18.0,28.0,242.0,0.0,0.0,4.0,1.0,43.0,67.0,12.0,49.0,18.0,184.5,0.0,1.29,0.13,0.45,0.7,0.19,1.92,1.4693274651276569,287,69
skyline_conference,Skyline Conference,2025-26,mvb,Old Westbury,"Fredericks, Torrence",0,,5,81,21,0.143,470.0,97.0,164.0,5.0,4.0,25.0,0.0,4.0,8.0,58.0,0.0,0.0,36.0,7.0,26.0,42.0,4.0,31.0,11.0,194.5,0.0,2.02,0.06,0.32,0.52,0.05,2.4,1.468975359397558,288,69
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,mvb,Wisconsin Lutheran,"Biedenbender, James",0,,17,87,41,0.13,131.0,17.0,34.0,627.0,14.0,1778.0,0.0,14.0,29.0,286.0,0.0,0.0,12.0,0.0,152.0,23.0,2.0,19.0,4.0,61.5,3.0,0.39,7.21,1.75,0.26,0.16,0.71,1.4442514043302523,289,69
e8,Empire 8 (E8),2025-26,mvb,Nazareth,"Bertino, Alex",0,,6,107,34,0.209,554.0,105.0,221.0,21.0,4.0,83.0,0.0,22.0,35.0,364.0,0.0,0.0,592.0,17.0,130.0,15.0,5.0,13.0,2.0,251.5,0.0,2.07,0.2,1.21,0.14,0.21,2.35,1.4393700404672334,290,69
mac,Middle Atlantic Conferences (MAC),2025-26,mvb,Stevenson,"Grove,Ben",0,,23,11,2,0.273,33.0,9.0,18.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,7.0,1.0,22.5,1.0,1.64,0.0,0.0,0.73,0.0,2.05,1.428407124769851,291,68
odac,Old Dominion Athletic Conference (ODAC),2025-26,mvb,Randolph College,"Maher, Conner",0,,3,96,45,0.094,96.0,18.0,27.0,788.0,31.0,2142.0,0.0,19.0,43.0,380.0,0.0,0.0,10.0,0.0,156.0,18.0,3.0,15.0,3.0,56.5,0.0,0.28,8.21,1.63,0.19,0.2,0.59,1.4281789876936457,292,68
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,mvb,Concordia Chicago,"Caminar, Tristan",0,,1,28,10,0.176,165.0,26.0,55.0,5.0,0.0,20.0,0.0,1.0,6.0,39.0,0.0,0.0,67.0,3.0,35.0,7.0,0.0,6.0,1.0,60.0,0.0,1.96,0.18,1.25,0.25,0.04,2.14,1.4075650092436534,293,68
mac,Middle Atlantic Conferences (MAC),2025-26,mvb,Eastern,"Tucholski, Connor",0,,12,97,39,0.28,460.0,62.0,191.0,6.0,1.0,34.0,0.0,0.0,1.0,10.0,0.0,0.0,36.0,3.0,50.0,47.0,5.0,29.0,18.0,223.5,1.0,1.97,0.06,0.52,0.48,0.0,2.3,1.4031445439210213,294,68
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,mvb,Concordia Chicago,"Gudzovski, Leon",0,,18,92,41,0.238,273.0,47.0,112.0,3.0,1.0,35.0,0.0,19.0,40.0,233.0,0.0,0.0,6.0,0.0,25.0,74.0,1.0,65.0,9.0,172.5,0.0,1.22,0.03,0.27,0.8,0.21,1.88,1.3984871029703052,295,68
mac,Middle Atlantic Conferences (MAC),2025-26,mvb,Stevens,"Hoke, Tyler",0,,3,78,25,0.439,221.0,10.0,107.0,5.0,1.0,28.0,0.0,4.0,4.0,162.0,0.0,0.0,8.0,0.0,21.0,62.0,2.0,53.0,9.0,146.5,0.0,1.37,0.06,0.27,0.79,0.05,1.88,1.3983753882265977,296,68
odac,Old Dominion Athletic Conference (ODAC),2025-26,mvb,Lynchburg,"Kenna, Mason",0,,15,75,33,0.086,395.0,95.0,129.0,9.0,4.0,61.0,0.0,20.0,57.0,238.0,0.0,0.0,367.0,29.0,99.0,22.0,2.0,18.0,4.0,162.0,3.0,1.72,0.12,1.32,0.29,0.27,2.16,1.395183838149445,297,68
skyline_conference,Skyline Conference,2025-26,mvb,Manhattanville,"Granados, Luis",0,,10,55,35,0.392,158.0,16.0,78.0,2.0,0.0,6.0,0.0,9.0,19.0,124.0,0.0,0.0,2.0,1.0,18.0,33.0,1.0,26.0,7.0,107.0,0.0,1.42,0.04,0.33,0.6,0.16,1.95,1.393648218128448,298,68
e8,Empire 8 (E8),2025-26,mvb,Elmira,"Rohman, Nick",0,,9,21,5,0.1,20.0,4.0,6.0,135.0,4.0,280.0,0.0,9.0,8.0,69.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0,1.0,0.0,15.5,0.0,0.29,6.43,0.86,0.05,0.43,0.74,1.3889481501373369,299,68
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,mvb,Edgewood,"Hill-Zastrow, Ryder",0,,12,65,25,0.167,412.0,64.0,133.0,7.0,1.0,29.0,0.0,1.0,11.0,41.0,0.0,0.0,56.0,4.0,38.0,26.0,2.0,18.0,8.0,151.0,0.0,2.05,0.11,0.58,0.4,0.02,2.32,1.3830438561137737,300,68
odac,Old Dominion Athletic Conference (ODAC),2025-26,mvb,Roanoke College,"Chappell, Logan",0,,21,13,1,0.0,53.0,19.0,19.0,0.0,0.0,3.0,0.0,2.0,11.0,27.0,0.0,0.0,39.0,5.0,7.0,7.0,0.0,5.0,2.0,25.5,0.0,1.46,0.0,0.54,0.54,0.15,1.96,1.3811032597531088,301,68
skyline_conference,Skyline Conference,2025-26,mvb,Manhattanville,"Idris, Idris",0,,7,25,14,0.05,20.0,3.0,4.0,204.0,5.0,582.0,0.0,5.0,10.0,106.0,0.0,0.0,1.0,0.0,61.0,1.0,0.0,1.0,0.0,9.5,0.0,0.16,8.16,2.44,0.04,0.2,0.38,1.3652532391032397,302,68
e8,Empire 8 (E8),2025-26,mvb,Elmira,"Connors, Drake",0,,19,14,4,0.079,63.0,21.0,26.0,2.0,0.0,4.0,0.0,3.0,7.0,41.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,2.0,0.0,30.0,0.0,1.86,0.14,0.5,0.14,0.21,2.14,1.356518370976452,303,68
odac,Old Dominion Athletic Conference (ODAC),2025-26,mvb,Roanoke College,"Kinne, Cade",0,,24,67,25,0.245,302.0,59.0,133.0,9.0,1.0,23.0,0.0,1.0,6.0,19.0,0.0,0.0,1.0,0.0,23.0,32.0,3.0,30.0,2.0,151.0,0.0,1.99,0.13,0.34,0.48,0.01,2.25,1.3554499297430485,304,68
odac,Old Dominion Athletic Conference (ODAC),2025-26,mvb,Roanoke College,"Faulcon, Pierce",0,,18,70,25,0.263,338.0,51.0,140.0,4.0,3.0,24.0,0.0,3.0,6.0,33.0,0.0,0.0,0.0,0.0,37.0,26.0,0.0,22.0,4.0,158.0,0.0,2.0,0.06,0.53,0.37,0.04,2.26,1.346892490179309,305,68
pac,Presidents Athletic Conference (PAC),2025-26,mvb,Geneva,"Spear, Daniel",0,,18,85,50,0.174,241.0,50.0,92.0,2.0,1.0,24.0,0.0,22.0,49.0,160.0,0.0,0.0,4.0,1.0,23.0,69.0,6.0,57.0,12.0,154.5,0.0,1.08,0.02,0.27,0.81,0.26,1.82,1.3350137933230315,306,68
north_eastern_athletic_c,North Eastern Athletic Conference,2025-26,mvb,Lancaster Bible College,"Wyant, Zach",0,,10,68,15,0.173,81.0,17.0,31.0,389.0,10.0,1045.0,0.0,12.0,43.0,230.0,0.0,0.0,1.0,1.0,77.0,29.0,2.0,17.0,12.0,63.5,1.0,0.46,5.72,1.13,0.43,0.18,0.93,1.3338043495381997,307,68
mac,Middle Atlantic Conferences (MAC),2025-26,mvb,Widener,"Wannamaker, Christian",0,,1,80,36,0.178,320.0,75.0,132.0,15.0,3.0,49.0,0.0,18.0,42.0,251.0,0.0,0.0,447.0,26.0,79.0,28.0,1.0,24.0,4.0,166.0,0.0,1.65,0.19,0.99,0.35,0.23,2.08,1.3314993553994108,308,68
odac,Old Dominion Athletic Conference (ODAC),2025-26,mvb,Randolph-Macon College,P. Van Essendelft,0,,11,6,6,0.8,15.0,0.0,12.0,1.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,3.0,1.0,14.5,0.0,2.0,0.17,0.5,0.67,0.0,2.42,1.3217073113863906,309,68
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,mvb,Illinois Tech,"Russell, Kyler",0,,12,4,0,-0.105,19.0,6.0,4.0,1.0,0.0,2.0,0.0,1.0,2.0,10.0,0.0,0.0,0.0,0.0,9.0,5.0,0.0,5.0,0.0,7.5,0.0,1.0,0.25,2.25,1.25,0.25,1.88,1.2979089221794426,310,68
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,mvb,Marian,"Goo Sun,Trent",0,,3,91,29,0.172,209.0,42.0,78.0,516.0,6.0,714.0,0.0,12.0,51.0,161.0,0.0,0.0,39.0,2.0,135.0,22.0,3.0,21.0,1.0,101.5,0.0,0.86,5.67,1.48,0.24,0.13,1.12,1.2957613580327236,311,67
pac,Presidents Athletic Conference (PAC),2025-26,mvb,Bethany,"Cole, Xavier",0,,23,30,4,0.069,130.0,30.0,39.0,4.0,1.0,21.0,0.0,8.0,17.0,84.0,0.0,0.0,5.0,1.0,11.0,14.0,3.0,9.0,5.0,56.5,0.0,1.3,0.13,0.37,0.47,0.27,1.88,1.2942916911612727,312,67
odac,Old Dominion Athletic Conference (ODAC),2025-26,mvb,Randolph College,"Septoff, Zachary",0,,15,82,42,0.271,229.0,38.0,100.0,12.0,7.0,60.0,0.0,6.0,22.0,129.0,0.0,0.0,3.0,0.0,32.0,72.0,4.0,57.0,15.0,149.5,0.0,1.22,0.15,0.39,0.88,0.07,1.82,1.2936306063288148,313,67
mac,Middle Atlantic Conferences (MAC),2025-26,mvb,Stevens,"Rogers, Brandon",0,,1,8,1,0.36,25.0,4.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,6.0,0.0,16.0,0.0,1.63,0.0,0.5,0.75,0.0,2.0,1.2885973771624195,314,67
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,mvb,Illinois Tech,"Matos, Raul",0,,9,57,19,0.114,334.0,61.0,99.0,6.0,4.0,45.0,0.0,5.0,13.0,147.0,0.0,0.0,242.0,15.0,115.0,15.0,2.0,15.0,0.0,111.5,1.0,1.74,0.11,2.02,0.26,0.09,1.96,1.275881527320669,315,67
njac,New Jersey Athletic Conference (NJAC),2025-26,mvb,NJCU,"Vaidyan, Johan",0,,11,47,11,0.272,114.0,20.0,51.0,2.0,0.0,7.0,0.0,12.0,20.0,117.0,0.0,0.0,0.0,0.0,16.0,30.0,0.0,22.0,8.0,82.0,0.0,1.09,0.04,0.34,0.64,0.26,1.74,1.2749969915092054,316,67
e8,Empire 8 (E8),2025-26,mvb,St. John Fisher,"Hernandez, Evan",0,,21,70,30,0.178,325.0,65.0,123.0,18.0,1.0,48.0,0.0,14.0,35.0,176.0,0.0,0.0,2.0,0.0,95.0,13.0,2.0,10.0,3.0,145.0,0.0,1.76,0.26,1.36,0.19,0.2,2.07,1.2734579814139542,317,67
e8,Empire 8 (E8),2025-26,mvb,Russell Sage,"Devine, Evan",0,,21,98,37,0.342,284.0,41.0,138.0,10.0,1.0,38.0,0.0,23.0,68.0,268.0,0.0,0.0,2.0,1.0,42.0,54.0,10.0,36.0,18.0,197.0,0.0,1.41,0.1,0.43,0.55,0.23,2.01,1.266161299360824,318,67
odac,Old Dominion Athletic Conference (ODAC),2025-26,mvb,Eastern Mennonite University,"Melendez, Jose",0,,20,94,35,0.26,327.0,53.0,138.0,11.0,1.0,52.0,0.0,22.0,63.0,304.0,0.0,0.0,3.0,0.0,39.0,49.0,2.0,34.0,15.0,192.0,0.0,1.47,0.12,0.41,0.52,0.23,2.04,1.2486499138796618,319,67
mac,Middle Atlantic Conferences (MAC),2025-26,mvb,Stevens,"Allen, Cade",0,,8,17,0,0.305,59.0,9.0,27.0,3.0,1.0,9.0,0.0,3.0,3.0,14.0,0.0,0.0,2.0,1.0,9.0,5.0,2.0,4.0,1.0,33.0,0.0,1.59,0.18,0.53,0.29,0.18,1.94,1.2441581467303289,320,67
north_eastern_athletic_c,North Eastern Athletic Conference,2025-26,mvb,Wilson College,"Simmons, Demetrius",0,,11,96,45,0.183,240.0,42.0,86.0,7.0,1.0,51.0,0.0,29.0,93.0,313.0,0.0,0.0,13.0,1.0,32.0,85.0,7.0,74.0,11.0,163.0,0.0,0.9,0.07,0.33,0.89,0.3,1.7,1.226766381691662,321,67
e8,Empire 8 (E8),2025-26,mvb,Houghton,"Cline, Devin",0,,1,60,31,0.097,289.0,65.0,93.0,1.0,2.0,17.0,0.0,13.0,38.0,132.0,0.0,0.0,92.0,8.0,37.0,25.0,1.0,16.0,9.0,123.0,2.0,1.55,0.02,0.62,0.42,0.22,2.05,1.2079317679844856,322,67
skyline_conference,Skyline Conference,2025-26,mvb,Old Westbury,"Santos, Ashel",0,,2,86,52,0.085,82.0,11.0,18.0,515.0,28.0,1826.0,0.0,29.0,30.0,350.0,0.0,0.0,10.0,3.0,145.0,13.0,2.0,12.0,1.0,54.0,0.0,0.21,5.99,1.69,0.15,0.34,0.63,1.1841905870304807,323,67
odac,Old Dominion Athletic Conference (ODAC),2025-26,mvb,Randolph-Macon College,"Clark, Brennan",0,,1,3,0,0.385,13.0,3.0,8.0,0.0,0.0,1.0,0.0,1.0,2.0,9.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,0.0,9.5,0.0,2.67,0.0,1.33,0.33,0.33,3.17,1.180227701987144,324,67
e8,Empire 8 (E8),2025-26,mvb,Russell Sage,"Lindheimer, John",0,,7,101,39,0.1,548.0,144.0,199.0,32.0,5.0,148.0,0.0,25.0,71.0,341.0,0.0,0.0,560.0,38.0,153.0,12.0,1.0,9.0,3.0,231.5,1.0,1.97,0.32,1.51,0.12,0.25,2.29,1.1773546937914912,325,67
skyline_conference,Skyline Conference,2025-26,mvb,St. Joseph's-Long Island,"Esposito, AJ",0,,3,57,21,0.362,149.0,24.0,78.0,1.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,16.0,45.0,5.0,35.0,10.0,105.5,0.0,1.37,0.02,0.28,0.79,0.0,1.85,1.1718925872033017,326,67
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,mvb,Dominican,"Greco, Michael",0,,12,51,26,0.352,145.0,12.0,63.0,7.0,1.0,22.0,0.0,0.0,3.0,7.0,0.0,0.0,2.0,0.0,7.0,44.0,2.0,31.0,13.0,91.5,0.0,1.24,0.14,0.14,0.86,0.0,1.79,1.171608246114043,327,67
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,mvb,Lakeland,"Donohue, Jakob",0,,13,83,42,0.33,273.0,33.0,123.0,9.0,1.0,33.0,0.0,8.0,27.0,254.0,0.0,0.0,16.0,0.0,42.0,47.0,6.0,35.0,12.0,160.5,0.0,1.48,0.11,0.51,0.57,0.1,1.93,1.169009301456344,328,67
skyline_conference,Skyline Conference,2025-26,mvb,St. Joseph's-Brooklyn,"Belov, Mark",0,,13,75,22,0.182,318.0,57.0,115.0,4.0,4.0,39.0,0.0,8.0,19.0,203.0,0.0,0.0,8.0,3.0,32.0,41.0,11.0,22.0,19.0,153.0,0.0,1.53,0.05,0.43,0.55,0.11,2.04,1.1676703337571137,329,67
odac,Old Dominion Athletic Conference (ODAC),2025-26,mvb,Roanoke College,"Wheaton, Dominic",0,,12,57,18,0.32,181.0,31.0,89.0,1.0,1.0,19.0,0.0,3.0,9.0,36.0,0.0,0.0,5.0,3.0,18.0,34.0,1.0,29.0,5.0,111.5,1.0,1.56,0.02,0.32,0.6,0.05,1.96,1.1664154217228284,330,67
njac,New Jersey Athletic Conference (NJAC),2025-26,mvb,NJCU,"Brown, Solomon",0,,13,14,3,0.405,42.0,5.0,22.0,0.0,0.0,2.0,0.0,0.0,2.0,10.0,0.0,0.0,2.0,0.0,14.0,7.0,2.0,6.0,1.0,26.0,0.0,1.57,0.0,1.0,0.5,0.0,1.86,1.159647142429503,331,66
north_eastern_athletic_c,North Eastern Athletic Conference,2025-26,mvb,Gallaudet University,Kodi Lee,0,,15,76,59,0.0,511.0,125.0,125.0,14.0,5.0,81.0,0.0,25.0,48.0,221.0,0.0,0.0,369.0,27.0,110.0,12.0,1.0,10.0,2.0,157.0,0.0,1.64,0.18,1.45,0.16,0.33,2.07,1.143966580069938,332,66
e8,Empire 8 (E8),2025-26,mvb,Nazareth,"Warner, Joshua",0,,18,12,5,0.548,31.0,5.0,22.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,2.0,1.0,1.0,5.0,0.0,3.0,2.0,25.5,0.0,1.83,0.0,0.08,0.42,0.0,2.13,1.1429124763948155,333,66
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,mvb,Dominican,"Hirsch, Thomas",0,,15,67,28,0.338,204.0,27.0,96.0,4.0,0.0,44.0,0.0,4.0,18.0,215.0,0.0,0.0,7.0,0.0,44.0,41.0,1.0,32.0,9.0,125.0,0.0,1.43,0.06,0.66,0.61,0.06,1.87,1.1404453540849957,334,66
njac,New Jersey Athletic Conference (NJAC),2025-26,mvb,NJCU,"Walker, Justin",0,,1,61,14,0.238,261.0,48.0,110.0,3.0,1.0,22.0,0.0,3.0,10.0,57.0,0.0,0.0,1.0,1.0,42.0,24.0,4.0,21.0,3.0,126.5,1.0,1.8,0.05,0.69,0.39,0.05,2.07,1.1342056806758711,335,66
odac,Old Dominion Athletic Conference (ODAC),2025-26,mvb,Virginia Wesleyan,"Echea, Ross",0,,5,8,1,0.286,14.0,1.0,5.0,2.0,0.0,4.0,0.0,5.0,5.0,25.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,3.0,0.0,11.5,0.0,0.63,0.25,0.25,0.38,0.63,1.44,1.1265880209456365,336,66
skyline_conference,Skyline Conference,2025-26,mvb,St. Joseph's-Long Island,"Violi, Cole",0,,8,48,6,0.271,177.0,37.0,85.0,3.0,1.0,21.0,0.0,7.0,16.0,141.0,0.0,0.0,142.0,7.0,59.0,7.0,0.0,6.0,1.0,96.0,1.0,1.77,0.06,1.23,0.15,0.15,2.0,1.1248995357196572,337,66
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,mvb,Concordia Wisconsin,"Gonzales, Kellen",0,,17,42,15,0.102,196.0,41.0,61.0,12.0,2.0,49.0,0.0,7.0,9.0,133.0,0.0,0.0,204.0,4.0,69.0,11.0,3.0,11.0,0.0,73.5,0.0,1.45,0.29,1.64,0.26,0.17,1.75,1.1200404385674696,338,66
pac,Presidents Athletic Conference (PAC),2025-26,mvb,Thiel,"Olszowka, Eli",0,,23,47,13,0.152,33.0,5.0,10.0,361.0,13.0,877.0,0.0,5.0,8.0,169.0,0.0,0.0,2.0,0.0,76.0,10.0,0.0,8.0,2.0,21.0,1.0,0.21,7.68,1.62,0.21,0.11,0.45,1.0866249094221867,339,66
odac,Old Dominion Athletic Conference (ODAC),2025-26,mvb,Randolph-Macon College,"Graves, Wesley",0,,7,39,15,0.134,179.0,46.0,70.0,6.0,1.0,22.0,0.0,4.0,13.0,68.0,0.0,0.0,92.0,8.0,26.0,11.0,0.0,9.0,2.0,80.5,0.0,1.79,0.15,0.67,0.28,0.1,2.06,1.0828565520082776,340,66
north_eastern_athletic_c,North Eastern Athletic Conference,2025-26,mvb,Bryn Athyn,"Reuter, Owen",0,,24,84,49,0.178,348.0,56.0,118.0,7.0,15.0,88.0,0.0,26.0,39.0,263.0,0.0,0.0,72.0,11.0,86.0,20.0,4.0,11.0,9.0,158.5,1.0,1.4,0.08,1.02,0.24,0.31,1.89,1.0789724943122645,341,66
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,mvb,Aurora,"Dail, Solomon",0,,17,59,21,0.203,251.0,45.0,96.0,4.0,0.0,14.0,0.0,2.0,4.0,29.0,0.0,0.0,1.0,0.0,24.0,32.0,2.0,26.0,6.0,117.0,0.0,1.63,0.07,0.41,0.54,0.03,1.98,1.0765251993335092,342,66
skyline_conference,Skyline Conference,2025-26,mvb,St. Joseph's-Long Island,"Aylward, Mason",0,,25,6,0,-0.1,10.0,4.0,3.0,60.0,2.0,124.0,0.0,1.0,6.0,24.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,4.0,0.0,0.5,10.0,1.0,0.0,0.17,0.67,1.074410509971751,343,66
mac,Middle Atlantic Conferences (MAC),2025-26,mvb,Stevens,"Schmid, Ryan",0,,12,49,6,0.261,222.0,30.0,88.0,2.0,0.0,11.0,0.0,1.0,2.0,11.0,0.0,0.0,0.0,0.0,18.0,20.0,2.0,18.0,2.0,100.0,0.0,1.8,0.04,0.37,0.41,0.02,2.04,1.0680937837424076,344,66
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,mvb,MSOE,"Llona Baez, Antonio",0,,9,49,13,0.092,271.0,50.0,75.0,5.0,0.0,39.0,0.0,10.0,31.0,159.0,0.0,0.0,189.0,2.0,93.0,8.0,1.0,6.0,2.0,90.0,0.0,1.53,0.1,1.9,0.16,0.2,1.84,1.0666685868262498,345,66
pac,Presidents Athletic Conference (PAC),2025-26,mvb,Hiram,Darren Chiang,0,,19,21,4,0.407,27.0,3.0,14.0,129.0,10.0,322.0,0.0,3.0,4.0,60.0,0.0,0.0,1.0,0.0,21.0,2.0,2.0,2.0,0.0,18.0,0.0,0.67,6.14,1.0,0.1,0.14,0.86,1.0612663645413567,346,66
pac,Presidents Athletic Conference (PAC),2025-26,mvb,Hiram,"Stewart, Gavin",0,,6,8,1,0.07,57.0,13.0,17.0,0.0,0.0,2.0,0.0,0.0,6.0,9.0,0.0,0.0,11.0,3.0,5.0,2.0,1.0,2.0,0.0,18.0,0.0,2.13,0.0,0.63,0.25,0.0,2.25,1.0590920365778345,347,66
pac,Presidents Athletic Conference (PAC),2025-26,mvb,Bethany,Rylan Trapp,0,,24,77,30,0.131,268.0,58.0,93.0,5.0,5.0,42.0,0.0,19.0,52.0,202.0,0.0,0.0,4.0,0.0,28.0,48.0,6.0,42.0,6.0,139.0,1.0,1.21,0.06,0.36,0.62,0.25,1.81,1.0585896576601306,348,66
e8,Empire 8 (E8),2025-26,mvb,St. John Fisher,"Jackson, Casey",0,,5,98,69,0.249,458.0,60.0,174.0,13.0,0.0,45.0,0.0,21.0,83.0,309.0,0.0,0.0,421.0,19.0,97.0,21.0,4.0,19.0,2.0,206.5,0.0,1.78,0.13,0.99,0.21,0.21,2.11,1.0413009387064571,349,66
north_eastern_athletic_c,North Eastern Athletic Conference,2025-26,mvb,Saint Elizabeth University,"Saldana, Carlos",0,,9,83,39,0.121,478.0,90.0,148.0,2.0,3.0,69.0,0.0,6.0,28.0,104.0,0.0,0.0,19.0,4.0,86.0,33.0,3.0,27.0,6.0,173.5,1.0,1.78,0.02,1.04,0.4,0.07,2.09,1.038127988892219,350,66
north_eastern_athletic_c,North Eastern Athletic Conference,2025-26,mvb,Cairn University,"Mygovych, Bogdan",0,,15,17,8,0.25,32.0,5.0,13.0,2.0,0.0,8.0,0.0,6.0,13.0,31.0,0.0,0.0,1.0,0.0,3.0,10.0,4.0,7.0,3.0,25.5,0.0,0.76,0.12,0.18,0.59,0.35,1.5,1.0356153996463042,351,65
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,mvb,Wisconsin Lutheran,"Warren, David",0,,18,14,1,0.333,3.0,0.0,1.0,81.0,1.0,146.0,0.0,6.0,4.0,72.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,7.0,0.0,0.07,5.79,1.64,0.0,0.43,0.5,1.0339067088203222,352,65
njac,New Jersey Athletic Conference (NJAC),2025-26,mvb,Kean,"Shearn, Machi",0,,18,8,1,0.462,13.0,2.0,8.0,0.0,0.0,1.0,0.0,1.0,4.0,13.0,0.0,0.0,0.0,0.0,1.0,7.0,1.0,5.0,2.0,13.5,0.0,1.0,0.0,0.13,0.88,0.13,1.69,1.0325887039076116,353,65
