conference_code,conference,season,sport,team,player_name,class_year,position,uniform,games_played,games_started,attack_stats_hitting_pct,attack_stats_attempts,attack_stats_errors,attack_stats_kills,set_stats_assists,set_stats_errors,set_stats_attempts,set_stats_set_pct,serve_stats_aces,serve_stats_errors,serve_stats_attempts,serve_stats_serve_pct,defense_stats_defense_pct,defense_stats_attempts,defense_stats_receptions,defense_stats_digs,block_stats_total,block_stats_errors,block_stats_assists,block_stats_solos,misc_stats_points,misc_stats_ball_handling_errors,per_set_stats_kills,per_set_stats_assists,per_set_stats_digs,per_set_stats_blocks,per_set_stats_aces,per_set_stats_points,composite_score,global_rank,rating
pac,Presidents Athletic Conference (PAC),2025-26,mvb,Saint Vincent,Rocco Marino,0,,17,85,76,0.211,237.0,32.0,82.0,6.0,0.0,24.0,0.0,4.0,10.0,235.0,0.0,0.0,3.0,0.0,49.0,48.0,5.0,33.0,15.0,117.5,3.0,0.96,0.07,0.58,0.56,0.05,1.38,0.2035699883541472,468,60
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,mvb,Marian,"Bassett,Abel",0,,4,59,20,0.348,112.0,12.0,51.0,2.0,1.0,5.0,0.0,7.0,31.0,53.0,0.0,0.0,0.0,0.0,15.0,34.0,5.0,26.0,8.0,79.0,0.0,0.86,0.03,0.25,0.58,0.12,1.34,0.2023385397756742,469,60
odac,Old Dominion Athletic Conference (ODAC),2025-26,mvb,Randolph-Macon College,"Karluk, Nathan",0,,33,11,5,0.32,25.0,3.0,11.0,1.0,0.0,2.0,0.0,0.0,1.0,6.0,0.0,0.0,1.0,1.0,1.0,7.0,0.0,7.0,0.0,14.5,0.0,1.0,0.09,0.09,0.64,0.0,1.32,0.201904866102681,470,60
odac,Old Dominion Athletic Conference (ODAC),2025-26,mvb,Averett University,"Collazo, Yerai",0,,6,66,27,-0.005,385.0,88.0,86.0,10.0,4.0,60.0,0.0,9.0,27.0,199.0,0.0,0.0,161.0,17.0,72.0,16.0,4.0,12.0,4.0,105.0,0.0,1.3,0.15,1.09,0.24,0.14,1.59,0.1996353136525554,471,60
mac,Middle Atlantic Conferences (MAC),2025-26,mvb,Hood,"Bravo, Gael",0,,4,94,46,0.223,148.0,9.0,42.0,409.0,10.0,1218.0,0.0,20.0,69.0,343.0,0.0,0.0,9.0,0.0,163.0,2.0,2.0,2.0,0.0,63.0,1.0,0.45,4.35,1.73,0.02,0.21,0.67,0.1936460048140803,472,60
odac,Old Dominion Athletic Conference (ODAC),2025-26,mvb,Averett University,"Audrain, Liam",0,,7,67,40,-0.065,341.0,111.0,89.0,14.0,2.0,65.0,0.0,6.0,48.0,202.0,0.0,0.0,411.0,23.0,78.0,25.0,4.0,22.0,3.0,109.0,0.0,1.33,0.21,1.16,0.37,0.09,1.63,0.1873616828100555,473,60
e8,Empire 8 (E8),2025-26,mvb,Poly,"Passmore, Aiden",0,,12,27,6,0.071,70.0,18.0,23.0,1.0,1.0,11.0,0.0,11.0,14.0,60.0,0.0,0.0,41.0,2.0,17.0,1.0,0.0,1.0,0.0,34.5,0.0,0.85,0.04,0.63,0.04,0.41,1.28,0.1784221198519361,474,60
mac,Middle Atlantic Conferences (MAC),2025-26,mvb,Arcadia,"Eisenlauer, John",0,,24,9,1,0.125,8.0,1.0,2.0,28.0,2.0,89.0,0.0,1.0,2.0,20.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,4.0,1.0,6.0,0.0,0.22,3.11,0.44,0.56,0.11,0.67,0.172661225309152,475,60
skyline_conference,Skyline Conference,2025-26,mvb,Yeshiva,"Bertini, Massimo",0,,15,70,48,0.102,364.0,51.0,88.0,6.0,8.0,67.0,0.0,6.0,19.0,161.0,0.0,0.0,15.0,4.0,57.0,19.0,11.0,6.0,13.0,110.0,2.0,1.26,0.09,0.81,0.27,0.09,1.57,0.1645231043743978,476,60
e8,Empire 8 (E8),2025-26,mvb,Poly,"Martino, Gianni",0,,16,13,2,0.0,24.0,10.0,10.0,0.0,1.0,3.0,0.0,3.0,5.0,21.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,2.0,3.0,17.0,0.0,0.77,0.0,0.23,0.38,0.23,1.31,0.1631159975441458,477,60
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,mvb,St. Norbert,"Zlatkovic, Nikola",0,,14,9,4,0.095,21.0,6.0,8.0,0.0,0.0,3.0,0.0,2.0,3.0,21.0,0.0,0.0,1.0,0.0,3.0,3.0,1.0,3.0,0.0,11.5,0.0,0.89,0.0,0.33,0.33,0.22,1.28,0.1625739909123481,478,60
mac,Middle Atlantic Conferences (MAC),2025-26,mvb,Widener,"Njokanma, Anioma",0,,4,59,24,0.289,90.0,18.0,44.0,2.0,1.0,12.0,0.0,1.0,2.0,10.0,0.0,0.0,1.0,0.0,15.0,46.0,5.0,40.0,6.0,71.0,0.0,0.75,0.03,0.25,0.78,0.02,1.2,0.1587497041168338,479,60
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,mvb,Dominican,"Marrs, Aaron",0,,9,61,12,0.205,176.0,30.0,66.0,5.0,1.0,28.0,0.0,10.0,22.0,139.0,0.0,0.0,168.0,11.0,62.0,14.0,0.0,11.0,3.0,84.5,0.0,1.08,0.08,1.02,0.23,0.16,1.39,0.1492145879261083,480,60
pac,Presidents Athletic Conference (PAC),2025-26,mvb,Chatham,Parker Morgan,0,,3,14,3,0.149,74.0,12.0,23.0,0.0,0.0,2.0,0.0,0.0,1.0,30.0,0.0,0.0,35.0,2.0,9.0,1.0,1.0,1.0,0.0,23.5,0.0,1.64,0.0,0.64,0.07,0.0,1.68,0.1449970154554656,481,60
odac,Old Dominion Athletic Conference (ODAC),2025-26,mvb,Randolph College,"Sledge, Conor",0,,16,16,6,0.127,63.0,15.0,23.0,2.0,0.0,9.0,0.0,2.0,13.0,37.0,0.0,0.0,40.0,1.0,6.0,1.0,2.0,1.0,0.0,25.5,0.0,1.44,0.13,0.38,0.06,0.13,1.59,0.1338466992630987,482,60
mac,Middle Atlantic Conferences (MAC),2025-26,mvb,Eastern,"Arvesen, Colby",0,,13,94,23,0.124,274.0,63.0,97.0,6.0,4.0,35.0,0.0,15.0,54.0,160.0,0.0,0.0,19.0,1.0,32.0,47.0,1.0,37.0,10.0,140.5,1.0,1.03,0.06,0.34,0.5,0.16,1.49,0.131241583919318,483,60
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,mvb,St. Norbert,"La Blanc, Wade",0,,10,20,2,0.132,53.0,13.0,20.0,2.0,0.0,10.0,0.0,0.0,3.0,10.0,0.0,0.0,0.0,0.0,9.0,11.0,1.0,9.0,2.0,26.5,0.0,1.0,0.1,0.45,0.55,0.0,1.33,0.1219267302790939,484,60
skyline_conference,Skyline Conference,2025-26,mvb,St. Joseph's-Brooklyn,"Rivera, Frank",0,,10,75,23,0.047,404.0,95.0,114.0,22.0,6.0,107.0,0.0,5.0,28.0,104.0,0.0,0.0,286.0,29.0,101.0,9.0,2.0,8.0,1.0,124.0,0.0,1.52,0.29,1.35,0.12,0.07,1.65,0.1142801464265494,485,60
odac,Old Dominion Athletic Conference (ODAC),2025-26,mvb,Randolph-Macon College,"Wyatt, Mitchell",0,,17,85,13,0.199,391.0,66.0,144.0,6.0,0.0,25.0,0.0,0.0,9.0,25.0,0.0,0.0,179.0,9.0,34.0,15.0,0.0,13.0,2.0,152.5,0.0,1.69,0.07,0.4,0.18,0.0,1.79,0.1118026753894874,486,60
mac,Middle Atlantic Conferences (MAC),2025-26,mvb,Misericordia,"Kozak, Joe",0,,33,108,49,0.365,230.0,32.0,116.0,1.0,3.0,21.0,0.0,1.0,2.0,5.0,0.0,0.0,4.0,0.0,9.0,64.0,3.0,55.0,9.0,153.5,0.0,1.07,0.01,0.08,0.59,0.01,1.42,0.1105481800783539,487,60
north_eastern_athletic_c,North Eastern Athletic Conference,2025-26,mvb,Saint Elizabeth University,"Rondon, Diego",0,,2,78,32,0.0,82.0,5.0,5.0,425.0,25.0,1329.0,0.0,19.0,43.0,289.0,0.0,0.0,7.0,1.0,104.0,6.0,2.0,6.0,0.0,27.0,1.0,0.06,5.45,1.33,0.08,0.24,0.35,0.1062386263667502,488,59
skyline_conference,Skyline Conference,2025-26,mvb,Mount Saint Vincent,"Short, Terrence",0,,3,88,99,0.004,499.0,130.0,132.0,6.0,3.0,61.0,0.0,16.0,53.0,245.0,0.0,0.0,249.0,35.0,80.0,14.0,3.0,11.0,3.0,156.5,0.0,1.5,0.07,0.91,0.16,0.18,1.78,0.0928663916272917,489,59
njac,New Jersey Athletic Conference (NJAC),2025-26,mvb,Rutgers-Newark,"Johnson, Amir",0,,7,32,6,0.328,67.0,9.0,31.0,2.0,0.0,9.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,7.0,19.0,5.0,16.0,3.0,42.0,0.0,0.97,0.06,0.22,0.59,0.0,1.31,0.0874551401544313,490,59
skyline_conference,Skyline Conference,2025-26,mvb,St. Joseph's-Long Island,"Palmer, Dylan",0,,5,10,1,0.526,19.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,4.0,1.0,2.0,2.0,15.0,0.0,1.2,0.0,0.1,0.4,0.0,1.5,0.0820444092250417,491,59
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,mvb,Lakeland,"Weinrich, Eli",0,,5,84,26,0.104,298.0,66.0,97.0,26.0,1.0,125.0,0.0,13.0,38.0,167.0,0.0,0.0,413.0,27.0,166.0,8.0,0.0,8.0,0.0,114.0,0.0,1.15,0.31,1.98,0.1,0.15,1.36,0.077969397211563,492,59
skyline_conference,Skyline Conference,2025-26,mvb,Old Westbury,"Reutskyi, Yevhenii",0,,3,62,11,0.124,259.0,33.0,65.0,9.0,3.0,34.0,0.0,6.0,13.0,86.0,0.0,0.0,66.0,7.0,78.0,17.0,2.0,15.0,2.0,80.5,0.0,1.05,0.15,1.26,0.27,0.1,1.3,0.0769681743563589,493,59
skyline_conference,Skyline Conference,2025-26,mvb,Manhattanville,"Lau, Justin",0,,3,67,45,0.179,173.0,34.0,65.0,3.0,1.0,28.0,0.0,10.0,40.0,204.0,0.0,0.0,4.0,0.0,23.0,31.0,9.0,28.0,3.0,92.0,1.0,0.97,0.04,0.34,0.46,0.15,1.37,0.0766902147848563,494,59
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,mvb,Wisconsin Lutheran,"Meloy, Michael",0,,10,1,0,0.2,5.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0765176166367932,495,59
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,mvb,Wisconsin Lutheran,"Ward, Josh",0,,20,67,30,0.157,159.0,24.0,49.0,4.0,1.0,21.0,0.0,0.0,9.0,33.0,0.0,0.0,3.0,0.0,11.0,53.0,7.0,37.0,16.0,83.5,0.0,0.73,0.06,0.16,0.79,0.0,1.25,0.0658666947767388,496,59
north_eastern_athletic_c,North Eastern Athletic Conference,2025-26,mvb,Lancaster Bible College,"Snyder, Jacob",0,,27,2,0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,8.0,0.0,0.0,8.0,0.0,1.0,1.0,0.0,1.0,0.0,1.5,0.0,0.0,0.5,0.5,0.5,0.5,0.75,0.0652915888474665,497,59
njac,New Jersey Athletic Conference (NJAC),2025-26,mvb,NJCU,"Perales, Amaru",0,,20,24,7,0.304,56.0,9.0,26.0,3.0,1.0,14.0,0.0,0.0,13.0,42.0,0.0,0.0,1.0,0.0,8.0,12.0,0.0,11.0,1.0,32.5,0.0,1.08,0.13,0.33,0.5,0.0,1.35,0.0599271663173426,498,59
pac,Presidents Athletic Conference (PAC),2025-26,mvb,Thiel,"Govannucci, JC",0,,6,48,15,0.156,199.0,34.0,65.0,6.0,0.0,25.0,0.0,0.0,3.0,34.0,0.0,0.0,0.0,0.0,33.0,13.0,1.0,11.0,2.0,72.5,0.0,1.35,0.13,0.69,0.27,0.0,1.51,0.0550156503381392,499,59
north_eastern_athletic_c,North Eastern Athletic Conference,2025-26,mvb,Lancaster Bible College,"Herb, Zach",0,,4,41,13,0.3,80.0,12.0,36.0,1.0,0.0,15.0,0.0,2.0,1.0,7.0,0.0,0.0,5.0,2.0,8.0,23.0,2.0,16.0,7.0,53.0,0.0,0.88,0.02,0.2,0.56,0.05,1.29,0.0509244921786786,500,59
north_eastern_athletic_c,North Eastern Athletic Conference,2025-26,mvb,Neumann,"Fleisher, Mason",0,,33,82,23,0.1,279.0,58.0,86.0,11.0,3.0,73.0,0.0,10.0,32.0,185.0,0.0,0.0,6.0,1.0,79.0,30.0,6.0,29.0,1.0,111.5,0.0,1.05,0.13,0.96,0.37,0.12,1.36,0.0473031343242759,501,59
odac,Old Dominion Athletic Conference (ODAC),2025-26,mvb,Virginia Wesleyan,"Davis, Ajaye",0,,24,91,4,0.229,96.0,13.0,35.0,430.0,8.0,1015.0,0.0,3.0,6.0,79.0,0.0,0.0,1.0,0.0,39.0,31.0,3.0,29.0,2.0,54.5,0.0,0.38,4.73,0.43,0.34,0.03,0.6,0.0454455938196601,502,59
skyline_conference,Skyline Conference,2025-26,mvb,St. Joseph's-Long Island,"Ostroski, Matthew",0,,28,6,0,0.294,17.0,3.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,9.0,0.0,1.33,0.17,0.0,0.33,0.0,1.5,0.0442618501180819,503,59
pac,Presidents Athletic Conference (PAC),2025-26,mvb,Bethany,Baylen Loosier,0,,1,56,6,0.024,126.0,37.0,40.0,139.0,15.0,484.0,0.0,11.0,31.0,128.0,0.0,0.0,6.0,1.0,53.0,7.0,0.0,6.0,1.0,55.0,1.0,0.71,2.48,0.95,0.13,0.2,0.98,0.0400421557720467,504,59
mac,Middle Atlantic Conferences (MAC),2025-26,mvb,Misericordia,"Knoop, Tyler",0,,3,18,5,0.267,30.0,4.0,12.0,0.0,0.0,8.0,0.0,3.0,7.0,38.0,0.0,0.0,2.0,1.0,2.0,10.0,0.0,10.0,0.0,20.0,0.0,0.67,0.0,0.11,0.56,0.17,1.11,0.0378738281587269,505,59
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,mvb,Concordia Wisconsin,"Butterfass, Parker",0,,20,28,2,0.278,54.0,7.0,22.0,2.0,0.0,6.0,0.0,2.0,6.0,24.0,0.0,0.0,0.0,0.0,6.0,17.0,1.0,17.0,0.0,32.5,0.0,0.79,0.07,0.21,0.61,0.07,1.16,0.031278233530121,506,59
mac,Middle Atlantic Conferences (MAC),2025-26,mvb,Eastern,"Landis, Ronan",0,,32,95,39,0.055,55.0,6.0,9.0,469.0,17.0,1227.0,0.0,26.0,30.0,403.0,0.0,0.0,1.0,0.0,105.0,5.0,2.0,4.0,1.0,38.0,3.0,0.09,4.94,1.11,0.05,0.27,0.4,0.0284466873784911,507,59
mac,Middle Atlantic Conferences (MAC),2025-26,mvb,Stevenson,"Sawyers,Adam",0,,17,42,18,0.16,94.0,22.0,37.0,3.0,0.0,9.0,0.0,0.0,1.0,2.0,0.0,0.0,4.0,1.0,8.0,28.0,2.0,26.0,2.0,52.0,0.0,0.88,0.07,0.19,0.67,0.0,1.24,0.0236192845691097,508,59
north_eastern_athletic_c,North Eastern Athletic Conference,2025-26,mvb,Bryn Athyn,"McQueen, Rafe",0,,28,2,0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.5,0.0,1.0,0.0,0.5,1.0,0.0188707340976355,509,59
odac,Old Dominion Athletic Conference (ODAC),2025-26,mvb,Roanoke College,"Cole, Teagan",0,,4,97,43,0.02,50.0,6.0,7.0,517.0,11.0,1249.0,0.0,26.0,51.0,450.0,0.0,0.0,2.0,0.0,139.0,0.0,1.0,0.0,0.0,33.0,0.0,0.07,5.33,1.43,0.0,0.27,0.34,0.0088176604174647,510,59
north_eastern_athletic_c,North Eastern Athletic Conference,2025-26,mvb,Bryn Athyn,",Owen Reuter",0,,24,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,511,59
odac,Old Dominion Athletic Conference (ODAC),2025-26,mvb,Virginia Wesleyan,",",0,,11,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,512,59
north_eastern_athletic_c,North Eastern Athletic Conference,2025-26,mvb,Bryn Athyn,",Laban Genzlinger",0,,12,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,513,58
north_eastern_athletic_c,North Eastern Athletic Conference,2025-26,mvb,Bryn Athyn,",Miles Shepard",0,,20,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,514,58
north_eastern_athletic_c,North Eastern Athletic Conference,2025-26,mvb,Bryn Athyn,",Bryan Choute",0,,13,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,515,58
north_eastern_athletic_c,North Eastern Athletic Conference,2025-26,mvb,Bryn Athyn,",Atai Esenov",0,,27,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,516,58
north_eastern_athletic_c,North Eastern Athletic Conference,2025-26,mvb,Bryn Athyn,Ryan Givhan,0,,"2,",0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,517,58
e8,Empire 8 (E8),2025-26,mvb,Poly,"Mion, James",0,,13,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,518,58
mac,Middle Atlantic Conferences (MAC),2025-26,mvb,Misericordia,",",0,,15,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,519,58
north_eastern_athletic_c,North Eastern Athletic Conference,2025-26,mvb,Bryn Athyn,",Rafe McQueen",0,,28,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,520,58
north_eastern_athletic_c,North Eastern Athletic Conference,2025-26,mvb,Bryn Athyn,",Grant Swiercynski",0,,32,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,521,58
pac,Presidents Athletic Conference (PAC),2025-26,mvb,Grove City,Ben McVay,0,,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,522,58
mac,Middle Atlantic Conferences (MAC),2025-26,mvb,Stevenson,",",0,,18,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,523,58
e8,Empire 8 (E8),2025-26,mvb,St. John Fisher,"Quinn, Alex",0,,18,6,0,0.182,11.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,1.0,7.5,0.0,0.83,0.0,0.0,0.67,0.0,1.25,-0.0031338902775058,524,58
pac,Presidents Athletic Conference (PAC),2025-26,mvb,Bethany,Tyler Johnson,0,,15,75,28,0.045,355.0,70.0,86.0,6.0,1.0,46.0,0.0,13.0,33.0,216.0,0.0,0.0,435.0,24.0,76.0,16.0,1.0,14.0,2.0,108.0,0.0,1.15,0.08,1.01,0.21,0.17,1.44,-0.0058316540214149,525,58
north_eastern_athletic_c,North Eastern Athletic Conference,2025-26,mvb,Neumann,"Holland, Mitch",0,,8,3,0,0.5,6.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,5.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.33,1.33,-0.0115362750787549,526,58
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,mvb,MSOE,"Nesemann, Brendan",0,,22,10,0,0.027,37.0,9.0,10.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,5.0,0.0,12.5,0.0,1.0,0.0,0.5,0.5,0.0,1.25,-0.0154539774305,527,58
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,mvb,Illinois Tech,"Jones, Erik",0,,7,28,11,0.253,75.0,17.0,36.0,0.0,1.0,3.0,0.0,2.0,10.0,35.0,0.0,0.0,0.0,0.0,4.0,7.0,1.0,6.0,1.0,42.0,0.0,1.29,0.0,0.14,0.25,0.07,1.5,-0.0168059611402377,528,58
pac,Presidents Athletic Conference (PAC),2025-26,mvb,Chatham,Jordan Haas,0,,17,84,31,0.114,185.0,34.0,55.0,8.0,2.0,52.0,0.0,14.0,39.0,329.0,0.0,0.0,11.0,1.0,56.0,47.0,13.0,42.0,5.0,95.0,1.0,0.65,0.1,0.67,0.56,0.17,1.13,-0.0208303850603109,529,58
odac,Old Dominion Athletic Conference (ODAC),2025-26,mvb,Roanoke College,"Sager, Todd",0,,11,21,4,0.2,40.0,11.0,19.0,1.0,0.0,2.0,0.0,3.0,17.0,37.0,0.0,0.0,0.0,0.0,2.0,9.0,4.0,9.0,0.0,26.5,0.0,0.9,0.05,0.1,0.43,0.14,1.26,-0.0255427688290914,530,58
odac,Old Dominion Athletic Conference (ODAC),2025-26,mvb,Randolph College,"Reid, Dante",0,,14,67,22,0.172,134.0,27.0,50.0,4.0,0.0,29.0,0.0,9.0,29.0,203.0,0.0,0.0,6.0,0.0,24.0,37.0,9.0,29.0,8.0,81.5,0.0,0.75,0.06,0.36,0.55,0.13,1.22,-0.0341109804655039,531,58
odac,Old Dominion Athletic Conference (ODAC),2025-26,mvb,Averett University,"Jenkins, Dominick",0,,8,74,42,0.016,188.0,50.0,53.0,5.0,1.0,30.0,0.0,12.0,38.0,162.0,0.0,0.0,4.0,0.0,32.0,43.0,8.0,35.0,8.0,91.0,0.0,0.72,0.07,0.43,0.58,0.16,1.23,-0.0371523803984949,532,58
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,mvb,St. Norbert,"Doty, Cam",0,,24,44,4,0.239,109.0,19.0,45.0,5.0,1.0,14.0,0.0,12.0,32.0,121.0,0.0,0.0,95.0,12.0,28.0,3.0,0.0,3.0,0.0,58.5,0.0,1.02,0.11,0.64,0.07,0.27,1.33,-0.0373482699374922,533,58
odac,Old Dominion Athletic Conference (ODAC),2025-26,mvb,Randolph-Macon College,"Futrell, Nick",0,,10,90,40,0.185,189.0,30.0,65.0,3.0,4.0,19.0,0.0,0.0,1.0,18.0,0.0,0.0,5.0,1.0,13.0,70.0,0.0,59.0,11.0,105.5,0.0,0.72,0.03,0.14,0.78,0.0,1.17,-0.0407572693075202,534,58
mac,Middle Atlantic Conferences (MAC),2025-26,mvb,Eastern,"Younger, Tyler",0,,8,38,3,0.164,73.0,19.0,31.0,3.0,1.0,16.0,0.0,10.0,20.0,87.0,0.0,0.0,95.0,7.0,29.0,7.0,1.0,5.0,2.0,45.5,1.0,0.82,0.08,0.76,0.18,0.26,1.2,-0.0615758734428608,535,58
pac,Presidents Athletic Conference (PAC),2025-26,mvb,Hiram,Van oss Dakota,0,,4,4,0,0.125,8.0,3.0,4.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,5.0,0.0,1.0,0.0,0.0,0.5,0.0,1.25,-0.0672781333341421,536,58
north_eastern_athletic_c,North Eastern Athletic Conference,2025-26,mvb,Lancaster Bible College,"Weaver, Ted",0,,25,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.5,-0.0720681560538598,537,58
pac,Presidents Athletic Conference (PAC),2025-26,mvb,Chatham,Mannix McKaveney,0,,4,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.5,-0.072493324157682,538,57
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,mvb,MSOE,"Topor, Filip",0,,14,1,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.5,-0.072493324157682,539,57
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,mvb,Wisconsin Lutheran,"Smith, Will",0,,5,26,8,0.194,72.0,13.0,27.0,1.0,1.0,11.0,0.0,1.0,4.0,13.0,0.0,0.0,2.0,0.0,5.0,11.0,1.0,9.0,2.0,34.5,0.0,1.04,0.04,0.19,0.42,0.04,1.33,-0.0756718936228122,540,57
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,mvb,Dominican,"Kassulke, Landon",0,,13,55,17,0.085,59.0,8.0,13.0,308.0,9.0,715.0,0.0,3.0,14.0,102.0,0.0,0.0,1.0,0.0,48.0,10.0,0.0,9.0,1.0,21.5,0.0,0.24,5.6,0.87,0.18,0.05,0.39,-0.0764378087015022,541,57
pac,Presidents Athletic Conference (PAC),2025-26,mvb,Bethany,Alexander Hall,0,,2,45,20,0.05,121.0,30.0,36.0,2.0,2.0,14.0,0.0,13.0,25.0,89.0,0.0,0.0,9.0,1.0,18.0,11.0,5.0,10.0,1.0,55.0,0.0,0.8,0.04,0.4,0.24,0.29,1.22,-0.082898202688716,542,57
