conference_code,conference,season,sport,team,player_name,class_year,position,uniform,games_played,games_started,goal_stats_shootout_goals,goal_stats_free_positiong_goals,goal_stats_game_tying_goals,goal_stats_empty_net_goals,goal_stats_overtime_goals,goal_stats_first_goals,goal_stats_unassisted_goals,goal_stats_short_handed_goals,goal_stats_power_play_goals,goal_stats_game_winning_goals,penalty_stats_number,penalty_stats_minutes,penalty_stats_fouls,penalty_stats_green_cards,penalty_stats_yellow_cards,penalty_stats_red_cards,penalty_stats_match,penalty_stats_major,penalty_stats_minor,misc_stats_powerplay_opps,misc_stats_powerplay_goals,misc_stats_faceoffs_won,misc_stats_faceoffs_lost,misc_stats_ground_balls,misc_stats_draw_controls,misc_stats_turnovers,misc_stats_caused_turnovers,misc_stats_minutes_played,misc_stats_seconds,misc_stats_faceoffs_taken,misc_stats_penalty_killing_pct,shot_stats_shots_on_goal,shot_stats_shots,shot_stats_free_position_shots,shot_stats_points,shot_stats_assists,shot_stats_goals,shot_stats_shots_on_goal_pct,goalie_stats_games_played,goalie_stats_minutes,goalie_stats_goals_allowed,goalie_stats_saves,goalie_stats_shutouts,goalie_stats_win,goalie_stats_loss,goalie_stats_tie,goalie_stats_powerplay_goals_allowed,goalie_stats_shorthanded_goals_allowed,goalie_stats_emptynet_goals_allowed,goalie_stats_shots_faced,goalie_stats_goals_against_avg,goalie_stats_save_pct,composite_score,global_rank,rating
mac,Middle Atlantic Conferences (MAC),2025-26,wlax,Arcadia,Taylor Funcheon,,,,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,28:00,60.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,29:00,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,8.28,0.429,-0.6262463457377727,2920,57
lec,Little East Conference (LEC),2025-26,wlax,Keene State,Abby Tanner,,,,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,68:00,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,68:09,6.0,15.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,32.0,5.28,0.714,-0.6262463457377727,2921,57
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,wlax,Marian,Piper Miller,,,,17,17,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,30.0,24.0,1022:00,28.0,0.0,1.0,4.0,6.0,2.0,1.0,0.0,1.0,0.667,,,,,,,,,,,,,,,-0.6271118164562929,2922,57
pac,Presidents Athletic Conference (PAC),2025-26,wlax,Chatham,Danielle Macconnell,,,,15,10,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,5.0,4.0,462:00,295.0,0.0,1.0,2.0,4.0,1.0,6.0,4.0,2.0,0.5,,,,,,,,,,,,,,,-0.627129779594814,2923,57
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,wlax,Lawrence,Sophia Lacrecque,,,,4,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,7.0,1.0,180:00,0.0,0.0,1.0,1.0,3.0,1.0,1.0,0.0,1.0,0.333,,,,,,,,,,,,,,,-0.6271724858295483,2924,57
miaa,Michigan Intercollegiate Athletic Association (MIAA),2025-26,wlax,Adrian,Taylor Gregan,,,,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,6.0,3.0,00:00,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,-0.6273561306460198,2925,57
ccc,The Commonwealth Coast Conference (CCC),2025-26,wlax,Western New England University,Allison Cyr,,,,15,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,13.0,0.0,180:00,0.0,0.0,1.0,14.0,17.0,3.0,10.0,4.0,6.0,0.824,,,,,,,,,,,,,,,-0.6276286642557009,2926,57
newmac,New England Women's and Men's Athletic Conference (NEWMAC),2025-26,wlax,MIT,Molly Dulde,,,,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,1.0,00:00,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,114:49,10.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,5.23,0.474,-0.627800550570341,2927,57
ll,Liberty League (LL),2025-26,wlax,Union,Bella Juliano,,,,6,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,4.0,2.0,45:00,0.0,0.0,1.0,5.0,6.0,1.0,4.0,1.0,3.0,0.833,,,,,,,,,,,,,,,-0.628091929452111,2928,57
oac,Ohio Athletic Conference (OAC),2025-26,wlax,Ohio Northern,Marabelle Green,,,,7,0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00:00,0.0,0.0,1.0,7.0,7.0,1.0,6.0,1.0,5.0,1.0,,,,,,,,,,,,,,,-0.6285210411065071,2929,57
ll,Liberty League (LL),2025-26,wlax,Vassar,Emily Kallman,,,,10,1,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,6.0,7.0,60:00,0.0,0.0,1.0,5.0,7.0,1.0,6.0,3.0,3.0,0.714,,,,,,,,,,,,,,,-0.6288433411805754,2930,57
landmark_conference,Landmark Conference,2025-26,wlax,Scranton,Meghan Theofield,,,,7,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00:00,0.0,0.0,1.0,4.0,4.0,0.0,5.0,4.0,1.0,1.0,,,,,,,,,,,,,,,-0.6289837504171247,2931,57
miaa,Michigan Intercollegiate Athletic Association (MIAA),2025-26,wlax,Albion,Kyleigh Johnson,,,,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,09:00,59.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,65:12,12.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,11.04,0.4,-0.6297991753272307,2932,57
ll,Liberty League (LL),2025-26,wlax,Union,Erin Fleming,,,,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,15:00,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,-0.6297991753272307,2933,57
nescac,New England Small College Athletic Conference (NESCAC),2025-26,wlax,Bates,Lindy Child,,,,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,00:00,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,-0.6297991753272307,2934,57
newmac,New England Women's and Men's Athletic Conference (NEWMAC),2025-26,wlax,Coast Guard,Lane Donahoe,,,,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,60:00,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,-0.6297991753272307,2935,57
sciac,Southern California Intercollegiate Athletic Conference (SCIAC),2025-26,wlax,Occidental,Andie Angelacci,,,,18,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,14.0,13.0,858:00,102.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,749:22,188.0,110.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,359.0,15.05,0.369,-0.6301189243601008,2936,57
nescac,New England Small College Athletic Conference (NESCAC),2025-26,wlax,Hamilton,Carlisle West,,,,14,14,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,11.0,18.0,841:00,32.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,-0.6309105477302417,2937,57
ncac,North Coast Athletic Conference (NCAC),2025-26,wlax,Denison,Hana Asghari,,,,15,0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,3.0,00:00,0.0,0.0,1.0,14.0,17.0,3.0,10.0,1.0,9.0,0.824,,,,,,,,,,,,,,,-0.6315450659981876,2938,57
ccc,The Commonwealth Coast Conference (CCC),2025-26,wlax,Curry College,Julia Long,,,,17,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1.0,4.0,16.0,916:00,61.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,-0.6335917593930268,2939,56
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,wlax,Aurora,Ari Rootberg,,,,15,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,17.0,3.0,103:00,17.0,0.0,1.0,8.0,10.0,1.0,9.0,6.0,3.0,0.8,,,,,,,,,,,,,,,-0.6343278806687827,2940,56
nescac,New England Small College Athletic Conference (NESCAC),2025-26,wlax,Williams,Caroline Pratt,,,,16,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,2.0,5.0,945:00,23.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,908:42,129.0,145.0,0.0,7.0,9.0,0.0,0.0,0.0,0.0,373.0,8.52,0.529,-0.634563123603314,2941,56
nac,North Atlantic Conference (NAC),2025-26,wlax,Husson ,Lacey Scanlon,,,,5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,3.0,3.0,120:00,0.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,0.0,0.333,3.0,75:00,12.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,16.0,9.6,0.143,-0.6346420140936729,2942,56
e8,Empire 8 (E8),2025-26,wlax,Geneseo,"Indelicato, Holly",,,,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,30:00,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,60:00,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.667,-0.6351749778955718,2943,56
lec,Little East Conference (LEC),2025-26,wlax,Plymouth State,Addy Crout,,,,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,09:00,31.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,-0.6351749778955718,2944,56
ncac,North Coast Athletic Conference (NCAC),2025-26,wlax,DePauw,MacKenzie Phillips,,,,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,00:00,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,-0.6351749778955718,2945,56
hcac,Heartland Collegiate Athletic Conference (HCAC),2025-26,wlax,Transylvania,Peyton Steinriede,,,,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,09:00,15.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,-0.6351749778955718,2946,56
odac,Old Dominion Athletic Conference (ODAC),2025-26,wlax,Randolph-Macon College,Maggie Muldoon,,,,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,00:00,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,-0.6351749778955718,2947,56
ll,Liberty League (LL),2025-26,wlax,Clarkson,Zoe Patrick,,,,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,87:00,50.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,-0.6351749778955718,2948,56
oac,Ohio Athletic Conference (OAC),2025-26,wlax,Muskingum,Madi Reinhart,,,,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,00:00,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,-0.6351749778955718,2949,56
cciw,College Conference of Illinois and Wisconsin (CCIW),2025-26,wlax,Augustana,Grace Danek,,,,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,00:00,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,-0.6351749778955718,2950,56
hcac,Heartland Collegiate Athletic Conference (HCAC),2025-26,wlax,Franklin,Anna Kute,,,,4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,120:00,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,-0.6351749778955718,2951,56
ccc,The Commonwealth Coast Conference (CCC),2025-26,wlax,University of New England,Cassidy Jacobsen,,,,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,00:00,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,-0.6351749778955718,2952,56
ncac,North Coast Athletic Conference (NCAC),2025-26,wlax,Kenyon,Meagan Lacombe,,,,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,34:00,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,96:12,7.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,20.0,4.37,0.533,-0.6351749778955718,2953,56
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,wlax,MSOE,Averi Zhong,,,,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,00:00,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,-0.6351749778955718,2954,56
centennial_conference,Centennial Conference,2025-26,wlax,Gettysburg,Sophie Roth,,,,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,00:00,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,-0.6351749778955718,2955,56
e8,Empire 8 (E8),2025-26,wlax,Nazareth,Emma Cuzzupoli,,,,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,00:00,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,-0.6351749778955718,2956,56
e8,Empire 8 (E8),2025-26,wlax,Nazareth,TM,,,,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,00:00,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,-0.6351749778955718,2957,56
oac,Ohio Athletic Conference (OAC),2025-26,wlax,Mount Union,Abby Reagan,,,,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,3.0,3.0,45:00,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,141:51,27.0,25.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,73.0,11.42,0.481,-0.6369425699800698,2958,56
mac,Middle Atlantic Conferences (MAC),2025-26,wlax,Stevens,Elise Hensley,,,,7,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,00:00,0.0,0.0,1.0,7.0,7.0,0.0,6.0,2.0,4.0,1.0,,,,,,,,,,,,,,,-0.6386713260805035,2959,56
skyline_conference,Skyline Conference,2025-26,wlax,Purchase,Rama Diallo,,,,4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,240:00,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,-0.63872780748503,2960,56
skyline_conference,Skyline Conference,2025-26,wlax,St. Joseph's-Long Island,Ashley Genovese,,,,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,60:00,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,-0.63872780748503,2961,56
lec,Little East Conference (LEC),2025-26,wlax,VTSU Castleton,Rainey Lay,,,,4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,120:00,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,-0.63872780748503,2962,56
landmark_conference,Landmark Conference,2025-26,wlax,Elizabethtown,Alex Gonzalez,,,,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,00:00,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,-0.63872780748503,2963,56
cciw,College Conference of Illinois and Wisconsin (CCIW),2025-26,wlax,North Central,Tori Leonard,,,,16,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,1.0,13.0,13.0,958:00,59.0,0.0,1.0,2.0,3.0,0.0,1.0,1.0,0.0,0.667,,,,,,,,,,,,,,,-0.6389573190081593,2964,56
newmac,New England Women's and Men's Athletic Conference (NEWMAC),2025-26,wlax,Coast Guard,Fiona McCartin,,,,10,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,8.0,4.0,120:00,0.0,0.0,1.0,3.0,4.0,1.0,7.0,4.0,3.0,0.75,,,,,,,,,,,,,,,-0.6389991241636848,2965,56
mac,Middle Atlantic Conferences (MAC),2025-26,wlax,Alvernia,"Ruocco, Sophia",,,,17,17,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,13.0,8.0,1026:00,67.0,0.0,1.0,8.0,11.0,1.0,7.0,3.0,4.0,0.727,,,,,,,,,,,,,,,-0.6400407653836598,2966,56
lec,Little East Conference (LEC),2025-26,wlax,VTSU Castleton,Hana Doria,,,,18,18,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,9.0,30.0,22.0,1050:00,2.0,0.0,1.0,5.0,8.0,2.0,2.0,0.0,2.0,0.625,,,,,,,,,,,,,,,-0.6400922108359672,2967,56
njac,New Jersey Athletic Conference (NJAC),2025-26,wlax,Rowan,Yasmin Harris,,,,11,0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,5.0,0.0,00:00,0.0,0.0,1.0,13.0,19.0,3.0,9.0,2.0,7.0,0.684,,,,,,,,,,,,,,,-0.6402837402380531,2968,56
lec,Little East Conference (LEC),2025-26,wlax,Plymouth State,Keira Walsh,,,,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,2.0,5.0,136:00,28.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,136:28,14.0,11.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,32.0,6.16,0.44,-0.6409444775218757,2969,56
pac,Presidents Athletic Conference (PAC),2025-26,wlax,Grove City,Ella Krabitz,,,,5,0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,00:00,0.0,0.0,1.0,5.0,5.0,2.0,3.0,0.0,3.0,1.0,,,,,,,,,,,,,,,-0.642314960961203,2970,56
landmark_conference,Landmark Conference,2025-26,wlax,Catholic,Amelia Clair,,,,7,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,4.0,3.0,00:00,0.0,0.0,1.0,8.0,9.0,0.0,5.0,0.0,5.0,0.889,,,,,,,,,,,,,,,-0.6430915974314919,2971,56
landmark_conference,Landmark Conference,2025-26,wlax,Susquehanna,Ruby Calabrese,,,,4,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,00:00,0.0,0.0,1.0,2.0,4.0,3.0,1.0,0.0,1.0,0.5,,,,,,,,,,,,,,,-0.6434755453125782,2972,56
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,wlax,Lawrence,Dejah Phillips,,,,4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,240:00,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,-0.6436591901290495,2973,56
north_eastern_athletic_c,North Eastern Athletic Conference,2025-26,wlax,Notre Dame of Maryland,Madison Simmons,,,,4,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,5.0,1.0,180:00,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,-0.6438348419070565,2974,56
