conference_code,conference,season,sport,team,player_name,class_year,position,uniform,games_played,games_started,goal_stats_shootout_goals,goal_stats_free_positiong_goals,goal_stats_game_tying_goals,goal_stats_empty_net_goals,goal_stats_overtime_goals,goal_stats_first_goals,goal_stats_unassisted_goals,goal_stats_short_handed_goals,goal_stats_power_play_goals,goal_stats_game_winning_goals,penalty_stats_number,penalty_stats_minutes,penalty_stats_fouls,penalty_stats_green_cards,penalty_stats_yellow_cards,penalty_stats_red_cards,penalty_stats_match,penalty_stats_major,penalty_stats_minor,misc_stats_powerplay_opps,misc_stats_powerplay_goals,misc_stats_faceoffs_won,misc_stats_faceoffs_lost,misc_stats_ground_balls,misc_stats_draw_controls,misc_stats_turnovers,misc_stats_caused_turnovers,misc_stats_minutes_played,misc_stats_seconds,misc_stats_faceoffs_taken,misc_stats_penalty_killing_pct,shot_stats_shots_on_goal,shot_stats_shots,shot_stats_free_position_shots,shot_stats_points,shot_stats_assists,shot_stats_goals,shot_stats_shots_on_goal_pct,goalie_stats_games_played,goalie_stats_minutes,goalie_stats_goals_allowed,goalie_stats_saves,goalie_stats_shutouts,goalie_stats_win,goalie_stats_loss,goalie_stats_tie,goalie_stats_powerplay_goals_allowed,goalie_stats_shorthanded_goals_allowed,goalie_stats_emptynet_goals_allowed,goalie_stats_shots_faced,goalie_stats_goals_against_avg,goalie_stats_save_pct,composite_score,global_rank,rating
nwc,Northwest Conference (NWC),2025-26,wlax,Linfield,Gabby Crist,,,,15,14,0.0,11.0,0.0,0.0,0.0,4.0,44.0,1.0,3.0,4.0,0.0,0.0,0.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,48.0,36.0,34.0,869:00,86.0,0.0,1.0,92.0,110.0,20.0,82.0,19.0,63.0,0.836,,,,,,,,,,,,,,,8.520060140285354,55,93
ccc,The Commonwealth Coast Conference (CCC),2025-26,wlax,Endicott College,Leah Black,,,,19,18,0.0,3.0,0.0,0.0,0.0,2.0,19.0,1.0,4.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,3.0,25.0,14.0,1107:00,64.0,0.0,1.0,76.0,102.0,8.0,81.0,31.0,50.0,0.745,,,,,,,,,,,,,,,8.42651997631972,56,93
odac,Old Dominion Athletic Conference (ODAC),2025-26,wlax,Guilford College,Maggie Hartnett,,,,17,15,0.0,13.0,0.0,0.0,0.0,1.0,27.0,1.0,2.0,4.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,7.0,46.0,28.0,900:00,0.0,0.0,1.0,84.0,99.0,21.0,80.0,32.0,48.0,0.848,,,,,,,,,,,,,,,8.38702310166951,57,93
odac,Old Dominion Athletic Conference (ODAC),2025-26,wlax,Randolph-Macon College,Lilly Fowler,,,,19,17,0.0,4.0,0.0,0.0,0.0,1.0,14.0,0.0,3.0,2.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,29.0,6.0,994:00,45.0,0.0,1.0,42.0,53.0,7.0,82.0,51.0,31.0,0.792,,,,,,,,,,,,,,,8.3814047043933,58,93
mac,Middle Atlantic Conferences (MAC),2025-26,wlax,Stevens,Stefanie Sellitto,,,,22,22,0.0,3.0,0.0,0.0,0.0,3.0,15.0,0.0,7.0,5.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,165.0,12.0,23.0,1305:00,102.0,0.0,1.0,94.0,102.0,10.0,75.0,12.0,63.0,0.922,,,,,,,,,,,,,,,8.347462915168236,59,93
ccc,The Commonwealth Coast Conference (CCC),2025-26,wlax,Suffolk University,Ally Colburn,,,,17,16,0.0,11.0,0.0,0.0,0.0,2.0,54.0,4.0,9.0,2.0,0.0,0.0,0.0,21.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,37.0,50.0,10.0,969:00,119.0,0.0,1.0,124.0,157.0,20.0,97.0,16.0,81.0,0.79,,,,,,,,,,,,,,,8.337125881286736,60,93
nescac,New England Small College Athletic Conference (NESCAC),2025-26,wlax,Tufts,Margie Carden,,,,23,23,0.0,22.0,0.0,0.0,0.0,3.0,37.0,0.0,12.0,4.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,2.0,18.0,8.0,1366:00,55.0,0.0,1.0,108.0,138.0,45.0,87.0,16.0,71.0,0.783,,,,,,,,,,,,,,,8.334218301218506,61,93
miaa,Michigan Intercollegiate Athletic Association (MIAA),2025-26,wlax,Hope,Julia Brown,,,,19,19,0.0,5.0,0.0,0.0,0.0,2.0,17.0,1.0,13.0,5.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,4.0,41.0,7.0,1139:00,46.0,0.0,1.0,99.0,129.0,9.0,93.0,19.0,74.0,0.767,,,,,,,,,,,,,,,8.30811541370036,62,93
sciac,Southern California Intercollegiate Athletic Conference (SCIAC),2025-26,wlax,Pomona-Pitzer,Fiona Lewis,,,,20,20,0.0,2.0,0.0,0.0,0.0,4.0,15.0,3.0,5.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,1.0,12.0,15.0,1077:00,215.0,0.0,1.0,107.0,137.0,5.0,81.0,17.0,64.0,0.781,,,,,,,,,,,,,,,8.296537844851812,63,93
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,wlax,Edgewood,Emma Raupp,,,,18,18,0.0,30.0,0.0,0.0,0.0,3.0,57.0,0.0,24.0,4.0,0.0,0.0,0.0,5.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,89.0,65.0,17.0,1080:00,18.0,0.0,1.0,135.0,188.0,60.0,100.0,5.0,95.0,0.718,,,,,,,,,,,,,,,8.234093472226341,64,93
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,wlax,Colorado College,Peyton Murphy,,,,21,21,0.0,6.0,0.0,0.0,0.0,4.0,15.0,0.0,5.0,5.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,2.0,36.0,23.0,1261:00,85.0,0.0,1.0,73.0,85.0,13.0,80.0,30.0,50.0,0.859,,,,,,,,,,,,,,,8.136621648106685,65,93
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,wlax,UW-Eau Claire,Reegan Werner,,,,18,18,0.0,9.0,0.0,0.0,0.0,3.0,33.0,1.0,6.0,1.0,0.0,0.0,0.0,6.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,63.0,47.0,39.0,1016:00,80.0,0.0,1.0,68.0,105.0,18.0,73.0,28.0,45.0,0.648,,,,,,,,,,,,,,,8.133247237155592,66,93
e8,Empire 8 (E8),2025-26,wlax,St. John Fisher,Sydney Carpenter,,,,16,16,0.0,9.0,0.0,0.0,0.0,1.0,21.0,1.0,3.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,33.0,78.0,24.0,21.0,960:00,8.0,0.0,1.0,50.0,64.0,11.0,74.0,36.0,38.0,0.781,,,,,,,,,,,,,,,8.132698147654168,67,93
lec,Little East Conference (LEC),2025-26,wlax,Eastern Connecticut,Alexa Vizzini,,,,19,19,0.0,5.0,0.0,0.0,0.0,4.0,32.0,1.0,6.0,5.0,0.0,0.0,0.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,11.0,31.0,24.0,1108:00,23.0,0.0,1.0,103.0,145.0,14.0,80.0,17.0,63.0,0.71,,,,,,,,,,,,,,,8.037015061242833,68,93
landmark_conference,Landmark Conference,2025-26,wlax,Lycoming,Katie Maguire,,,,16,16,0.0,22.0,0.0,0.0,0.0,1.0,50.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,55.0,110.0,43.0,32.0,992:00,30.0,2.0,1.0,99.0,124.0,37.0,78.0,12.0,66.0,0.798,,,,,,,,,,,,,,,8.018141172889276,69,93
usa_south_athletic_confe,USA South Athletic Conference,2025-26,wlax,Meredith,Lauryn Turner,,,,21,21,0.0,12.0,0.0,0.0,0.0,2.0,38.0,2.0,4.0,2.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,4.0,27.0,16.0,1226:00,32.0,0.0,1.0,82.0,98.0,19.0,80.0,22.0,58.0,0.837,,,,,,,,,,,,,,,7.999921763892096,70,92
lec,Little East Conference (LEC),2025-26,wlax,Keene State,Tess Brown,,,,18,18,0.0,15.0,0.0,0.0,0.0,1.0,39.0,0.0,10.0,1.0,0.0,0.0,0.0,10.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,61.0,65.0,60.0,1107:00,52.0,0.0,1.0,85.0,113.0,27.0,70.0,19.0,51.0,0.752,,,,,,,,,,,,,,,7.999570391447513,71,92
nescac,New England Small College Athletic Conference (NESCAC),2025-26,wlax,Middlebury,Maggie Coughlin,,,,22,21,0.0,2.0,0.0,0.0,0.0,0.0,18.0,1.0,5.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,2.0,26.0,10.0,1208:00,207.0,0.0,1.0,61.0,82.0,6.0,79.0,36.0,43.0,0.744,,,,,,,,,,,,,,,7.991510231153642,72,92
centennial_conference,Centennial Conference,2025-26,wlax,Haverford,Brooke Epstein,,,,21,21,0.0,14.0,0.0,0.0,0.0,4.0,30.0,0.0,10.0,6.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,98.0,36.0,7.0,1250:00,85.0,0.0,1.0,101.0,131.0,26.0,89.0,23.0,66.0,0.771,,,,,,,,,,,,,,,7.984856247109268,73,92
usa_south_athletic_confe,USA South Athletic Conference,2025-26,wlax,Southern Virginia,Ellie Patterson,,,,18,18,0.0,17.0,0.0,0.0,0.0,2.0,33.0,1.0,7.0,2.0,0.0,0.0,0.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,49.0,27.0,32.0,1080:00,0.0,0.0,1.0,66.0,83.0,30.0,71.0,24.0,47.0,0.795,,,,,,,,,,,,,,,7.979350188840889,74,92
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,wlax,UW-River Falls,Samantha Hayek,,,,17,17,0.0,11.0,0.0,0.0,0.0,5.0,22.0,1.0,3.0,3.0,0.0,0.0,0.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,1.0,30.0,16.0,1026:00,198.0,0.0,1.0,106.0,146.0,24.0,81.0,23.0,58.0,0.726,,,,,,,,,,,,,,,7.955555073349455,75,92
oac,Ohio Athletic Conference (OAC),2025-26,wlax,Mount Union,Eden Kesler,,,,18,17,0.0,9.0,0.0,0.0,0.0,2.0,46.0,3.0,4.0,5.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,93.0,22.0,32.0,1019:00,39.0,0.0,1.0,82.0,116.0,15.0,72.0,17.0,55.0,0.707,,,,,,,,,,,,,,,7.953516732354592,76,92
mac,Middle Atlantic Conferences (MAC),2025-26,wlax,Delaware Valley,Ashley Birmingham,,,,17,17,0.0,6.0,0.0,0.0,0.0,3.0,48.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,67.0,37.0,42.0,1037:00,28.0,0.0,1.0,125.0,172.0,12.0,67.0,9.0,58.0,0.727,,,,,,,,,,,,,,,7.921950558493458,77,92
ncac,North Coast Athletic Conference (NCAC),2025-26,wlax,Ohio Wesleyan,Brie Colangelo,,,,17,15,0.0,8.0,0.0,0.0,0.0,2.0,32.0,0.0,5.0,1.0,0.0,0.0,0.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,4.0,36.0,11.0,907:00,87.0,0.0,1.0,62.0,80.0,13.0,78.0,41.0,37.0,0.775,,,,,,,,,,,,,,,7.895555582823634,78,92
nescac,New England Small College Athletic Conference (NESCAC),2025-26,wlax,Tufts,Allie Zorn,,,,23,23,0.0,23.0,0.0,0.0,0.0,4.0,36.0,1.0,7.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,38.0,7.0,1366:00,55.0,0.0,1.0,83.0,118.0,36.0,88.0,26.0,62.0,0.703,,,,,,,,,,,,,,,7.877144764283104,79,92
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,wlax,Beloit,Johanna McNair,,,,14,14,0.0,7.0,0.0,0.0,0.0,3.0,45.0,1.0,6.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,63.0,50.0,24.0,840:00,0.0,0.0,1.0,84.0,109.0,21.0,77.0,23.0,54.0,0.771,,,,,,,,,,,,,,,7.87447833218424,80,92
nwc,Northwest Conference (NWC),2025-26,wlax,Lewis & Clark,Aviana Gonzales,,,,17,17,0.0,10.0,0.0,0.0,0.0,0.0,34.0,2.0,2.0,2.0,0.0,0.0,0.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,9.0,45.0,22.0,1012:00,112.0,0.0,1.0,83.0,100.0,17.0,82.0,28.0,54.0,0.83,,,,,,,,,,,,,,,7.8694938283957026,81,92
ccc,The Commonwealth Coast Conference (CCC),2025-26,wlax,Endicott College,Bailey Sheehan,,,,19,19,0.0,7.0,0.0,0.0,0.0,5.0,23.0,1.0,2.0,5.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1.0,24.0,9.0,1167:00,64.0,0.0,1.0,72.0,101.0,16.0,79.0,33.0,46.0,0.713,,,,,,,,,,,,,,,7.847350396816893,82,92
ccc,The Commonwealth Coast Conference (CCC),2025-26,wlax,Roger Williams University,Emma Terino,,,,17,17,0.0,5.0,0.0,0.0,0.0,4.0,26.0,1.0,1.0,4.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,12.0,39.0,9.0,1059:00,30.0,0.0,1.0,81.0,105.0,12.0,83.0,28.0,55.0,0.771,,,,,,,,,,,,,,,7.846427204911325,83,92
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,wlax,Colorado College,Charlotte Iler,,,,21,20,0.0,13.0,0.0,0.0,0.0,3.0,34.0,0.0,3.0,4.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1.0,37.0,7.0,1202:00,45.0,0.0,1.0,94.0,126.0,23.0,86.0,25.0,61.0,0.746,,,,,,,,,,,,,,,7.822005688342895,84,92
saa,Southern Athletic Association (SAA),2025-26,wlax,Sewanee,Marlin Price,,,,16,15,0.0,8.0,0.0,0.0,0.0,8.0,41.0,2.0,10.0,4.0,0.0,0.0,0.0,11.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,32.0,34.0,7.0,863:00,48.0,0.0,1.0,80.0,109.0,13.0,86.0,24.0,62.0,0.734,,,,,,,,,,,,,,,7.814184515054104,85,92
centennial_conference,Centennial Conference,2025-26,wlax,Washington College,Mia Salvatierra,,,,17,17,0.0,22.0,0.0,0.0,0.0,2.0,38.0,0.0,12.0,2.0,0.0,0.0,0.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,20.0,44.0,12.0,1035:00,36.0,0.0,1.0,97.0,137.0,43.0,85.0,32.0,53.0,0.708,,,,,,,,,,,,,,,7.810181854633257,86,92
centennial_conference,Centennial Conference,2025-26,wlax,Franklin & Marshall,Devyn Crone,,,,21,21,0.0,2.0,0.0,0.0,0.0,4.0,17.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,1.0,41.0,5.0,1260:00,0.0,0.0,1.0,52.0,68.0,6.0,81.0,48.0,33.0,0.765,,,,,,,,,,,,,,,7.807938411944984,87,92
aec,Atlantic East Conference (AEC),2025-26,wlax,Neumann,Alena Catka,,,,19,19,0.0,7.0,0.0,0.0,0.0,4.0,38.0,1.0,11.0,3.0,0.0,0.0,0.0,7.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,104.0,30.0,14.0,1140:00,91.0,0.0,1.0,85.0,115.0,12.0,80.0,19.0,61.0,0.739,,,,,,,,,,,,,,,7.79747292382125,88,92
usa_south_athletic_confe,USA South Athletic Conference,2025-26,wlax,Methodist,Kennedy Martin,,,,19,19,0.0,8.0,0.0,0.0,0.0,2.0,25.0,1.0,4.0,2.0,0.0,0.0,0.0,14.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,109.0,41.0,57.0,1108:00,8.0,0.0,1.0,58.0,73.0,14.0,59.0,23.0,36.0,0.795,,,,,,,,,,,,,,,7.7892829028716095,89,92
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,wlax,Colorado College,Tobin Lonergan,,,,22,22,0.0,2.0,0.0,0.0,0.0,2.0,19.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,6.0,31.0,1.0,1321:00,85.0,0.0,1.0,64.0,74.0,5.0,82.0,41.0,41.0,0.865,,,,,,,,,,,,,,,7.771000781863435,90,92
nwc,Northwest Conference (NWC),2025-26,wlax,George Fox ,Lana Davis,,,,17,17,0.0,12.0,0.0,0.0,0.0,1.0,39.0,0.0,2.0,2.0,0.0,0.0,0.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,77.0,61.0,30.0,848:00,416.0,0.0,1.0,81.0,105.0,19.0,81.0,28.0,53.0,0.771,,,,,,,,,,,,,,,7.756668113208777,91,92
ccc,The Commonwealth Coast Conference (CCC),2025-26,wlax,Western New England University,Mia Celentano,,,,17,17,0.0,9.0,0.0,0.0,0.0,2.0,34.0,0.0,6.0,3.0,0.0,0.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,88.0,27.0,20.0,1020:00,0.0,0.0,1.0,87.0,140.0,25.0,77.0,21.0,56.0,0.621,,,,,,,,,,,,,,,7.753422476144675,92,92
usa_south_athletic_confe,USA South Athletic Conference,2025-26,wlax,Piedmont,Aly Reece,,,,19,19,0.0,3.0,0.0,0.0,0.0,0.0,7.0,0.0,5.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,2.0,38.0,12.0,1142:00,24.0,0.0,1.0,39.0,46.0,6.0,78.0,47.0,31.0,0.848,,,,,,,,,,,,,,,7.741329155688597,93,91
newmac,New England Women's and Men's Athletic Conference (NEWMAC),2025-26,wlax,Smith,Kyra Hawk,,,,18,18,0.0,3.0,0.0,0.0,0.0,4.0,53.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,33.0,8.0,1009:00,152.0,0.0,1.0,90.0,108.0,7.0,86.0,25.0,61.0,0.833,,,,,,,,,,,,,,,7.737483137736357,94,91
saa,Southern Athletic Association (SAA),2025-26,wlax,Oglethorpe,Makenna Bowens,,,,17,17,0.0,14.0,0.0,0.0,0.0,8.0,53.0,3.0,12.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,21.0,45.0,41.0,8.0,963:00,59.0,0.0,1.0,115.0,142.0,29.0,91.0,10.0,81.0,0.81,,,,,,,,,,,,,,,7.736696353635101,95,91
sciac,Southern California Intercollegiate Athletic Conference (SCIAC),2025-26,wlax,Pomona-Pitzer,Shoshi Henderson,,,,20,18,0.0,2.0,0.0,0.0,0.0,0.0,14.0,0.0,2.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,17.0,38.0,9.0,1102:00,208.0,0.0,1.0,46.0,59.0,4.0,75.0,47.0,28.0,0.78,,,,,,,,,,,,,,,7.722327357218285,96,91
newmac,New England Women's and Men's Athletic Conference (NEWMAC),2025-26,wlax,MIT,Annica Lam,,,,21,20,0.0,7.0,0.0,0.0,0.0,2.0,44.0,3.0,7.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,6.0,34.0,5.0,1204:00,55.0,0.0,1.0,109.0,160.0,22.0,87.0,19.0,68.0,0.681,,,,,,,,,,,,,,,7.718153466203801,97,91
lec,Little East Conference (LEC),2025-26,wlax,Plymouth State,Maddie Hunt,,,,20,20,0.0,7.0,0.0,0.0,0.0,2.0,25.0,3.0,10.0,2.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,15.0,27.0,16.0,1193:00,87.0,0.0,1.0,91.0,109.0,8.0,81.0,10.0,71.0,0.835,,,,,,,,,,,,,,,7.712697800699954,98,91
aec,Atlantic East Conference (AEC),2025-26,wlax,Neumann,Lindsey Fagan,,,,19,19,0.0,13.0,0.0,0.0,0.0,3.0,42.0,4.0,12.0,3.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,80.0,35.0,17.0,1140:00,91.0,0.0,1.0,110.0,144.0,29.0,79.0,22.0,57.0,0.764,,,,,,,,,,,,,,,7.682429546277262,99,91
skyline_conference,Skyline Conference,2025-26,wlax,Merchant Marine,Gianna Russo,,,,16,16,0.0,4.0,0.0,0.0,0.0,2.0,19.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,2.0,25.0,8.0,956:00,24.0,0.0,1.0,71.0,87.0,8.0,77.0,28.0,49.0,0.816,,,,,,,,,,,,,,,7.667342117013622,100,91
lec,Little East Conference (LEC),2025-26,wlax,Southern Maine,Cierra Hill,,,,19,19,0.0,8.0,0.0,0.0,0.0,3.0,35.0,0.0,8.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,57.0,30.0,37.0,1155:00,133.0,0.0,1.0,89.0,118.0,25.0,68.0,22.0,46.0,0.754,,,,,,,,,,,,,,,7.618651178645184,101,91
skyline_conference,Skyline Conference,2025-26,wlax,Manhattanville,Pietra Cabal,,,,-14,-14,0.0,-6.0,0.0,0.0,0.0,-1.0,-23.0,0.0,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,-1.0,-23.0,-5.0,-848:00,-92.0,0.0,1.0,-59.0,-66.0,-11.0,-39.0,-7.0,-32.0,0.894,,,,,,,,,,,,,,,7.60395334708532,102,91
mac,Middle Atlantic Conferences (MAC),2025-26,wlax,Lebanon Valley,Bethany Cohee,,,,19,19,0.0,3.0,0.0,0.0,0.0,2.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,53.0,4.0,1147:00,62.0,0.0,1.0,28.0,32.0,6.0,78.0,62.0,16.0,0.875,,,,,,,,,,,,,,,7.545326699018375,103,91
njac,New Jersey Athletic Conference (NJAC),2025-26,wlax,Rowan,Molly Green,,,,19,19,0.0,9.0,0.0,0.0,0.0,2.0,17.0,1.0,7.0,3.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,88.0,12.0,48.0,1149:00,32.0,0.0,1.0,61.0,88.0,22.0,56.0,18.0,38.0,0.693,,,,,,,,,,,,,,,7.526715074053696,104,91
ncac,North Coast Athletic Conference (NCAC),2025-26,wlax,Denison,Anna DeVuono,,,,21,20,0.0,21.0,0.0,0.0,0.0,4.0,53.0,0.0,8.0,3.0,0.0,0.0,0.0,15.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,35.0,11.0,1200:00,22.0,0.0,1.0,113.0,149.0,33.0,89.0,9.0,80.0,0.758,,,,,,,,,,,,,,,7.4997445904267535,105,91
miaa,Michigan Intercollegiate Athletic Association (MIAA),2025-26,wlax,Hope,Kerrigan Brown,,,,19,19,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,2.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,42.0,10.0,1076:00,104.0,0.0,1.0,38.0,51.0,1.0,73.0,49.0,24.0,0.745,,,,,,,,,,,,,,,7.494521348565418,106,91
cciw,College Conference of Illinois and Wisconsin (CCIW),2025-26,wlax,Carroll,Elizabeth Wang,,,,17,13,0.0,15.0,0.0,0.0,0.0,6.0,39.0,1.0,7.0,2.0,0.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,37.0,12.0,780:00,0.0,0.0,1.0,119.0,159.0,18.0,82.0,21.0,61.0,0.748,,,,,,,,,,,,,,,7.493527553874603,107,91
nwc,Northwest Conference (NWC),2025-26,wlax,Whitworth,Campbell Vincent,,,,14,14,0.0,14.0,0.0,0.0,0.0,3.0,40.0,1.0,4.0,2.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,6.0,35.0,9.0,788:00,191.0,0.0,1.0,89.0,104.0,24.0,83.0,18.0,65.0,0.856,,,,,,,,,,,,,,,7.470316807525166,108,91
ll,Liberty League (LL),2025-26,wlax,Ithaca,Lily Cody,,,,21,21,0.0,17.0,0.0,0.0,0.0,2.0,53.0,0.0,8.0,4.0,0.0,0.0,0.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,119.0,39.0,15.0,1211:00,266.0,0.0,1.0,91.0,134.0,25.0,79.0,24.0,55.0,0.679,,,,,,,,,,,,,,,7.464862965125411,109,91
lec,Little East Conference (LEC),2025-26,wlax,Southern Maine,Katelyn D'Appolonia,,,,14,12,0.0,22.0,0.0,0.0,0.0,2.0,48.0,0.0,9.0,6.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,82.0,31.0,23.0,746:00,74.0,0.0,1.0,81.0,105.0,29.0,73.0,17.0,56.0,0.771,,,,,,,,,,,,,,,7.450945095628056,110,91
mac,Middle Atlantic Conferences (MAC),2025-26,wlax,DeSales,Jess Brey,,,,16,16,0.0,5.0,0.0,0.0,0.0,5.0,15.0,1.0,3.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,62.0,14.0,8.0,964:00,114.0,0.0,1.0,78.0,116.0,10.0,78.0,21.0,57.0,0.672,,,,,,,,,,,,,,,7.449263720029718,111,91
