conference_code,conference,season,sport,team,player_name,class_year,position,uniform,games_played,games_started,goal_stats_shootout_goals,goal_stats_free_positiong_goals,goal_stats_game_tying_goals,goal_stats_empty_net_goals,goal_stats_overtime_goals,goal_stats_first_goals,goal_stats_unassisted_goals,goal_stats_short_handed_goals,goal_stats_power_play_goals,goal_stats_game_winning_goals,goal_stats_hat_tricks,penalty_stats_number,penalty_stats_minutes,penalty_stats_fouls,penalty_stats_misc10,penalty_stats_miscgame,penalty_stats_miscgross,penalty_stats_match,penalty_stats_major,penalty_stats_minor,misc_stats_faceoffs_won,misc_stats_faceoffs_lost,misc_stats_total_faceoffs,misc_stats_faceoff_win_pct,misc_stats_faceoffs_won_pct,misc_stats_plus,misc_stats_minus,misc_stats_plusminus,misc_stats_blocks,goalie_stats_games_played,goalie_stats_minutes,goalie_stats_goals_allowed,goalie_stats_saves,goalie_stats_saves_by_prd,goalie_stats_shutouts,goalie_stats_win,goalie_stats_loss,goalie_stats_tie,goalie_stats_powerplay_goals_allowed,goalie_stats_shorthanded_goals_allowed,goalie_stats_emptynet_goals_allowed,goalie_stats_save_pct,goalie_stats_games_started,goalie_stats_penalty_shot_goals_allowed,goalie_stats_shootout_goals_allowed,goalie_stats_goals_against_avg,shot_stats_shots_on_goal,shot_stats_shots,shot_stats_points,shot_stats_assists,shot_stats_goals,shot_stats_shots_pct,shot_stats_penalty_shot_goals,shot_stats_penalty_shots_attempted
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Conn. College,"Oar, Christine",,0,5,24,1,0,,0,0,0,0,1,0,0,0,0,5,10:00,0,0,0,0,0,0,5,134,136,270,.496,1.01,9,3,6,13,,,,,,,,,,,,,,,,,,0,28,10,9,1,0.04,0,0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Conn. College,"McGann, Bridget",,0,6,24,6,0,,0,0,0,0,1,0,0,1,0,0,00:00,0,0,0,0,0,0,0,13,22,35,.371,1.69,12,6,6,13,,,,,,,,,,,,,,,,,,0,36,7,2,5,0.14,0,0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Conn. College,"Rode, Ava",,0,7,22,1,0,,0,0,0,0,0,0,0,0,0,3,06:00,0,0,0,0,0,0,3,0,0,0,NaN,0,7,9,-2,10,,,,,,,,,,,,,,,,,,0,14,0,0,0,0.00,0,0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Conn. College,"Frank, Syndey",,0,8,14,1,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,33,44,77,.429,1.33,4,6,-2,4,,,,,,,,,,,,,,,,,,0,21,2,0,2,0.10,0,0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Conn. College,"Pistorino, Jess",,0,9,24,1,0,,0,0,0,0,0,0,0,0,0,5,10:00,0,0,0,0,0,0,5,1,0,1,1.000,0,8,2,6,12,,,,,,,,,,,,,,,,,,0,51,2,1,1,0.02,0,0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Conn. College,"Loeber, Meghan",,0,10,3,0,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,NaN,0,0,1,-1,0,,,,,,,,,,,,,,,,,,0,2,0,0,0,0.00,0,0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Conn. College,"O'Donnell, Caitlyn",,0,11,17,0,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,1,1,.000,0,7,2,5,4,,,,,,,,,,,,,,,,,,0,10,3,3,0,0.00,0,0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Conn. College,"Harris, Charlotte",,0,12,24,9,0,,0,0,0,0,0,0,1,0,0,2,04:00,0,0,0,0,0,0,2,29,26,55,.527,0.90,10,16,-6,11,,,,,,,,,,,,,,,,,,0,14,5,3,2,0.14,0,0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Conn. College,"Montembeault, Olivia",,0,13,24,1,0,,0,0,0,0,0,0,0,0,0,4,08:00,0,0,0,0,0,0,4,0,1,1,.000,0,6,5,1,10,,,,,,,,,,,,,,,,,,0,21,4,2,2,0.10,0,0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Conn. College,"Donnelly, Sofia",,0,14,24,5,0,,0,0,0,0,0,0,1,0,0,1,02:00,0,0,0,0,0,0,1,0,0,0,NaN,0,10,13,-3,15,,,,,,,,,,,,,,,,,,0,27,4,2,2,0.07,0,0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Conn. College,"Chesner, Casey",,0,15,24,18,0,,0,0,0,1,1,0,1,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,NaN,0,13,13,0,15,,,,,,,,,,,,,,,,,,0,90,13,6,7,0.08,0,0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Conn. College,"Lileika, Maya",,0,16,24,0,0,,0,0,0,1,0,0,0,0,0,4,08:00,0,0,0,0,0,0,4,0,0,0,NaN,0,5,10,-5,6,,,,,,,,,,,,,,,,,,0,29,5,3,2,0.07,0,0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Conn. College,"Engle, Ashley",,0,17,23,5,0,,0,1,0,3,1,0,0,0,0,4,08:00,0,0,0,0,0,0,4,139,120,259,.537,0.86,12,13,-1,24,,,,,,,,,,,,,,,,,,0,42,7,2,5,0.12,0,0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Conn. College,"Peterson, Emma",,0,18,24,5,0,,0,0,0,1,0,0,1,2,0,6,12:00,0,0,0,0,0,0,6,0,0,0,NaN,0,14,14,0,22,,,,,,,,,,,,,,,,,,0,38,10,7,3,0.08,0,0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Conn. College,"Polizzi, Sofia",,0,19,24,1,0,,0,0,0,0,0,0,0,0,0,4,08:00,0,0,0,0,0,0,4,7,6,13,.538,0.86,10,11,-1,16,,,,,,,,,,,,,,,,,,0,39,4,4,0,0.00,0,0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Conn. College,"Seiple, Serena",,0,20,24,17,0,,0,0,0,1,2,0,1,3,0,1,02:00,0,0,0,0,0,0,1,253,176,429,.590,0.70,9,10,-1,15,,,,,,,,,,,,,,,,,,0,41,12,7,5,0.12,0,0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Conn. College,"Bonner, Elizabeth",,0,22,23,18,0,,0,0,0,1,0,0,0,0,0,6,12:00,0,0,0,0,0,0,6,1,0,1,1.000,100,12,11,1,39,,,,,,,,,,,,,,,,,,0,45,6,5,1,0.02,0,0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Conn. College,"Barcza, Katelyn",,0,24,9,0,0,,0,0,0,0,0,0,0,0,0,1,02:00,0,0,0,0,0,0,1,1,0,1,1.000,100,3,3,0,3,,,,,,,,,,,,,,,,,,0,2,1,1,0,0.00,0,0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Conn. College,"Leahy, Emma",,0,25,1,0,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,NaN,0,1,0,1,0,,,,,,,,,,,,,,,,,,0,1,0,0,0,0.00,0,0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Conn. College,"Goldberg, Sasha",,0,26,9,0,0,,0,0,0,0,0,0,0,0,0,3,06:00,0,0,0,0,0,0,3,9,12,21,.429,1.33,3,2,1,3,,,,,,,,,,,,,,,,,,0,5,1,1,0,0.00,0,0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Conn. College,"Kilfeather, Galen",,0,28,2,0,0,,0,0,0,0,0,0,0,0,0,1,02:00,0,0,0,0,0,0,1,0,0,0,NaN,0,1,0,1,1,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.00,0,0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Conn. College,"Galizio, Devon",,0,1,17,16,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,17,926:20,35,401,064111000006,2,1,1,1,10,2,0,.920,16,0,0,2.27,0,0,0,0,0,0.00,0,0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Conn. College,"Erdman, Alex",,0,29,5,2,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,1,0,1,1.000,0,0,0,0,0,4,137:24,4,65,0000000000,0,0,1,1,1,0,0,.942,2,0,0,1.75,0,0,0,0,0,0.00,0,0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Conn. College,"Wexler, Jillian",,0,30,6,5,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,6,321:39,9,116,3121231212307840,0,1,1,0,0,0,0,.928,5,0,0,1.68,0,0,0,0,0,0.00,0,0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Conn. College,"Olson, Avery",,0,35,2,1,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,2,60:00,0,21,0000000000,1,1,0,0,0,0,0,1.000,1,0,0,0.00,0,0,0,0,0,0.00,0,0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Conn. College,Sydney Frank,,0,8,-8,0,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,-9,-27,-36,.250,3.00,-1,-2,1,-4,,,,,,,,,,,,,,,,,,0,-7,1,0,1,-0.14,0,0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Hamilton,"McMahon, Brighton",,0,2,0,0,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.00,0,0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Hamilton,"Rodham, Sophia",,0,4,25,8,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,NaN,0,14,19,-5,31,,,,,,,,,,,,,,,,,,0,39,4,4,0,0.00,0,0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Hamilton,"Heck, Brooke",,0,5,13,1,0,,0,0,0,0,0,0,0,0,0,1,02:00,0,0,0,0,0,0,1,0,0,0,NaN,0,8,3,5,11,,,,,,,,,,,,,,,,,,0,13,0,0,0,0.00,0,0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Hamilton,"Martiniello, Gabby",,0,7,19,1,0,,0,0,0,0,0,0,0,0,0,3,06:00,0,0,0,0,0,0,3,0,0,0,NaN,0,13,7,6,16,,,,,,,,,,,,,,,,,,0,31,3,2,1,0.03,0,0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Hamilton,"Ji, Molly",,0,8,7,3,0,,0,0,0,0,0,0,0,0,0,3,06:00,0,0,0,0,0,0,3,0,1,1,.000,0,1,3,-2,0,,,,,,,,,,,,,,,,,,0,12,1,0,1,0.08,0,0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Hamilton,"Lial, Parker",,0,9,11,0,0,,0,0,0,1,0,0,0,0,0,2,04:00,0,0,0,0,0,0,2,0,0,0,NaN,0,1,1,0,1,,,,,,,,,,,,,,,,,,0,9,1,0,1,0.11,0,0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Hamilton,"Long, Grace",,0,10,21,1,0,,0,0,0,0,0,0,0,0,0,2,04:00,0,0,0,0,0,0,2,55,67,122,.451,1.22,9,5,4,5,,,,,,,,,,,,,,,,,,0,23,7,5,2,0.09,0,0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Hamilton,"McMahon, Carly",,0,11,24,6,0,,0,0,0,0,0,0,0,0,0,3,06:00,0,0,0,0,0,0,3,34,72,106,.321,2.12,10,14,-4,8,,,,,,,,,,,,,,,,,,0,27,7,6,1,0.04,0,0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Hamilton,"Rockwood, Bri",,0,14,25,3,0,,0,0,0,2,0,0,1,2,0,3,06:00,0,0,0,0,0,0,3,0,0,0,NaN,0,10,13,-3,4,,,,,,,,,,,,,,,,,,0,40,8,2,6,0.15,0,0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Hamilton,"Klein, Sadie",,0,15,25,2,0,,0,0,0,1,0,0,0,0,0,3,06:00,0,0,0,0,0,0,3,142,148,290,.490,1.04,12,8,4,10,,,,,,,,,,,,,,,,,,0,22,8,7,1,0.05,0,0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Hamilton,"Bullock, Lydia",,0,16,24,23,0,,0,0,0,3,1,1,0,1,0,8,16:00,0,0,0,0,0,0,8,11,7,18,.611,0.64,16,12,4,15,,,,,,,,,,,,,,,,,,0,65,12,6,6,0.09,0,0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Hamilton,"Koo, Maisie",,0,17,2,0,0,,0,0,0,0,0,0,0,0,0,1,02:00,0,0,0,0,0,0,1,0,0,0,NaN,0,1,0,1,3,,,,,,,,,,,,,,,,,,0,4,0,0,0,0.00,0,0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Hamilton,"Snow, Lila",,0,18,22,0,0,,0,0,0,0,0,0,0,1,0,2,04:00,0,0,0,0,0,0,2,2,0,2,1.000,200,7,9,-2,1,,,,,,,,,,,,,,,,,,0,41,6,3,3,0.07,0,0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Hamilton,"Romano, Ava",,0,19,21,1,0,,0,0,0,1,0,0,0,0,0,1,02:00,0,0,0,0,0,0,1,1,0,1,1.000,100,11,4,7,1,,,,,,,,,,,,,,,,,,0,11,5,3,2,0.18,0,0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Hamilton,"Truchon, Lilly",,0,20,22,10,0,,0,1,0,1,0,0,1,0,0,1,02:00,0,0,0,0,0,0,1,13,19,32,.406,1.46,15,6,9,10,,,,,,,,,,,,,,,,,,0,34,10,6,4,0.12,0,0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Hamilton,"Careri, Victoria",,0,21,1,0,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.00,0,0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Hamilton,"Porter, Jamie",,0,22,23,5,0,,0,1,0,1,0,0,0,1,0,3,06:00,0,0,0,0,0,0,3,1,3,4,.250,3.00,10,9,1,3,,,,,,,,,,,,,,,,,,0,40,6,2,4,0.10,0,0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Hamilton,"Crowley, Grace",,0,23,24,20,0,,0,0,0,1,0,0,0,1,1,4,08:00,0,0,0,0,0,0,4,239,211,450,.531,0.88,17,8,9,16,,,,,,,,,,,,,,,,,,0,50,12,8,4,0.08,0,0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Hamilton,"Puskar, Grace",,0,24,25,1,0,,1,0,0,0,0,0,1,1,0,2,04:00,0,0,0,0,0,0,2,192,168,360,.533,0.88,13,9,4,20,,,,,,,,,,,,,,,,,,0,39,10,5,5,0.13,0,0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Hamilton,"Myziuk, Sarah",,0,25,23,0,0,,1,0,0,0,1,0,2,3,1,7,17:00,0,0,0,0,0,1,6,0,1,1,.000,0,17,4,13,7,,,,,,,,,,,,,,,,,,0,50,18,9,9,0.18,0,0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Hamilton,"Hughes, Hazel",,0,26,6,1,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,NaN,0,0,1,-1,5,,,,,,,,,,,,,,,,,,0,8,0,0,0,0.00,0,0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Hamilton,"Wagner, Sarah",,0,27,23,4,0,,0,0,1,0,0,0,0,1,0,4,08:00,0,0,0,0,0,0,4,0,1,1,.000,0,16,7,9,13,,,,,,,,,,,,,,,,,,0,24,6,5,1,0.04,0,0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Hamilton,"Berghammer, Sophie",,0,28,25,17,0,,0,0,0,1,0,0,0,0,0,6,12:00,0,0,0,0,0,0,6,0,0,0,NaN,0,15,10,5,21,,,,,,,,,,,,,,,,,,0,48,7,5,2,0.04,0,0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Hamilton,"Testa, Sophia",,0,29,21,1,0,,0,0,0,0,0,0,0,0,0,1,02:00,0,0,0,0,0,0,1,0,0,0,NaN,0,15,7,8,36,,,,,,,,,,,,,,,,,,0,46,6,5,1,0.02,0,0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Hamilton,"Allen, Katie",,0,33,25,4,0,,0,0,0,0,0,0,0,0,0,5,10:00,0,0,0,0,0,0,5,0,0,0,NaN,0,9,5,4,2,,,,,,,,,,,,,,,,,,0,28,6,4,2,0.07,0,0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Hamilton,"Sullivan, Cuora",,0,34,17,13,0,,0,0,0,0,0,0,0,0,0,3,06:00,0,0,0,0,0,0,3,0,0,0,NaN,0,14,7,7,18,,,,,,,,,,,,,,,,,,0,35,6,6,0,0.00,0,0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Hamilton,"Gallagher, Cate",,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,00:00,0,0,0000,0,0,0,0,0,0,0,.000,0,0,0,0.00,0,0,0,0,0,0.00,0,0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Hamilton,"Brown, Teagan",,0,30,17,16,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,17,1007:38,28,474,0161112,3,1,1,1,2,0,0,.944,16,0,0,1.67,0,0,0,0,0,0.00,0,0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Hamilton,"Donovan, Mac",,0,31,1,1,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,1,59:58,2,18,0000,0,1,0,0,0,0,0,.900,1,0,0,2.00,0,0,0,0,0,0.00,0,0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Hamilton,"Sheridan, Evie",,0,35,9,8,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,9,450:03,12,173,2002,0,1,1,1,2,0,0,.935,8,0,0,1.60,0,0,0,0,0,0.00,0,0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Middlebury,"Frazier, Alyssa",,0,3,25,13,0,,0,0,0,0,0,0,2,0,0,5,10:00,0,0,0,0,0,0,5,1,1,2,.500,1.00,29,13,16,20,,,,,,,,,,,,,,,,,,0,65,11,9,2,0.03,0,0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Middlebury,"Neyman, Rachel",,0,4,25,0,0,,0,0,0,0,0,0,0,0,0,2,04:00,0,0,0,0,0,0,2,58,71,129,.450,1.22,8,4,4,11,,,,,,,,,,,,,,,,,,0,15,4,2,2,0.13,0,0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Middlebury,"Means, Jocelyn",,0,5,24,12,0,,0,0,0,0,0,0,0,0,0,1,02:00,0,0,0,0,0,0,1,0,0,0,NaN,0,19,10,9,12,,,,,,,,,,,,,,,,,,0,33,6,5,1,0.03,0,0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Middlebury,"Flynn, Kate",,0,6,25,8,0,,0,0,0,1,0,0,1,3,0,3,06:00,0,0,0,0,0,0,3,4,2,6,.667,0.50,15,15,0,4,,,,,,,,,,,,,,,,,,0,68,17,10,7,0.10,0,0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Middlebury,"Fernandez, Liv",,0,7,25,1,0,,0,0,0,0,0,0,0,1,0,4,08:00,0,0,0,0,0,0,4,50,57,107,.467,1.14,8,5,3,4,,,,,,,,,,,,,,,,,,0,28,6,4,2,0.07,0,0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Middlebury,"Kennedy, Peyton",,0,8,21,0,0,,0,0,0,0,0,0,0,0,0,2,04:00,0,0,0,0,0,0,2,1,3,4,.250,3.00,6,2,4,3,,,,,,,,,,,,,,,,,,0,22,5,3,2,0.09,0,0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Middlebury,"Pincelli, Zoe",,0,9,22,1,0,,0,0,0,0,0,0,0,0,0,3,06:00,0,0,0,0,0,0,3,133,130,263,.506,0.98,14,7,7,15,,,,,,,,,,,,,,,,,,0,25,9,6,3,0.12,0,0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Middlebury,"Ferraris, Callia",,0,10,25,4,0,,0,0,0,0,0,0,0,0,0,1,02:00,0,0,0,0,0,0,1,1,0,1,1.000,100,14,10,4,12,,,,,,,,,,,,,,,,,,0,18,6,6,0,0.00,0,0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Middlebury,"Nawrocki, Britt",,0,11,25,0,0,,0,1,0,1,0,0,2,0,0,11,22:00,0,0,0,0,0,0,11,26,12,38,.684,0.46,11,8,3,5,,,,,,,,,,,,,,,,,,0,44,10,4,6,0.14,0,0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Middlebury,"McInerny, Avery",,0,15,25,24,0,,0,0,0,3,1,1,3,3,0,7,14:00,0,0,0,0,0,0,7,294,256,550,.535,0.87,33,8,25,10,,,,,,,,,,,,,,,,,,0,82,30,20,10,0.12,0,0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Middlebury,"McManus, Olivia",,0,18,25,13,0,,0,0,0,0,0,0,1,1,0,2,04:00,0,0,0,0,0,0,2,0,0,0,NaN,0,26,15,11,29,,,,,,,,,,,,,,,,,,0,68,18,16,2,0.03,0,0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Middlebury,"McAdams, Maeve",,0,19,9,0,0,,0,0,0,0,0,0,0,0,0,2,04:00,0,0,0,0,0,0,2,0,0,0,NaN,0,1,4,-3,2,,,,,,,,,,,,,,,,,,0,3,0,0,0,0.00,0,0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Middlebury,"Ward, Susannah",,0,20,25,8,0,,1,0,0,0,0,0,1,0,0,3,06:00,0,0,0,0,0,0,3,0,0,0,NaN,0,27,9,18,27,,,,,,,,,,,,,,,,,,0,53,15,12,3,0.06,0,0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Middlebury,"Hannah, Emma",,0,22,17,0,0,,0,0,0,0,0,0,0,0,0,7,14:00,0,0,0,0,0,0,7,0,0,0,NaN,0,7,5,2,12,,,,,,,,,,,,,,,,,,0,13,1,1,0,0.00,0,0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Middlebury,"Giebler, Alison",,0,23,22,0,0,,0,0,0,0,1,1,1,2,0,6,12:00,0,0,0,0,0,0,6,100,111,211,.474,1.11,15,7,8,12,,,,,,,,,,,,,,,,,,0,25,7,4,3,0.12,0,0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Middlebury,"Anthony, Sarah",,0,24,13,0,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,NaN,0,2,2,0,2,,,,,,,,,,,,,,,,,,0,11,2,0,2,0.18,0,0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Middlebury,"Bown, Zoe",,0,25,0,0,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.00,0,0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Middlebury,"Thomas, Caroline",,0,26,23,16,0,,0,0,0,3,0,1,0,2,1,1,02:00,0,0,0,0,0,0,1,6,2,8,.750,0.33,31,10,21,6,,,,,,,,,,,,,,,,,,0,80,26,9,17,0.21,0,0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Middlebury,"Acosta, Jocelyn",,0,27,7,0,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,NaN,0,3,1,2,0,,,,,,,,,,,,,,,,,,0,3,3,2,1,0.33,0,0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Middlebury,"Simon, Meg",,0,28,15,0,0,,0,0,0,0,0,0,0,0,0,2,04:00,0,0,0,0,0,0,2,0,0,0,NaN,0,2,1,1,2,,,,,,,,,,,,,,,,,,0,4,2,2,0,0.00,0,0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Middlebury,"Hall, Adrienne",,0,32,9,0,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,NaN,0,3,1,2,0,,,,,,,,,,,,,,,,,,0,5,2,0,2,0.40,0,0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Middlebury,"Gordon, Olivia",,0,33,25,6,0,,0,0,0,0,0,0,2,0,0,7,14:00,0,0,0,0,0,0,7,10,5,15,.667,0.50,12,7,5,4,,,,,,,,,,,,,,,,,,0,42,12,7,5,0.12,0,0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Middlebury,"Walsh, Trinity",,0,40,25,19,0,,0,1,1,2,1,0,2,5,0,4,08:00,0,0,0,0,0,0,4,8,2,10,.800,0.25,31,11,20,7,,,,,,,,,,,,,,,,,,0,60,32,21,11,0.18,0,0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Middlebury,"Weiner, Sasha",,0,44,15,0,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,NaN,0,7,3,4,4,,,,,,,,,,,,,,,,,,0,10,2,2,0,0.00,0,0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Middlebury,"Will, Sophia",,0,1,22,22,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,22,1339:04,31,520,107841274127,2,1,1,1,1,0,0,.944,22,0,0,1.39,0,0,0,0,0,0.00,0,0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Middlebury,"Sobczak, Lauren",,0,29,3,3,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,3,161:11,1,40,0000,0,1,0,0,0,0,0,.976,3,0,0,0.37,0,0,0,0,0,0.00,0,0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Middlebury,"Gray, Bridget",,0,31,2,0,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,2,18:08,0,3,0000,0,0,0,0,0,0,0,1.000,0,0,0,0.00,0,0,0,0,0,0.00,0,0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Trinity,"Gosnell, Ava",,0,2,9,5,0,,0,0,0,0,0,0,0,0,0,1,02:00,0,0,0,0,0,0,1,0,0,0,NaN,0,1,11,-10,7,,,,,,,,,,,,,,,,,,0,5,1,1,0,0.00,0,0
