season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,linkup_name,games_played,games_started,uniform,year,hitting_stats_at_bats,hitting_stats_runs,hitting_stats_hits,hitting_stats_runs_batted_in,hitting_stats_doubles,hitting_stats_triples,hitting_stats_home_runs,hitting_stats_walks,hitting_stats_intentional_walks,hitting_stats_hit_by_pitch,hitting_stats_strikeouts,hitting_stats_strikeouts_looking,hitting_stats_stolen_bases,hitting_stats_caught_stealing,hitting_stats_sacrifice_hits,hitting_stats_sacrifice_flies,hitting_stats_reached_on_catchers_interference,hitting_stats_reached_on_error,hitting_stats_reached_on_fielders_choice,hitting_stats_grounded_into_doubleplay,hitting_stats_picked_off,hitting_stats_total_double_plays,hitting_stats_total_triple_plays,hitting_stats_onbase_percentage,hitting_stats_total_bases,hitting_stats_total_plate_appearances,hitting_stats_stolen_base_attempts,hitting_stats_stolen_base_percentage,hitting_stats_batting_average,hitting_stats_slugging_percentage,fielding_stats_putouts,fielding_stats_assists,fielding_stats_errors,fielding_stats_passed_balls,fielding_stats_catchers_interference,fielding_stats_stolen_bases_against,fielding_stats_caught_stealing_by,fielding_stats_involved_in_double_plays,fielding_stats_involved_in_triple_plays,fielding_stats_total_chances,fielding_stats_fielding_percentage,fielding_stats_stolen_bases_against_attempts,fielding_stats_stolen_bases_against_percentage,pitching_stats,hitting_summary_stats_times_reached_base_on_error,hitting_summary_stats_times_reached_base_on_fielders_choice,hitting_summary_stats_times_grouded_out,hitting_summary_stats_times_flied_out,hitting_summary_stats_hits_ab_with_2_outs,hitting_summary_stats_batting_avg_with_2_outs,hitting_summary_stats_hits_with_2_outs,hitting_summary_stats_ab_with_2_outs,hitting_summary_stats_hits_ab_with_runners_on_base,hitting_summary_stats_batting_avg_with_runners_on_base,hitting_summary_stats_hits_with_runners_on_base,hitting_summary_stats_ab_with_runners_on_base,hitting_summary_stats_hits_ab_with_runners_in_scoring_position,hitting_summary_stats_batting_avg_with_runners_in_scoring_position,hitting_summary_stats_hits_with_runners_in_scoring_position,hitting_summary_stats_ab_with_runners_in_scoring_position,hitting_summary_stats_hits_ab_vs_left_handed_pitchers,hitting_summary_stats_batting_avg_vs_left_handed_pitchers,hitting_summary_stats_hits_vs_left_handed_pitchers,hitting_summary_stats_ab_vs_left_handed_pitchers,hitting_summary_stats_hits_ab_vs_right_handed_pitchers,hitting_summary_stats_batting_avg_vs_right_handed_pitchers,hitting_summary_stats_hits_vs_right_handed_pitchers,hitting_summary_stats_ab_vs_right_handed_pitchers,hitting_summary_stats_success_opps_as_leadoff_batter_in_inning,hitting_summary_stats_success_opps_to_drive_in_runner_from_3rd_with_less_than_2_outs,hitting_summary_stats_number_of_runners_advanced_ab,hitting_summary_stats_hits_ab_with_bases_loaded,hitting_summary_stats_batting_avg_with_bases_loaded,hitting_summary_stats_hits_with_bases_loaded,hitting_summary_stats_ab_with_bases_loaded,hitting_summary_stats_hits_ab_as_pinch_hitter,hitting_summary_stats_batting_avg_as_pinch_hitter,hitting_summary_stats_hits_as_pinch_hitter,hitting_summary_stats_ab_as_pinch_hitter,hitting_summary_stats_times_advanced_at_least_1_runner_with_an_out,hitting_summary_stats_runners_left_on_base,hitting_summary_stats_two_out_rbis,pitching_summary_stats,team_name,team_id,sdrm_id,this_is_softball,pitching_stats_hits_allowed,pitching_stats_appearances,pitching_stats_games_started,pitching_stats_wins,pitching_stats_losses,pitching_stats_saves,pitching_stats_complete_games,pitching_stats_shutouts,pitching_stats_credit_for_combined_shutout,pitching_stats_games_finished,pitching_stats_innings_pitched,pitching_stats_runs_allowed,pitching_stats_earned_runs_allowed,pitching_stats_walks_allowed,pitching_stats_strikeouts,pitching_stats_doubles_allowed,pitching_stats_triples_allowed,pitching_stats_home_runs_allowed,pitching_stats_earned_run_average,pitching_stats_opponents_at_bats,pitching_stats_batters_faced,pitching_stats_wild_pitches,pitching_stats_hit_batters,pitching_stats_balks,pitching_stats_sacrifice_flies_allowed,pitching_stats_sacrifice_hits_allowed,pitching_stats_catchers_interference_allowed,pitching_stats_intentional_walks,pitching_stats_strikeouts_looking,pitching_stats_opponent_batting_average,pitching_summary_stats_fly_outs_allowed,pitching_summary_stats_ground_outs_allowed,pitching_summary_stats_runners_picked_off,pitching_summary_stats_success_opps_vs_leadoff_batters,pitching_summary_stats_hits_ab_with_runners_on_base,pitching_summary_stats_hits_ab_vs_left_handed_batters,pitching_summary_stats_hits_ab_vs_right_handed_batters,pitching_summary_stats_hits_ab_with_2_outs,hitting_summary_stats,global_rank,rating,composite_score,ranking_segment,pitching_stats_k_per_9,pitching_stats_whip
2026-27,baseball,American Southwest Conference (ASC),asc,Hardin-Simmons,Caleb Reynolds,Caleb,Reynolds,,271,Caleb Reynolds,0,0HSU,8,8,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,2,3,1,0,0,8,4,0,0,6,.833,12,.667,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Hardin-Simmons,HSU,637-3808,False,42,1,8,5,2,0,1,0,0,0,48.0,14,13,18,58,9,1,3,2.44,178,203,6,5,0,1,1,0,0,12,0.236,40,36,0,"14,50","13,72","6,21",0,"15,57",,4,98,22.0,pitching,10.875,1.25
2026-27,baseball,American Southwest Conference (ASC),asc,Hardin-Simmons,Ian Bamburg,Ian,Bamburg,,271,Ian Bamburg,0,0HSU,6,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,0,0,0,0,0,1,0,0,0,0,0.000,1,1.000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Hardin-Simmons,HSU,637-3807,False,7,1,1,0,0,0,0,0,0,0,5.1,9,7,9,6,0,0,0,11.81,23,35,4,2,0,1,0,0,0,3,0.304,6,4,0,"4,6","7,21","1,4",0,"3,8",,5,98,21.0,pitching,10.588235294117649,3.1372549019607847
2026-27,baseball,American Southwest Conference (ASC),asc,Howard Payne,Luke Watkins,Luke,Watkins,,2741,Luke Watkins,0,0HOWARD P,7,7,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,1,4,0,0,0,12,1,0,0,5,1.000,13,.923,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Howard Payne,HOWARD P,0,False,31,1,7,1,3,0,0,0,0,0,34.1,19,17,15,37,6,0,1,4.46,128,150,1,2,2,2,3,0,0,12,0.242,35,28,0,"11,29","8,41","1,4",0,"3,28",,6,98,20.0,pitching,9.765395894428153,1.348973607038123
2026-27,baseball,American Southwest Conference (ASC),asc,East Texas Baptist,Cody Myers,Cody,Myers,,1062,Cody Myers,0,0EAST TEX,8,2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,1,1,0,0,0,6,1,0,0,2,1.000,7,.857,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,East Texas Baptist,EAST TEX,636-5094,False,26,1,2,1,1,0,0,0,0,0,21.2,20,17,11,23,3,1,7,7.06,88,102,1,0,0,3,0,0,0,4,0.295,28,13,0,"7,19","14,43","2,7",0,"5,27",,7,97,19.0,pitching,9.764150943396226,1.7452830188679247
2026-27,baseball,American Southwest Conference (ASC),asc,Hardin-Simmons,Garrett Keller,Garrett,Keller,,271,Garrett Keller,0,0HSU,13,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,1,1,0,0,0,2,0,0,0,2,1.000,2,1.000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Hardin-Simmons,HSU,637-3820,False,25,1,1,1,1,1,0,0,0,0,20.0,19,17,6,21,7,3,2,7.65,83,94,2,2,0,2,1,0,0,13,0.301,20,17,0,"10,18","16,51","5,11",0,"3,26",,8,97,18.0,pitching,9.45,1.55
2026-27,baseball,American Southwest Conference (ASC),asc,East Texas Baptist,Isaac Thornton,Isaac,Thornton,,1062,Isaac Thornton,0,0EAST TEX,7,7,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,2,6,1,0,0,4,2,0,0,9,.889,6,.667,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,East Texas Baptist,EAST TEX,636-5106,False,35,1,7,5,1,0,1,0,0,0,44.0,20,17,10,46,5,2,6,3.48,159,174,4,3,0,1,1,0,0,17,0.22,38,40,2,"4,7","2,11","6,24",0,"1,8",,9,97,17.0,pitching,9.409090909090908,1.0227272727272727
2026-27,baseball,American Southwest Conference (ASC),asc,Hardin-Simmons,Bo Bolton,Bo,Bolton,,271,Bo Bolton,0,0HSU,6,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,0,0,0,0,0,2,0,0,0,0,0.000,2,1.000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Hardin-Simmons,HSU,637-3562,False,6,1,1,1,0,0,0,0,0,0,8.0,8,3,8,8,0,0,0,3.38,31,44,1,4,0,0,0,0,0,0,0.194,2,12,0,"2,9","5,18","0,1",0,"2,9",,10,96,16.0,pitching,9.0,1.75
2026-27,baseball,American Southwest Conference (ASC),asc,Mary Hardin-Baylor,Zach Hampton,Zach,Hampton,,1203,Zach Hampton,0,0UMHB,9,3,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,2,4,2,0,0,6,1,0,0,8,.750,7,.857,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Mary Hardin-Baylor,UMHB,641-6751,False,27,1,3,4,1,0,0,0,0,0,30.1,16,14,9,29,7,0,1,4.15,117,134,1,3,0,1,4,0,0,8,0.231,32,26,0,"6,12","7,26","1,4",0,"7,19",,11,96,15.0,pitching,8.67109634551495,1.1960132890365447
2026-27,baseball,American Southwest Conference (ASC),asc,Hardin-Simmons,Jack Kimsey,Jack,Kimsey,,271,Jack Kimsey,0,0HSU,8,6,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,1,5,1,0,0,5,3,0,0,7,.857,8,.625,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Hardin-Simmons,HSU,637-3554,False,43,1,6,2,1,0,0,0,0,0,37.2,30,21,25,33,11,0,2,5.02,153,187,5,7,0,1,1,0,0,6,0.281,33,36,1,"21,39","22,84","4,26",0,"19,53",,12,96,14.0,pitching,7.983870967741935,1.8279569892473118
2026-27,baseball,American Southwest Conference (ASC),asc,Mary Hardin-Baylor,Cole Morkovsky,Cole,Morkovsky,,1203,Cole Morkovsky,0,0UMHB,8,4,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,0,5,0,0,0,3,0,0,0,5,1.000,3,1.000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Mary Hardin-Baylor,UMHB,641-6431,False,21,1,4,0,1,0,0,0,0,0,21.1,15,12,8,18,5,0,1,5.06,86,97,2,1,0,2,0,0,0,8,0.244,21,21,0,"4,9","6,22","2,5",0,"2,13",,13,95,13.0,pitching,7.677725118483412,1.3744075829383886
2026-27,baseball,American Southwest Conference (ASC),asc,Howard Payne,Rangel Trevor,Rangel,Trevor,,2741,Rangel Trevor,0,0HOWARD P,7,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,0,5,0,0,0,4,1,0,0,5,1.000,5,.800,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Howard Payne,HOWARD P,0,False,21,1,1,0,1,0,0,0,0,0,14.1,20,15,8,12,4,0,3,9.42,61,77,0,6,1,2,0,0,0,7,0.344,10,14,0,"2,4","2,5","1,1",0,"2,4",,14,92,12.0,pitching,7.659574468085107,2.0567375886524824
2026-27,baseball,American Southwest Conference (ASC),asc,Hardin-Simmons,Kannon Baird,Kannon,Baird,,271,Kannon Baird,0,0HSU,10,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,0,3,0,0,0,2,0,1,0,3,1.000,2,1.000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Hardin-Simmons,HSU,637-3818,False,29,1,1,2,0,0,0,0,0,0,20.1,19,15,10,17,4,0,3,6.64,86,101,2,3,0,1,1,0,0,6,0.337,20,21,0,"7,18","20,51","4,8",0,"7,26",,15,88,11.0,pitching,7.611940298507462,1.9402985074626864
2026-27,baseball,American Southwest Conference (ASC),asc,East Texas Baptist,Matthew Irwin,Matthew,Irwin,,1062,Matthew Irwin,0,0EAST TEX,8,6,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,3,2,0,0,0,4,4,0,0,5,1.000,8,.500,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,East Texas Baptist,EAST TEX,636-4056,False,37,1,6,0,2,0,0,0,0,0,23.0,27,22,13,19,8,1,2,8.61,102,119,3,3,0,1,0,0,0,5,0.363,30,15,0,"13,26","22,59","7,14",0,"10,31",,16,85,10.0,pitching,7.434782608695652,2.1739130434782608
2026-27,baseball,American Southwest Conference (ASC),asc,Hardin-Simmons,Jeron Flores,Jeron,Flores,,271,Jeron Flores,0,0HSU,7,7,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,0,9,0,0,0,1,1,0,0,9,1.000,2,.500,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Hardin-Simmons,HSU,637-3817,False,41,1,7,4,2,0,0,0,0,0,35.2,26,25,15,29,12,0,2,6.31,134,166,5,10,1,0,7,0,0,9,0.306,25,44,0,"22,38","18,72","7,18",0,"13,40",,17,81,9.0,pitching,7.414772727272727,1.5909090909090908
2026-27,baseball,American Southwest Conference (ASC),asc,Howard Payne,Brant Wilson,Brant,Wilson,,2741,Brant Wilson,0,0HOWARD P,8,7,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,0,4,1,0,0,14,2,0,0,5,.800,16,.875,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Howard Payne,HOWARD P,0,False,44,1,7,2,1,0,1,0,0,0,37.0,27,21,16,28,8,1,1,5.11,147,170,1,3,1,1,3,0,0,10,0.299,40,33,1,0,0,0,0,0,,18,78,8.0,pitching,6.8108108108108105,1.6216216216216217
2026-27,baseball,American Southwest Conference (ASC),asc,East Texas Baptist,Nolan Bushko,Nolan,Bushko,,1062,Nolan Bushko,0,0EAST TEX,7,5,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,2,1,0,0,0,4,0,0,0,3,1.000,4,1.000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,East Texas Baptist,EAST TEX,636-4817,False,23,1,5,0,2,0,0,0,0,0,20.0,19,19,14,15,4,0,2,8.55,80,98,8,2,0,0,2,0,0,5,0.288,14,30,0,"8,22","13,39","4,11",0,"5,23",,19,74,7.0,pitching,6.75,1.85
2026-27,baseball,American Southwest Conference (ASC),asc,Howard Payne,Beck Caden,Beck,Caden,,2741,Beck Caden,0,0HOWARD P,6,3,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,0,1,0,0,0,3,1,0,0,1,1.000,4,.750,,0,0,0,0,"0,0",0,0,0,"0,0",0,0,0,"0,0",0,0,0,0,0,0,0,0,0,0,0,"0,0","0,0","0,0",11,0,0,0,0,0,0,0,0,0,0,,Howard Payne,HOWARD P,0,False,29,1,3,1,1,0,0,0,0,0,12.1,20,17,4,9,7,0,1,12.41,65,70,0,0,0,1,0,0,0,2,0.446,12,10,0,"1,1","6,10","1,2",0,"4,6",,20,71,6.0,pitching,6.694214876033058,2.7272727272727275
2026-27,baseball,American Southwest Conference (ASC),asc,East Texas Baptist,Tyler Bogusz,Tyler,Bogusz,,1062,Tyler Bogusz,0,0EAST TEX,8,3,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,1,5,1,0,0,4,0,0,0,7,.857,4,1.000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,East Texas Baptist,EAST TEX,636-4814,False,17,1,3,2,2,0,0,0,0,0,23.2,7,5,4,17,4,0,1,1.9,89,95,0,1,0,0,1,0,0,5,0.191,21,32,0,"2,10","3,15","2,13",0,"5,14",,21,67,5.0,pitching,6.594827586206897,0.9051724137931034
2026-27,baseball,American Southwest Conference (ASC),asc,East Texas Baptist,Carter May,Carter,May,,1062,Carter May,0,0EAST TEX,9,3,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,0,2,0,0,0,2,1,0,0,2,1.000,3,.667,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,East Texas Baptist,EAST TEX,636-5093,False,15,1,3,1,0,0,0,0,0,0,15.2,10,10,12,11,1,0,3,5.74,56,73,2,3,1,1,1,0,0,3,0.268,10,22,1,"10,16","6,27","0,4",0,"6,21",,22,64,4.0,pitching,6.5131578947368425,1.7763157894736843
2026-27,baseball,American Southwest Conference (ASC),asc,Howard Payne,Ty Phillips,Ty,Phillips,,2741,Ty Phillips,0,0HOWARD P,16,10,,,26,5,7,5,0,0,0,4,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0.367,7,30,1,1.000,.269,.269,8,2,0,0,0,5,1,0,0,10,1.000,6,.833,,3,1,7,8,"3,8",0.38,3,8,"5,15",0.33,5,15,"4,9",0.44,4,9,"1,3",0.33,1,3,0,0,0,0,"2,7","3,4","9,17",79,0,0,0,"0,1",0,0,1,2,6,0,,Howard Payne,HOWARD P,0,False,43,1,5,1,1,0,0,0,0,0,24.2,29,29,5,16,11,1,1,10.58,114,125,2,3,1,1,2,0,0,3,0.377,36,19,2,"0,3","4,7","0,1",0,"4,7",,23,60,3.0,pitching,5.9504132231404965,1.9834710743801653
2026-27,baseball,American Southwest Conference (ASC),asc,Mary Hardin-Baylor,Reid Davis,Reid,Davis,,1203,Reid Davis,0,0UMHB,8,7,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,3,3,0,0,0,2,0,0,0,6,1.000,2,1.000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Mary Hardin-Baylor,UMHB,641-6735,False,34,1,7,3,1,0,0,0,0,0,31.0,18,14,15,20,4,0,3,4.06,122,139,0,1,2,1,0,0,0,8,0.279,36,31,0,"7,12","7,25","1,2",0,"0,9",,24,57,2.0,pitching,5.806451612903226,1.5806451612903225
2026-27,baseball,American Southwest Conference (ASC),asc,Mary Hardin-Baylor,Ryan Rhea,Ryan,Rhea,,1203,Ryan Rhea,0,0UMHB,5,3,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,0,1,0,0,0,3,1,0,0,1,1.000,4,.750,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Mary Hardin-Baylor,UMHB,641-6736,False,22,1,3,0,2,0,0,0,0,0,11.0,15,11,12,7,4,1,2,9.0,51,65,3,0,0,2,0,0,0,4,0.431,11,12,0,"9,13","11,31","0,1",0,"6,13",,25,53,1.0,pitching,5.7272727272727275,3.090909090909091
