season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,linkup_name,games_played,games_started,uniform,year,hitting_stats_at_bats,hitting_stats_runs,hitting_stats_hits,hitting_stats_runs_batted_in,hitting_stats_doubles,hitting_stats_triples,hitting_stats_home_runs,hitting_stats_walks,hitting_stats_intentional_walks,hitting_stats_hit_by_pitch,hitting_stats_strikeouts,hitting_stats_strikeouts_looking,hitting_stats_stolen_bases,hitting_stats_caught_stealing,hitting_stats_sacrifice_hits,hitting_stats_sacrifice_flies,hitting_stats_reached_on_catchers_interference,hitting_stats_reached_on_error,hitting_stats_reached_on_fielders_choice,hitting_stats_grounded_into_doubleplay,hitting_stats_picked_off,hitting_stats_total_double_plays,hitting_stats_total_triple_plays,hitting_stats_onbase_percentage,hitting_stats_total_bases,hitting_stats_total_plate_appearances,hitting_stats_stolen_base_attempts,hitting_stats_stolen_base_percentage,hitting_stats_batting_average,hitting_stats_slugging_percentage,fielding_stats_putouts,fielding_stats_assists,fielding_stats_errors,fielding_stats_passed_balls,fielding_stats_catchers_interference,fielding_stats_stolen_bases_against,fielding_stats_caught_stealing_by,fielding_stats_involved_in_double_plays,fielding_stats_involved_in_triple_plays,fielding_stats_total_chances,fielding_stats_fielding_percentage,fielding_stats_stolen_bases_against_attempts,fielding_stats_stolen_bases_against_percentage,pitching_stats,hitting_summary_stats_times_reached_base_on_error,hitting_summary_stats_times_reached_base_on_fielders_choice,hitting_summary_stats_times_grouded_out,hitting_summary_stats_times_flied_out,hitting_summary_stats_hits_ab_with_2_outs,hitting_summary_stats_batting_avg_with_2_outs,hitting_summary_stats_hits_with_2_outs,hitting_summary_stats_ab_with_2_outs,hitting_summary_stats_hits_ab_with_runners_on_base,hitting_summary_stats_batting_avg_with_runners_on_base,hitting_summary_stats_hits_with_runners_on_base,hitting_summary_stats_ab_with_runners_on_base,hitting_summary_stats_hits_ab_with_runners_in_scoring_position,hitting_summary_stats_batting_avg_with_runners_in_scoring_position,hitting_summary_stats_hits_with_runners_in_scoring_position,hitting_summary_stats_ab_with_runners_in_scoring_position,hitting_summary_stats_hits_ab_vs_left_handed_pitchers,hitting_summary_stats_batting_avg_vs_left_handed_pitchers,hitting_summary_stats_hits_vs_left_handed_pitchers,hitting_summary_stats_ab_vs_left_handed_pitchers,hitting_summary_stats_hits_ab_vs_right_handed_pitchers,hitting_summary_stats_batting_avg_vs_right_handed_pitchers,hitting_summary_stats_hits_vs_right_handed_pitchers,hitting_summary_stats_ab_vs_right_handed_pitchers,hitting_summary_stats_success_opps_as_leadoff_batter_in_inning,hitting_summary_stats_success_opps_to_drive_in_runner_from_3rd_with_less_than_2_outs,hitting_summary_stats_number_of_runners_advanced_ab,hitting_summary_stats_hits_ab_with_bases_loaded,hitting_summary_stats_batting_avg_with_bases_loaded,hitting_summary_stats_hits_with_bases_loaded,hitting_summary_stats_ab_with_bases_loaded,hitting_summary_stats_hits_ab_as_pinch_hitter,hitting_summary_stats_batting_avg_as_pinch_hitter,hitting_summary_stats_hits_as_pinch_hitter,hitting_summary_stats_ab_as_pinch_hitter,hitting_summary_stats_times_advanced_at_least_1_runner_with_an_out,hitting_summary_stats_runners_left_on_base,hitting_summary_stats_two_out_rbis,pitching_summary_stats,team_name,team_id,sdrm_id,this_is_softball,pitching_stats_hits_allowed,pitching_stats_appearances,pitching_stats_games_started,pitching_stats_wins,pitching_stats_losses,pitching_stats_saves,pitching_stats_complete_games,pitching_stats_shutouts,pitching_stats_credit_for_combined_shutout,pitching_stats_games_finished,pitching_stats_innings_pitched,pitching_stats_runs_allowed,pitching_stats_earned_runs_allowed,pitching_stats_walks_allowed,pitching_stats_strikeouts,pitching_stats_doubles_allowed,pitching_stats_triples_allowed,pitching_stats_home_runs_allowed,pitching_stats_earned_run_average,pitching_stats_opponents_at_bats,pitching_stats_batters_faced,pitching_stats_wild_pitches,pitching_stats_hit_batters,pitching_stats_balks,pitching_stats_sacrifice_flies_allowed,pitching_stats_sacrifice_hits_allowed,pitching_stats_catchers_interference_allowed,pitching_stats_intentional_walks,pitching_stats_strikeouts_looking,pitching_stats_opponent_batting_average,pitching_summary_stats_fly_outs_allowed,pitching_summary_stats_ground_outs_allowed,pitching_summary_stats_runners_picked_off,pitching_summary_stats_success_opps_vs_leadoff_batters,pitching_summary_stats_hits_ab_with_runners_on_base,pitching_summary_stats_hits_ab_vs_left_handed_batters,pitching_summary_stats_hits_ab_vs_right_handed_batters,pitching_summary_stats_hits_ab_with_2_outs,hitting_summary_stats
2026-27,baseball,American Southwest Conference (ASC),asc,Hardin-Simmons,Justin Blancaflor,Justin,Blancaflor,,271,Justin Blancaflor,0,0HSU,25,25,,,105,30,37,39,10,1,7,11,0,4,15,5,6,0,1,2,0,0,0,3,0,3,0,0.426,70,123,6,1.000,.352,.667,44,1,0,0,0,0,0,0,0,45,1.000,0,.000,,3,1,23,30,"12,33",0.36,12,33,"24,58",0.41,24,58,"21,47",0.45,21,47,"4,6",0.67,4,6,0,0,0,0,"10,36","7,11","42,68",3,0,0,0,0,0,0,0,9,28,0,,Hardin-Simmons,HSU,637-3545,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,baseball,American Southwest Conference (ASC),asc,Hardin-Simmons,Jacob Hollingsworth,Jacob,Hollingsworth,,271,Jacob Hollingsworth,0,0HSU,25,25,,,116,25,41,25,9,1,3,3,0,2,15,4,5,2,1,2,0,0,0,2,1,3,0,0.374,61,124,7,.714,.353,.526,10,48,5,0,0,0,0,5,0,63,.921,0,.000,,5,3,27,31,"11,29",0.38,11,29,"21,60",0.35,21,60,"12,37",0.32,12,37,"4,9",0.44,4,9,0,0,0,0,"3,15","6,11","33,63",12,0,0,0,0,0,0,0,13,21,0,,Hardin-Simmons,HSU,637-3307,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,baseball,American Southwest Conference (ASC),asc,Hardin-Simmons,Brock Calvillo,Brock,Calvillo,,271,Brock Calvillo,0,0HSU,23,23,,,88,19,34,21,5,1,0,13,0,5,6,4,2,3,1,1,0,0,0,1,0,3,0,0.486,41,108,5,.400,.386,.466,46,2,1,0,0,0,0,1,0,49,.980,0,.000,,6,3,23,21,"11,29",0.38,11,29,"21,49",0.43,21,49,"16,36",0.44,16,36,"3,7",0.43,3,7,0,0,0,0,"14,24","11,20","34,54",1,0,0,0,0,0,0,0,7,10,0,,Hardin-Simmons,HSU,637-3299,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,baseball,American Southwest Conference (ASC),asc,Hardin-Simmons,Catcher Ridings,Catcher,Ridings,,271,Catcher Ridings,0,0HSU,25,25,,,101,30,45,22,13,2,4,14,0,5,8,0,2,0,0,0,0,0,0,2,0,2,0,0.533,74,120,2,1.000,.446,.733,92,5,4,0,0,15,3,0,0,101,.960,18,.833,,2,1,16,29,"16,37",0.43,16,37,"28,58",0.48,28,58,"17,35",0.49,17,35,"4,6",0.67,4,6,0,0,0,0,"10,19","4,8","39,63","0,1",0,0,1,0,0,0,0,4,16,0,,Hardin-Simmons,HSU,637-3803,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,baseball,American Southwest Conference (ASC),asc,Hardin-Simmons,Mike Lozano,Mike,Lozano,,271,Mike Lozano,0,0HSU,18,16,,,57,14,17,16,4,0,3,7,0,4,12,1,1,0,0,2,0,0,0,2,0,2,0,0.400,30,70,1,1.000,.298,.526,104,3,2,0,0,0,0,10,0,109,.982,0,.000,,1,1,12,17,"6,19",0.32,6,19,"10,36",0.28,10,36,"7,27",0.26,7,27,"1,4",0.25,1,4,0,0,0,0,"5,11","3,7","21,42",1,0,0,0,"1,1",1.00,1,1,6,16,0,,Hardin-Simmons,HSU,637-3804,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,baseball,American Southwest Conference (ASC),asc,Hardin-Simmons,Rayshawn Riley,Rayshawn,Riley,,271,Rayshawn Riley,0,0HSU,7,6,,,24,2,6,1,1,1,0,1,0,0,5,0,1,0,0,1,0,0,0,0,0,0,0,0.269,9,26,1,1.000,.250,.375,11,1,2,0,0,0,0,0,0,14,.857,0,.000,,0,2,5,8,"2,11",0.18,2,11,"3,14",0.21,3,14,"0,10",0,0,10,"0,2",0,0,2,0,0,0,0,"1,4","1,2","6,16","0,1",0,0,1,0,0,0,0,1,14,0,,Hardin-Simmons,HSU,637-3806,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,baseball,American Southwest Conference (ASC),asc,Hardin-Simmons,Paul Samaripa,Paul,Samaripa,,271,Paul Samaripa,0,0HSU,22,22,,,79,30,33,32,7,0,5,10,0,0,10,1,4,1,1,5,0,0,0,0,0,0,0,0.457,55,95,5,.800,.418,.696,23,69,5,0,0,0,0,12,0,97,.948,0,.000,,4,4,12,26,"12,31",0.39,12,31,"21,51",0.41,21,51,"14,36",0.39,14,36,"1,7",0.14,1,7,0,0,0,0,"8,13","11,17","35,58",23,0,0,0,0,0,0,0,13,21,0,,Hardin-Simmons,HSU,637-3801,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,baseball,American Southwest Conference (ASC),asc,Hardin-Simmons,Benji Fielder,Benji,Fielder,,271,Benji Fielder,0,0HSU,20,20,,,72,21,25,9,0,1,0,4,0,6,8,2,2,2,0,0,0,0,0,3,1,3,0,0.427,27,82,4,.500,.347,.375,37,55,6,0,0,0,0,12,0,98,.939,0,.000,,2,2,27,10,"5,27",0.19,5,27,"17,47",0.36,17,47,"14,30",0.47,14,30,"3,8",0.38,3,8,0,0,0,0,"5,15","5,8","25,52",11,0,0,0,0,0,0,0,2,22,0,,Hardin-Simmons,HSU,637-3302,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,baseball,American Southwest Conference (ASC),asc,Hardin-Simmons,Karson Leatherwood,Karson,Leatherwood,,271,Karson Leatherwood,0,0HSU,12,7,,,23,4,6,4,0,1,1,1,0,4,9,4,2,0,2,0,0,0,0,0,0,0,0,0.393,11,30,2,1.000,.261,.478,9,1,0,0,0,0,0,0,0,10,1.000,0,.000,,1,0,3,7,"4,9",0.44,4,9,"3,12",0.25,3,12,"3,11",0.27,3,11,"1,2",0.50,1,2,0,0,0,0,"0,5","0,3","8,16","0,1",0,0,1,"1,1",1.00,1,1,4,5,0,,Hardin-Simmons,HSU,637-210,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,baseball,American Southwest Conference (ASC),asc,Hardin-Simmons,Jack Kimsey,Jack,Kimsey,,271,Jack Kimsey,0,0HSU,8,6,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,1,5,1,0,0,5,3,0,0,7,.857,8,.625,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Hardin-Simmons,HSU,637-3554,False,43,1,6,2,1,0,0,0,0,0,37.2,30,21,25,33,11,0,2,5.02,153,187,5,7,0,1,1,0,0,6,.281,33,36,1,"21,39","22,84","4,26",0,"19,53",
2026-27,baseball,American Southwest Conference (ASC),asc,Hardin-Simmons,Bradley Fletcher,Bradley,Fletcher,,271,Bradley Fletcher,0,0HSU,7,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,0,0,0,0,0,4,0,0,0,0,0.000,4,1.000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Hardin-Simmons,HSU,637-3338,False,5,1,0,1,0,0,0,0,0,0,11.1,8,8,9,9,1,0,0,6.35,39,52,2,3,0,1,0,0,0,3,.128,11,14,0,"1,10","3,16","1,4",0,"1,14",
2026-27,baseball,American Southwest Conference (ASC),asc,Hardin-Simmons,Garrett Keller,Garrett,Keller,,271,Garrett Keller,0,0HSU,13,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,1,1,0,0,0,2,0,0,0,2,1.000,2,1.000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Hardin-Simmons,HSU,637-3820,False,25,1,1,1,1,1,0,0,0,0,20.0,19,17,6,21,7,3,2,7.65,83,94,2,2,0,2,1,0,0,13,.301,20,17,0,"10,18","16,51","5,11",0,"3,26",
2026-27,baseball,American Southwest Conference (ASC),asc,Hardin-Simmons,Jeron Flores,Jeron,Flores,,271,Jeron Flores,0,0HSU,7,7,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,0,9,0,0,0,1,1,0,0,9,1.000,2,.500,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Hardin-Simmons,HSU,637-3817,False,41,1,7,4,2,0,0,0,0,0,35.2,26,25,15,29,12,0,2,6.31,134,166,5,10,1,0,7,0,0,9,.306,25,44,0,"22,38","18,72","7,18",0,"13,40",
2026-27,baseball,American Southwest Conference (ASC),asc,Hardin-Simmons,Hunter Molinar,Hunter,Molinar,,271,Hunter Molinar,0,0HSU,7,4,,,15,3,6,4,0,0,0,2,0,0,3,2,2,1,0,0,0,0,0,1,0,1,0,0.471,6,17,3,.667,.400,.400,9,12,2,0,0,0,0,2,0,23,.913,0,.000,,0,0,2,4,"0,2",0,0,2,"5,11",0.45,5,11,"3,4",0.75,3,4,0,0,0,0,0,0,0,0,"2,3","2,2","5,11","1,1",1.00,1,1,1,0,0,0,0,3,0,,Hardin-Simmons,HSU,637-3816,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,baseball,American Southwest Conference (ASC),asc,Hardin-Simmons,Jace Martinez,Jace,Martinez,,271,Jace Martinez,0,0HSU,2,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,0,0,0,0,0,0,0,0,0,0,0.000,0,.000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Hardin-Simmons,HSU,637-3303,False,2,1,0,0,0,0,0,0,0,0,1.2,1,1,1,0,0,0,0,5.40,7,9,0,1,0,0,0,0,0,0,.286,4,1,0,"0,1","1,3",0,0,"0,2",
2026-27,baseball,American Southwest Conference (ASC),asc,Hardin-Simmons,Grant Winkle,Grant,Winkle,,271,Grant Winkle,0,0HSU,2,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,0,0,0,0,0,0,0,0,0,0,0.000,0,.000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Hardin-Simmons,HSU,637-3824,False,2,1,0,0,0,0,0,0,0,0,2.0,3,3,2,1,0,0,1,13.50,8,10,3,0,0,0,0,0,0,1,.250,4,1,0,"2,2","0,2","0,2",0,"1,3",
2026-27,baseball,American Southwest Conference (ASC),asc,Hardin-Simmons,Tate Robinson,Tate,Robinson,,271,Tate Robinson,0,0HSU,6,3,,,13,4,4,1,1,0,1,1,0,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0.400,8,15,0,.000,.308,.615,4,3,0,0,0,0,0,1,0,7,1.000,0,.000,,0,0,2,2,"1,3",0.33,1,3,"0,2",0,0,2,0,0,0,0,"0,2",0,0,2,0,0,0,0,"3,6",0,"0,2",0,0,0,0,1,0,0,0,0,0,0,,Hardin-Simmons,HSU,637-3565,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,baseball,American Southwest Conference (ASC),asc,Hardin-Simmons,Ty Mccoy,Ty,Mccoy,,271,Ty Mccoy,0,0HSU,4,2,,,9,2,1,0,0,0,0,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0.273,1,11,1,1.000,.111,.111,10,0,0,0,0,0,0,0,0,10,1.000,0,.000,,0,2,4,2,"0,2",0,0,2,"1,6",0.17,1,6,"0,2",0,0,2,"0,1",0,0,1,0,0,0,0,"0,2",0,"1,6",0,0,0,0,"1,1",1.00,1,1,0,3,0,,Hardin-Simmons,HSU,637-3812,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,baseball,American Southwest Conference (ASC),asc,Hardin-Simmons,Cannon Negron,Cannon,Negron,,271,Cannon Negron,0,0HSU,18,17,,,62,16,26,16,8,0,0,6,0,2,8,3,7,1,2,2,0,0,0,0,0,0,0,0.472,34,74,8,.875,.419,.548,14,4,0,0,0,0,0,0,0,18,1.000,0,.000,,2,1,11,18,"12,22",0.55,12,22,"13,33",0.39,13,33,"10,22",0.45,10,22,"2,5",0.40,2,5,0,0,0,0,"10,18","5,12","22,39",15,0,0,0,"0,1",0,0,1,11,10,0,,Hardin-Simmons,HSU,637-3558,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,baseball,American Southwest Conference (ASC),asc,Hardin-Simmons,Jimmy Mathis,Jimmy,Mathis,,271,Jimmy Mathis,0,0HSU,3,2,,,7,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.286,2,7,0,.000,.286,.286,17,1,0,0,0,3,0,0,0,18,1.000,3,1.000,,0,0,4,1,"0,3",0,0,3,"2,6",0.33,2,6,"1,4",0.25,1,4,0,0,0,0,0,0,0,0,"0,1","1,1","2,6",0,0,0,0,"1,1",1.00,1,1,0,5,0,,Hardin-Simmons,HSU,637-3305,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,baseball,American Southwest Conference (ASC),asc,Hardin-Simmons,Hunter Trojacek,Hunter,Trojacek,,271,Hunter Trojacek,0,0HSU,10,9,,,34,10,11,8,1,0,0,10,0,0,5,2,2,0,2,0,0,0,0,1,0,1,0,0.477,12,46,2,1.000,.324,.353,73,3,1,0,0,0,0,7,0,77,.987,0,.000,,1,0,9,10,"5,11",0.45,5,11,"8,19",0.42,8,19,"4,11",0.36,4,11,"0,1",0,0,1,0,0,0,0,"4,9","4,6","18,26",0,0,0,0,0,0,0,0,5,5,0,,Hardin-Simmons,HSU,637-3557,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,baseball,American Southwest Conference (ASC),asc,Hardin-Simmons,Keaton Schwestka,Keaton,Schwestka,,271,Keaton Schwestka,0,0HSU,1,0,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.000,1,1,0,.000,1.000,1.000,0,0,0,0,0,0,0,0,0,0,0.000,0,.000,,0,0,0,0,0,0,0,0,"1,1",1.00,1,1,"1,1",1.00,1,1,0,0,0,0,0,0,0,0,0,0,"1,1",0,0,0,0,"1,1",1.00,1,1,0,0,0,,Hardin-Simmons,HSU,637-3301,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,baseball,American Southwest Conference (ASC),asc,Hardin-Simmons,Caleb Reynolds,Caleb,Reynolds,,271,Caleb Reynolds,0,0HSU,8,8,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,2,3,1,0,0,8,4,0,0,6,.833,12,.667,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Hardin-Simmons,HSU,637-3808,False,42,1,8,5,2,0,1,0,0,0,48.0,14,13,18,58,9,1,3,2.44,178,203,6,5,0,1,1,0,0,12,.236,40,36,0,"14,50","13,72","6,21",0,"15,57",
2026-27,baseball,American Southwest Conference (ASC),asc,Hardin-Simmons,Gavin Bruning,Gavin,Bruning,,271,Gavin Bruning,0,0HSU,14,13,,,52,22,25,14,3,2,2,8,0,2,9,5,5,1,2,0,0,0,0,1,1,1,0,0.565,38,64,6,.833,.481,.731,103,8,1,7,1,7,5,0,0,112,.991,12,.583,,1,1,13,6,"8,16",0.50,8,16,"13,31",0.42,13,31,"9,21",0.43,9,21,"1,3",0.33,1,3,0,0,0,0,"10,15","4,9","22,38","1,1",1.00,1,1,"1,1",1.00,1,1,3,12,0,,Hardin-Simmons,HSU,637-3815,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,baseball,American Southwest Conference (ASC),asc,Hardin-Simmons,Ian Bamburg,Ian,Bamburg,,271,Ian Bamburg,0,0HSU,6,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,0,0,0,0,0,1,0,0,0,0,0.000,1,1.000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Hardin-Simmons,HSU,637-3807,False,7,1,1,0,0,0,0,0,0,0,5.1,9,7,9,6,0,0,0,11.81,23,35,4,2,0,1,0,0,0,3,.304,6,4,0,"4,6","7,21","1,4",0,"3,8",
2026-27,baseball,American Southwest Conference (ASC),asc,Hardin-Simmons,Douglas Randall,Douglas,Randall,,271,Douglas Randall,0,0HSU,5,2,,,6,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.167,1,6,0,.000,.167,.167,2,0,0,0,0,0,0,0,0,2,1.000,0,.000,,0,0,2,1,"0,1",0,0,1,"1,4",0.25,1,4,"0,2",0,0,2,"0,2",0,0,2,0,0,0,0,"0,1","0,1","2,4",0,0,0,0,0,0,0,0,1,0,0,,Hardin-Simmons,HSU,637-3805,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,baseball,American Southwest Conference (ASC),asc,Hardin-Simmons,Knox Wilson,Knox,Wilson,,271,Knox Wilson,0,0HSU,1,0,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,1,0,.000,.000,.000,0,0,0,0,0,0,0,0,0,0,0.000,0,.000,,0,0,1,0,"0,1",0,0,1,"0,1",0,0,1,"0,1",0,0,1,0,0,0,0,0,0,0,0,0,0,"0,1",0,0,0,0,"0,1",0,0,1,0,1,0,,Hardin-Simmons,HSU,637-3560,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,baseball,American Southwest Conference (ASC),asc,Hardin-Simmons,Guy George,Guy,George,,271,Guy George,0,0HSU,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,0,0,0,0,0,0,0,0,0,0,0.000,0,.000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Hardin-Simmons,HSU,637-3304,False,3,1,0,0,0,0,0,0,0,0,0.1,2,2,0,0,2,0,0,54.00,4,4,0,0,0,0,0,0,0,0,.750,1,0,0,0,"3,4",0,0,"3,4",
2026-27,baseball,American Southwest Conference (ASC),asc,Hardin-Simmons,Cole Chapman,Cole,Chapman,,271,Cole Chapman,0,0HSU,3,1,,,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0.000,0,5,0,.000,.000,.000,2,2,0,0,0,0,0,0,0,4,1.000,0,.000,,0,0,3,1,"0,1",0,0,1,"0,3",0,0,3,"0,2",0,0,2,"0,2",0,0,2,0,0,0,0,"0,1","0,1","1,3",0,0,0,0,"0,1",0,0,1,1,1,0,,Hardin-Simmons,HSU,637-3802,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,baseball,American Southwest Conference (ASC),asc,Hardin-Simmons,Noah Cervantes,Noah,Cervantes,,271,Noah Cervantes,0,0HSU,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,0,0,0,0,0,0,0,0,0,0,0.000,0,.000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Hardin-Simmons,HSU,637-3813,False,1,1,0,0,0,0,0,0,0,0,1.0,1,1,3,2,0,0,0,9.00,4,7,1,0,0,0,0,0,0,1,.250,0,1,0,"1,1","1,4",0,0,"0,1",
2026-27,baseball,American Southwest Conference (ASC),asc,Hardin-Simmons,Kannon Baird,Kannon,Baird,,271,Kannon Baird,0,0HSU,10,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,0,3,0,0,0,2,0,1,0,3,1.000,2,1.000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Hardin-Simmons,HSU,637-3818,False,29,1,1,2,0,0,0,0,0,0,20.1,19,15,10,17,4,0,3,6.64,86,101,2,3,0,1,1,0,0,6,.337,20,21,0,"7,18","20,51","4,8",0,"7,26",
2026-27,baseball,American Southwest Conference (ASC),asc,Hardin-Simmons,Dane Delugo,Dane,Delugo,,271,Dane Delugo,0,0HSU,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,0,0,0,0,0,0,0,0,0,0,0.000,0,.000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Hardin-Simmons,HSU,637-211,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,baseball,American Southwest Conference (ASC),asc,Hardin-Simmons,Ethan Cloudt,Ethan,Cloudt,,271,Ethan Cloudt,0,0HSU,9,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,0,0,0,0,0,0,0,0,0,0,0.000,0,.000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Hardin-Simmons,HSU,637-3809,False,10,1,0,0,2,2,0,0,0,0,11.2,9,9,6,17,1,0,0,6.94,44,53,2,3,3,0,0,0,1,4,.227,6,11,0,"4,11","7,27","3,7",0,"2,14",
2026-27,baseball,American Southwest Conference (ASC),asc,Hardin-Simmons,Evan Giles,Evan,Giles,,271,Evan Giles,0,0HSU,1,0,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,1,0,.000,.000,.000,1,0,0,0,0,0,0,0,0,1,1.000,0,.000,,0,0,0,0,0,0,0,0,"0,1",0,0,1,"0,1",0,0,1,0,0,0,0,0,0,0,0,0,"0,1","0,1",0,0,0,0,"0,1",0,0,1,0,0,0,,Hardin-Simmons,HSU,637-209,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
