season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,team_name,team_id,sdrm_id,games_played,games_started,uniform,code,year,offensive_position,defensive_position,active,rush_stats,pass_stats,receiving_stats_number,receiving_stats_yards,receiving_stats_touchdowns,receiving_stats_longest_reception,receiving_stats_avg_per_reception,punt_stats,kickoff_stats,fieldgoal_stats,pat_stats,defense_stats,kickreturn_stats,puntreturn_stats,interception_return_stats,fumblereturn_stats,fumble_stats,scoring_stats_pat_kicks,scoring_stats_touchdowns,scoring_stats_fieldgoals,scoring_stats_safeties,scoring_stats_pat_rushes,scoring_stats_pat_receptions,scoring_stats_pat_kick_returns,scoring_stats_pat_fumble_returns,scoring_stats_rouges,scoring_stats_points,scoring_stats_all_points,scoring_stats_points_per_game,receiving_stats,defense_stats_interception_return_yards,defense_stats_unassisted_tackles,defense_stats_assisted_tackles,defense_stats_tackles,defense_stats_total_tackles,defense_stats_tackles_for_loss,defense_stats_tackles_for_loss_per_game,defense_stats_tackles_per_game,defense_stats_unassisted_tackles_for_loss,defense_stats_assisted_tackles_for_loss,defense_stats_tackle_yards_for_loss,defense_stats_sacks,defense_stats_unassisted_sacks,defense_stats_assisted_sacks,defense_stats_sack_yards_for_loss,defense_stats_pass_breakups,defense_stats_fumbles_forced,defense_stats_quarterback_hurries,defense_stats_safeties_scored,defense_stats_blocked_kicks,defense_stats_fumbles_recovered,defense_stats_fumble_return_yards,defense_stats_interceptions,defense_stats_passes_defended,scoring_stats,rush_stats_attempts,rush_stats_net_yards,rush_stats_yards_gained,rush_stats_yards_lost,rush_stats_touchdowns,rush_stats_longest_rush,rush_stats_avg_per_play,rush_stats_avg_per_game,pass_stats_yards_lost_by_sacks,pass_stats_sacked,pass_stats_longest_pass,pass_stats_touchdowns,pass_stats_yards,pass_stats_interceptions,pass_stats_attempts,pass_stats_completions,pass_stats_efficiency,pass_stats_avg_per_pass,pass_stats_avg_per_catch,pass_stats_avg_per_game,puntreturn_stats_number,puntreturn_stats_yards,puntreturn_stats_touchdowns,puntreturn_stats_longest_punt_return,puntreturn_stats_avg_per_return,fumble_stats_number,fumble_stats_number_lost,kickreturn_stats_number,kickreturn_stats_yards,kickreturn_stats_touchdowns,kickreturn_stats_longest_kickoff_return,kickreturn_stats_avg_per_return,kickoff_stats_number,kickoff_stats_yards,kickoff_stats_out_of_bounds,kickoff_stats_touchbacks,kickoff_stats_avg_per_kickoff,fieldgoal_stats_made,fieldgoal_stats_attempts,fieldgoal_stats_longest_fieldgoal,fieldgoal_stats_blocked,fieldgoal_stats_percentage,pat_stats_kick_attempts,pat_stats_kicks_made,pat_stats_rush_attempts,pat_stats_rushes_made,pat_stats_pass_attempts,pat_stats_passes_made,pat_stats_reception_attempts,pat_stats_receptions_made,pat_stats_defensive_return_attempts,pat_stats_defensive_returns_made,pat_stats_defensive_blocked_kick_return_attempts,pat_stats_devensive_blocked_kick_returns_made,punt_stats_number,punt_stats_yards,punt_stats_longest_punt,punt_stats_blocked,punt_stats_touchbacks,punt_stats_fair_catches,punt_stats_fifty_plus_yards,punt_stats_inside_twenty,punt_stats_avg_per_punt,fumblereturn_stats_number,fumblereturn_stats_yards,fumblereturn_stats_touchdowns,fumblereturn_stats_longest_interception_return,interception_return_stats_number,interception_return_stats_yards,interception_return_stats_touchdowns,interception_return_stats_longest,interception_return_stats_avg_per_return,composite_score,global_rank,rating
2026-27,football,Southern Athletic Association (SAA),saa,Maryville College,"Riddle,Will",Will,Riddle,,396,"Riddle,Will","RIDDLE,WILL",Maryville College,MAR,1027-2702,1,0,79,7W,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,174,74
2026-27,football,Southern Athletic Association (SAA),saa,Southwestern,"Robinson,Reid",Reid,Robinson,,8746,"Robinson,Reid","ROBINSON,REID",Southwestern,SWU,1322-2617,1,1,63,63,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,175,74
2026-27,football,Southern Athletic Association (SAA),saa,Maryville College,"Ross,Shaun",Shaun,Ross,,396,"Ross,Shaun","ROSS,SHAUN",Maryville College,MAR,1027-2498,1,0,50,9C,0,0,DL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,176,74
2026-27,football,Southern Athletic Association (SAA),saa,Sewanee,"Shockley,Jacob",Jacob,Shockley,,652,"Shockley,Jacob","SHOCKLEY,JACOB",Sewanee,SEW,1321-3168,1,1,50,50,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,177,74
2026-27,football,Southern Athletic Association (SAA),saa,Millsaps,"Sisk,Jeb",Jeb,Sisk,,426,"Sisk,Jeb","SISK,JEB",Millsaps,MC,1282-2701,1,0,70,70,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,178,74
2026-27,football,Southern Athletic Association (SAA),saa,Maryville College,"Swicegood,Keaton",Keaton,Swicegood,,396,"Swicegood,Keaton","SWICEGOOD,KEATON",Maryville College,MAR,1027-2709,1,0,11,1K,0,0,LB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,179,74
2026-27,football,Southern Athletic Association (SAA),saa,Millsaps,"Taylor,Kaven",Kaven,Taylor,,426,"Taylor,Kaven","TAYLOR,KAVEN",Millsaps,MC,1282-3225,1,0,81,81,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,180,73
2026-27,football,Southern Athletic Association (SAA),saa,Southwestern,"Templeton,Braden",Braden,Templeton,,8746,"Templeton,Braden","TEMPLETON,BRADEN",Southwestern,SWU,1322-3042,1,0,12,1B,0,0,LB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,181,73
2026-27,football,Southern Athletic Association (SAA),saa,Maryville College,"Thomas,Fischer",Fischer,Thomas,,396,"Thomas,Fischer","THOMAS,FISCHER",Maryville College,MAR,1027-2502,1,1,73,8J,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,182,73
2026-27,football,Southern Athletic Association (SAA),saa,Millsaps,"Touchstone,Reagan",Reagan,Touchstone,,426,"Touchstone,Reagan","TOUCHSTONE,REAGAN",Millsaps,MC,1282-2891,1,1,64,64,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,183,73
2026-27,football,Southern Athletic Association (SAA),saa,Berry,Trent McPherson,Trent,McPherson,,973,Trent McPherson,"MCPHERSON,TRENT",Berry,BERRY,838-3929,1,0,28,28,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,184,73
2026-27,football,Southern Athletic Association (SAA),saa,Millsaps,"Varnado,Colin",Colin,Varnado,,426,"Varnado,Colin","VARNADO,COLIN",Millsaps,MC,1282-2711,1,0,58,58,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,185,73
2026-27,football,Southern Athletic Association (SAA),saa,Millsaps,"Vasiliauskas,Dyson",Dyson,Vasiliauskas,,426,"Vasiliauskas,Dyson","VASILIAUSKAS,DYSON",Millsaps,MC,1282-2885,1,0,24,2E,0,0,DB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,186,73
2026-27,football,Southern Athletic Association (SAA),saa,Millsaps,"Vaughn ll,Joel",Joel,Vaughn ll,,426,"Vaughn ll,Joel","VAUGHN LL,JOEL",Millsaps,MC,1282-2713,1,0,23,23,0,RB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,187,73
2026-27,football,Southern Athletic Association (SAA),saa,Centre,"Vocke,Drew",Drew,Vocke,,132,"Vocke,Drew","VOCKE,DREW",Centre,CEN,1268-3121,1,1,64,64,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,188,72
2026-27,football,Southern Athletic Association (SAA),saa,Sewanee,"Warnock,Parker",Parker,Warnock,,652,"Warnock,Parker","WARNOCK,PARKER",Sewanee,SEW,1321-3748,1,0,54,54,0,0,LB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,189,72
2026-27,football,Southern Athletic Association (SAA),saa,Sewanee,"Williams,Quinn",Quinn,Williams,,652,"Williams,Quinn","WILLIAMS,QUINN",Sewanee,SEW,1321-3594,1,0,66,66,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,190,72
2026-27,football,Southern Athletic Association (SAA),saa,Berry,Wilson Reagan,Wilson,Reagan,,973,Wilson Reagan,"REAGAN,WILSON",Berry,BERRY,838-3365,1,1,71,71,0,OT,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,191,72
2026-27,football,Southern Athletic Association (SAA),saa,Rhodes,"Wolfe,Aiden",Aiden,Wolfe,,573,"Wolfe,Aiden","WOLFE,AIDEN",Rhodes,RHO,1390-5013,1,0,98,98,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,192,72
2026-27,football,Southern Athletic Association (SAA),saa,Rhodes,"Woodward Jr.,Maceo",Maceo,Woodward Jr.,,573,"Woodward Jr.,Maceo","WOODWARD JR.,MACEO",Rhodes,RHO,1390-5014,1,1,8,8A,0,0,LB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,193,72
2026-27,football,Southern Athletic Association (SAA),saa,Millsaps,"Wooten,Dwight",Dwight,Wooten,,426,"Wooten,Dwight","WOOTEN,DWIGHT",Millsaps,MC,1282-2881,1,0,74,74,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,194,72
2026-27,football,Southern Athletic Association (SAA),saa,Maryville College,"Drewry,Skylar",Skylar,Drewry,,396,"Drewry,Skylar","DREWRY,SKYLAR",Maryville College,MAR,1027-2479,1,0,91,8K,0,0,DL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,1.0,.0,.0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.08603273587579668,195,72
2026-27,football,Southern Athletic Association (SAA),saa,Berry,Silas Risper,Silas,Risper,,973,Silas Risper,"RISPER,SILAS",Berry,BERRY,838-3367,1,0,6,6,0,0,0,0,,,2,23,0,17,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.11558854408453989,196,71
2026-27,football,Southern Athletic Association (SAA),saa,Southwestern,"Cutrer,Reece",Reece,Cutrer,,8746,"Cutrer,Reece","CUTRER,REECE",Southwestern,SWU,1322-2816,1,1,17,17,0,WR,0,0,,,2,14,1,11,7.0,,,,,,,,,,,0,1,0,0,0,0,0,0,0,6,6,6,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.11766238875335311,197,71
2026-27,football,Southern Athletic Association (SAA),saa,Southwestern,"Roberson,Cam",Cam,Roberson,,8746,"Roberson,Cam","ROBERSON,CAM",Southwestern,SWU,1322-2629,1,1,8,8,0,0,DB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,3,3,.5,.0,.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.12362634160057856,198,71
2026-27,football,Southern Athletic Association (SAA),saa,Sewanee,"Perry,Kai",Kai,Perry,,652,"Perry,Kai","PERRY,KAI",Sewanee,SEW,1321-3585,1,0,18,1H,0,0,LB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,3,5,5,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1612199473253605,199,71
2026-27,football,Southern Athletic Association (SAA),saa,Sewanee,"Rish,Jack",Jack,Rish,,652,"Rish,Jack","RISH,JACK",Sewanee,SEW,1321-3171,1,1,4,4,0,0,LB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,1,5,5,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1612199473253605,200,71
2026-27,football,Southern Athletic Association (SAA),saa,Millsaps,"Smith,Justin",Justin,Smith,,426,"Smith,Justin","SMITH,JUSTIN",Millsaps,MC,1282-2702,1,1,2,2X,0,0,DB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,0,5,5,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1612199473253605,201,71
2026-27,football,Southern Athletic Association (SAA),saa,Maryville College,"Walker,Caden",Caden,Walker,,396,"Walker,Caden","WALKER,CADEN",Maryville College,MAR,1027-2200,1,1,6,45,0,0,LB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,3,5,5,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1612199473253605,202,71
2026-27,football,Southern Athletic Association (SAA),saa,Maryville College,"Wolfenbarger,John",John,Wolfenbarger,,396,"Wolfenbarger,John","WOLFENBARGER,JOHN",Maryville College,MAR,1027-2720,1,0,9,5,0,0,DB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,3,5,5,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1612199473253605,203,71
2026-27,football,Southern Athletic Association (SAA),saa,Maryville College,"Wilhite,Trey",Trey,Wilhite,,396,"Wilhite,Trey","WILHITE,TREY",Maryville College,MAR,1027-2507,1,1,4,7U,0,0,DB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,2,2,.0,.0,.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.17398869423417074,204,70
2026-27,football,Southern Athletic Association (SAA),saa,Southwestern,"Phillips,Devan",Devan,Phillips,,8746,"Phillips,Devan","PHILLIPS,DEVAN",Southwestern,SWU,1322-2609,1,0,5,5,0,0,DB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,3,5,5,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,.0,,,2,48,0,27,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2310946050862413,205,70
2026-27,football,Southern Athletic Association (SAA),saa,Sewanee,"Roberts,Cook",Cook,Roberts,,652,"Roberts,Cook","ROBERTS,COOK",Sewanee,SEW,1321-3714,1,0,80,80,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,351,0,0,58.5,,,,,,,,,,,,,,,,,,4,146,39,0,0,1,0,1,36.5,,,,,,,,,,-0.23491059203080916,206,70
2026-27,football,Southern Athletic Association (SAA),saa,Maryville College,"Orton,Teddy",Teddy,Orton,,396,"Orton,Teddy","ORTON,TEDDY",Maryville College,MAR,1027-1957,1,1,2,2A,0,WR,0,0,,,2,10,0,12,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,58,0,24,19.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.24121936957621543,207,70
2026-27,football,Southern Athletic Association (SAA),saa,Southwestern,"Hargis,Alec",Alec,Hargis,,8746,"Hargis,Alec","HARGIS,ALEC",Southwestern,SWU,1322-3200,1,0,36,36,0,0,0,0,,,,,,,,,,,,,,,,,,2,0,2,0,0,0,0,0,0,8,8,8,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,302,0,0,50.3,2,2,35,0,100.0,2,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,-0.2592571039500119,208,70
2026-27,football,Southern Athletic Association (SAA),saa,Millsaps,"Sinclair,Isaiah",Isaiah,Sinclair,,426,"Sinclair,Isaiah","SINCLAIR,ISAIAH",Millsaps,MC,1282-2698,1,0,9,9,0,WR,0,0,,,1,18,0,18,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2900430975219072,209,70
2026-27,football,Southern Athletic Association (SAA),saa,Centre,"Wasik,Brady",Brady,Wasik,,132,"Wasik,Brady","WASIK,BRADY",Centre,CEN,1268-3591,1,0,46,46,0,0,LB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,18,0,18,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4008290164333637,210,70
2026-27,football,Southern Athletic Association (SAA),saa,Maryville College,"Hammack,Chuck",Chuck,Hammack,,396,"Hammack,Chuck","HAMMACK,CHUCK",Maryville College,MAR,1027-2164,1,0,13,8B,0,0,DL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,2,2,.5,.0,.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4009815935766724,211,69
2026-27,football,Southern Athletic Association (SAA),saa,Millsaps,"Kyer,Markell",Markell,Kyer,,426,"Kyer,Markell","KYER,MARKELL",Millsaps,MC,1282-2921,1,0,8,8D,0,0,DB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,2,2,.5,.0,.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4009815935766724,212,69
2026-27,football,Southern Athletic Association (SAA),saa,Centre,"Bowling,Dant",Dant,Bowling,,132,"Bowling,Dant","BOWLING,DANT",Centre,CEN,1268-2843,1,1,3,3,0,WR,0,0,,,2,14,0,8,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.429606740271801,213,69
2026-27,football,Southern Athletic Association (SAA),saa,Millsaps,"Barron,Ben",Ben,Barron,,426,"Barron,Ben","BARRON,BEN",Millsaps,MC,1282-3204,1,0,30,30,0,0,LB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,4,4,.0,.0,.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4385751993014544,214,69
2026-27,football,Southern Athletic Association (SAA),saa,Centre,"Dixon,Nik",Nik,Dixon,,132,"Dixon,Nik","DIXON,NIK",Centre,CEN,1268-2855,1,1,23,23,0,0,LB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,4,4,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4385751993014544,215,69
2026-27,football,Southern Athletic Association (SAA),saa,Sewanee,"Echols,Elijah",Elijah,Echols,,652,"Echols,Elijah","ECHOLS,ELIJAH",Sewanee,SEW,1321-3719,1,0,57,57,0,0,DL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,4,4,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4385751993014544,216,69
2026-27,football,Southern Athletic Association (SAA),saa,Southwestern,"Greer,Jaylon",Jaylon,Greer,,8746,"Greer,Jaylon","GREER,JAYLON",Southwestern,SWU,1322-3199,1,1,13,13,0,0,DB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,3,4,4,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4385751993014544,217,69
2026-27,football,Southern Athletic Association (SAA),saa,Maryville College,"Ladd,Kain",Kain,Ladd,,396,"Ladd,Kain","LADD,KAIN",Maryville College,MAR,1027-2492,1,0,36,7Q,0,0,LB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,4,4,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4385751993014544,218,69
2026-27,football,Southern Athletic Association (SAA),saa,Berry,Liam Jeffries,Liam,Jeffries,,973,Liam Jeffries,"JEFFRIES,LIAM",Berry,BERRY,838-3118,1,1,D1,D1,0,0,LB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,4,4,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4385751993014544,219,68
2026-27,football,Southern Athletic Association (SAA),saa,Sewanee,"Martin,Peyton",Peyton,Martin,,652,"Martin,Peyton","MARTIN,PEYTON",Sewanee,SEW,1321-3593,1,1,99,99,0,0,DL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,4,4,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4385751993014544,220,68
