season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,linkup_name,games_played,games_started,uniform,year,hitting_stats_at_bats,hitting_stats_runs,hitting_stats_hits,hitting_stats_runs_batted_in,hitting_stats_doubles,hitting_stats_triples,hitting_stats_home_runs,hitting_stats_walks,hitting_stats_intentional_walks,hitting_stats_hit_by_pitch,hitting_stats_strikeouts,hitting_stats_strikeouts_looking,hitting_stats_stolen_bases,hitting_stats_caught_stealing,hitting_stats_sacrifice_hits,hitting_stats_sacrifice_flies,hitting_stats_reached_on_catchers_interference,hitting_stats_reached_on_error,hitting_stats_reached_on_fielders_choice,hitting_stats_grounded_into_doubleplay,hitting_stats_picked_off,hitting_stats_total_double_plays,hitting_stats_total_triple_plays,hitting_stats_onbase_percentage,hitting_stats_total_bases,hitting_stats_total_plate_appearances,hitting_stats_stolen_base_attempts,hitting_stats_stolen_base_percentage,hitting_stats_batting_average,hitting_stats_slugging_percentage,fielding_stats_putouts,fielding_stats_assists,fielding_stats_errors,fielding_stats_passed_balls,fielding_stats_catchers_interference,fielding_stats_stolen_bases_against,fielding_stats_caught_stealing_by,fielding_stats_involved_in_double_plays,fielding_stats_involved_in_triple_plays,fielding_stats_total_chances,fielding_stats_fielding_percentage,fielding_stats_stolen_bases_against_attempts,fielding_stats_stolen_bases_against_percentage,pitching_stats_hits_allowed,pitching_stats_appearances,pitching_stats_games_started,pitching_stats_wins,pitching_stats_losses,pitching_stats_saves,pitching_stats_complete_games,pitching_stats_shutouts,pitching_stats_credit_for_combined_shutout,pitching_stats_games_finished,pitching_stats_innings_pitched,pitching_stats_runs_allowed,pitching_stats_earned_runs_allowed,pitching_stats_walks_allowed,pitching_stats_strikeouts,pitching_stats_doubles_allowed,pitching_stats_triples_allowed,pitching_stats_home_runs_allowed,pitching_stats_earned_run_average,pitching_stats_opponents_at_bats,pitching_stats_batters_faced,pitching_stats_wild_pitches,pitching_stats_hit_batters,pitching_stats_balks,pitching_stats_sacrifice_flies_allowed,pitching_stats_sacrifice_hits_allowed,pitching_stats_catchers_interference_allowed,pitching_stats_intentional_walks,pitching_stats_strikeouts_looking,pitching_stats_opponent_batting_average,hitting_summary_stats_times_reached_base_on_error,hitting_summary_stats_times_reached_base_on_fielders_choice,hitting_summary_stats_times_grouded_out,hitting_summary_stats_times_flied_out,hitting_summary_stats_hits_ab_with_2_outs,hitting_summary_stats_batting_avg_with_2_outs,hitting_summary_stats_hits_with_2_outs,hitting_summary_stats_ab_with_2_outs,hitting_summary_stats_hits_ab_with_runners_on_base,hitting_summary_stats_batting_avg_with_runners_on_base,hitting_summary_stats_hits_with_runners_on_base,hitting_summary_stats_ab_with_runners_on_base,hitting_summary_stats_hits_ab_with_runners_in_scoring_position,hitting_summary_stats_batting_avg_with_runners_in_scoring_position,hitting_summary_stats_hits_with_runners_in_scoring_position,hitting_summary_stats_ab_with_runners_in_scoring_position,hitting_summary_stats_hits_ab_vs_left_handed_pitchers,hitting_summary_stats_batting_avg_vs_left_handed_pitchers,hitting_summary_stats_hits_vs_left_handed_pitchers,hitting_summary_stats_ab_vs_left_handed_pitchers,hitting_summary_stats_hits_ab_vs_right_handed_pitchers,hitting_summary_stats_batting_avg_vs_right_handed_pitchers,hitting_summary_stats_hits_vs_right_handed_pitchers,hitting_summary_stats_ab_vs_right_handed_pitchers,hitting_summary_stats_success_opps_as_leadoff_batter_in_inning,hitting_summary_stats_success_opps_to_drive_in_runner_from_3rd_with_less_than_2_outs,hitting_summary_stats_number_of_runners_advanced_ab,hitting_summary_stats_hits_ab_with_bases_loaded,hitting_summary_stats_batting_avg_with_bases_loaded,hitting_summary_stats_hits_with_bases_loaded,hitting_summary_stats_ab_with_bases_loaded,hitting_summary_stats_hits_ab_as_pinch_hitter,hitting_summary_stats_batting_avg_as_pinch_hitter,hitting_summary_stats_hits_as_pinch_hitter,hitting_summary_stats_ab_as_pinch_hitter,hitting_summary_stats_times_advanced_at_least_1_runner_with_an_out,hitting_summary_stats_runners_left_on_base,hitting_summary_stats_two_out_rbis,pitching_summary_stats_fly_outs_allowed,pitching_summary_stats_ground_outs_allowed,pitching_summary_stats_runners_picked_off,pitching_summary_stats_success_opps_vs_leadoff_batters,pitching_summary_stats_hits_ab_with_runners_on_base,pitching_summary_stats_hits_ab_vs_left_handed_batters,pitching_summary_stats_hits_ab_vs_right_handed_batters,pitching_summary_stats_hits_ab_with_2_outs,team_name,team_id,sdrm_id,this_is_softball,pitching_stats,pitching_summary_stats,composite_score,global_rank,rating,ranking_segment
2025-26,baseball,Presidents Athletic Conference (PAC),pac,Waynesburg,T. Giraffa,T.,Giraffa,,1434,T. Giraffa,0,0WAYNESBU,33,32,,,118,20,36,22,8,0,0,12,1,3,10,3,1,1,1,0,0,0,0,1,0,1,0,0.383,44,134,2,.500,.305,.373,167,35,8,0,0,0,0,16,0,210,.962,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,40,29,"17,51",0.33,17,51,"22,62",0.35,22,62,"19,45",0.42,19,45,"2,13",0.15,2,13,0,0,0,0,"10,26","8,9","41,70",8,0,0,0,0,0,0,0,10,33,0,,,,,,,,,Waynesburg,WAYNESBU,0,False,,,0.26084168306651095,60,78,batting
2025-26,baseball,Presidents Athletic Conference (PAC),pac,Franciscan,Holden Armstrong,Holden,Armstrong,,30069,Holden Armstrong,0,0FUS,28,27,,,102,22,33,11,4,1,0,12,0,2,11,2,3,1,4,0,0,0,0,5,0,5,0,0.405,39,120,4,.750,.324,.382,61,24,5,0,0,0,0,3,0,90,.944,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,37,22,"9,31",0.29,9,31,"21,57",0.37,21,57,"11,31",0.35,11,31,"2,5",0.40,2,5,0,0,0,0,"8,19","5,7","31,64",79,0,0,0,0,0,0,0,7,22,0,,,,,,,,,Franciscan,FUS,0,False,,,0.19694488860601045,61,78,batting
2025-26,baseball,Presidents Athletic Conference (PAC),pac,W&J,Brian Feldman,Brian,Feldman,,751,Brian Feldman,0,0WASH. &,37,29,,,116,18,32,29,11,0,1,10,0,2,6,1,4,0,1,1,0,0,0,2,0,2,0,0.341,46,130,4,1.000,.276,.397,259,10,1,0,0,0,0,16,0,270,.996,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,41,36,"8,37",0.22,8,37,"25,66",0.38,25,66,"15,41",0.37,15,41,"2,14",0.14,2,14,0,0,0,0,"8,32","11,12","41,71",3,0,0,0,152,0,0,0,12,31,0,,,,,,,,,W&J,WASH. &,0,False,,,0.18527047672429608,62,78,batting
2025-26,baseball,Presidents Athletic Conference (PAC),pac,Thiel,Fletcher Hindman,Fletcher,Hindman,,707,Fletcher Hindman,0,0THIEL,38,37,,,110,23,34,19,4,0,0,10,0,10,12,5,3,0,3,4,0,0,0,2,0,2,0,0.403,38,137,3,1.000,.309,.345,76,89,15,0,0,0,0,18,0,180,.917,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,9,35,30,"8,36",0.22,8,36,"19,63",0.30,19,63,"11,40",0.28,11,40,"0,8",0,0,8,0,0,0,0,"13,24","12,16","43,79",139,0,0,0,0,0,0,0,10,31,0,,,,,,,,,Thiel,THIEL,0,False,,,0.15883069592178942,63,77,batting
2025-26,baseball,Presidents Athletic Conference (PAC),pac,Grove City,Kallen Durbin,Kallen,Durbin,,265,Kallen Durbin,0,0GRO,30,19,,,74,9,22,20,2,2,0,12,0,0,12,3,1,0,0,2,0,0,0,3,0,4,0,0.386,28,88,1,1.000,.297,.378,-1,0,0,0,0,0,0,0,0,-1,1.000,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,21,18,"6,25",0.24,6,25,"15,47",0.32,15,47,"12,29",0.41,12,29,"1,2",0.50,1,2,0,0,0,0,"5,10","9,11","35,57",48,0,0,0,142,0,0,0,7,13,0,,,,,,,,,Grove City,GRO,0,False,,,0.019194685649721155,64,77,batting
2025-26,baseball,Presidents Athletic Conference (PAC),pac,Chatham,Tyler Cote,Tyler,Cote,,10972,Tyler Cote,0,0CHATHAM,30,26,,,92,14,27,11,11,0,0,16,0,3,23,9,0,2,0,2,0,0,0,0,1,0,0,0.407,38,113,2,.000,.293,.413,108,6,4,0,0,1,1,16,0,118,.966,2,.500,12,1,0,1,1,2,0,0,0,0,12.1,6,3,2,9,2,0,0,2.19,45,54,1,3,0,1,3,0,0,2,.267,2,1,16,26,"10,35",0.29,10,35,"13,52",0.25,13,52,"7,37",0.19,7,37,"2,11",0.18,2,11,0,0,0,0,"12,23","2,8","24,57",55,0,0,0,"1,1",1.00,1,1,8,24,0,9,17,0,"1,2","2,6","0,1",0,"1,3",Chatham,CHATHAM,0,False,,,-0.07627785573338353,65,77,batting
2025-26,baseball,Presidents Athletic Conference (PAC),pac,Westminster,Davis Chris,Davis,Chris,,1451,Davis Chris,0,0WES,25,23,,,75,6,22,14,3,1,0,10,1,6,11,2,3,0,2,1,0,0,0,1,1,3,0,0.413,27,94,3,1.000,.293,.360,19,1,1,0,0,0,0,0,0,21,.952,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,30,15,"6,21",0.29,6,21,"15,38",0.39,15,38,"7,21",0.33,7,21,"1,5",0.20,1,5,0,0,0,0,"2,13","5,7","29,47",8,0,0,0,77,0,0,0,11,14,0,,,,,,,,,Westminster,WES,0,False,,,-0.2780643246082763,66,76,batting
2025-26,baseball,Presidents Athletic Conference (PAC),pac,Franciscan,Colin Killian,Colin,Killian,,30069,Colin Killian,0,0FUS,27,15,,,62,7,20,10,3,0,0,7,1,0,11,2,0,1,0,0,0,0,0,1,0,1,0,0.391,23,69,1,.000,.323,.371,51,3,0,0,0,0,0,3,0,54,1.000,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,18,12,"6,26",0.23,6,26,"9,35",0.26,9,35,"5,22",0.23,5,22,"1,6",0.17,1,6,0,0,0,0,"7,14","3,6","13,36",16,0,0,0,143,0,0,0,4,26,0,,,,,,,,,Franciscan,FUS,0,False,,,-0.33604469390392966,67,76,batting
2025-26,baseball,Presidents Athletic Conference (PAC),pac,Westminster,Marquis Quinn,Marquis,Quinn,,1451,Marquis Quinn,0,0WES,32,31,,,113,18,33,17,6,3,0,10,0,7,24,4,4,3,2,3,0,0,0,0,1,0,0,0.376,45,135,7,.571,.292,.398,69,0,2,0,0,0,0,0,0,71,.972,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6,25,31,"8,33",0.24,8,33,"17,53",0.32,17,53,"6,30",0.20,6,30,"3,8",0.38,3,8,0,0,0,0,"11,31","9,10","37,64",43,0,0,0,1,0,0,0,13,28,0,,,,,,,,,Westminster,WES,0,False,,,-0.3494201460212292,68,76,batting
2025-26,baseball,Presidents Athletic Conference (PAC),pac,Allegheny,Nick Banez,Nick,Banez,,19,Nick Banez,0,0ALL,33,29,,,91,24,19,17,6,2,3,13,0,10,22,4,4,0,1,0,0,0,0,1,1,2,0,0.368,38,115,4,1.000,.209,.418,30,57,10,0,0,0,0,8,0,97,.897,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,28,21,"6,22",0.27,6,22,"12,53",0.23,12,53,"8,34",0.24,8,34,"1,8",0.13,1,8,0,0,0,0,"7,20","2,9","34,65",42,0,0,0,0,0,0,0,8,18,0,,,,,,,,,Allegheny,ALL,0,False,,,-0.6124217641386032,69,75,batting
2025-26,baseball,Presidents Athletic Conference (PAC),pac,Allegheny,Jd Robinson,Jd,Robinson,,19,Jd Robinson,0,0ALL,29,24,,,97,18,28,16,3,1,1,4,0,7,20,6,6,0,3,0,0,0,0,3,0,3,0,0.361,36,111,6,1.000,.289,.371,45,61,9,0,0,0,0,11,0,115,.922,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,24,24,"12,37",0.32,12,37,"18,53",0.34,18,53,"13,37",0.35,13,37,"5,12",0.42,5,12,0,0,0,0,"9,24","3,7","31,60",4,0,0,0,10,0,0,0,6,19,0,,,,,,,,,Allegheny,ALL,0,False,,,-0.6403717016495946,70,75,batting
2025-26,baseball,Presidents Athletic Conference (PAC),pac,Franciscan,Nicholas Peffer,Nicholas,Peffer,,30069,Nicholas Peffer,0,0FUS,38,38,,,129,21,40,16,3,1,1,6,0,0,16,0,6,2,2,1,0,0,0,2,1,4,0,0.338,48,138,8,.750,.310,.372,74,100,22,0,0,2,0,19,0,196,.888,2,1.000,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,.000,4,4,42,29,"15,47",0.32,15,47,"21,64",0.33,21,64,"10,36",0.28,10,36,"1,7",0.14,1,7,0,0,0,0,"12,32","6,12","38,71",63,0,0,0,0,0,0,0,14,26,0,0,0,0,0,0,0,0,0,Franciscan,FUS,0,False,,,-0.6522260868306758,71,74,batting
2025-26,baseball,Presidents Athletic Conference (PAC),pac,W&J,Brendan Cruz,Brendan,Cruz,,751,Brendan Cruz,0,0WASH. &,37,31,,,102,18,24,18,2,0,4,11,0,4,21,8,3,1,1,1,0,0,0,1,0,1,0,0.331,38,119,4,.750,.235,.373,12,62,13,0,0,0,0,4,0,87,.851,0,.000,16,1,0,0,2,4,0,0,0,0,24.0,9,6,8,19,3,0,0,2.25,90,103,3,3,0,0,2,0,2,4,.178,4,1,25,30,"10,38",0.26,10,38,"12,50",0.24,12,50,"8,37",0.22,8,37,"1,7",0.14,1,7,0,0,0,0,"10,25","5,5","26,57",24,0,0,0,23,0,0,0,9,22,0,20,31,0,"1,2","2,5","0,1",0,"1,3",W&J,WASH. &,0,False,,,-0.7513101184049885,72,74,batting
2025-26,baseball,Presidents Athletic Conference (PAC),pac,Franciscan,Peter Falconite,Peter,Falconite,,30069,Peter Falconite,0,0FUS,25,25,,,88,13,26,17,3,2,0,11,0,0,15,1,2,1,0,2,0,0,0,0,0,2,0,0.366,33,101,3,.667,.295,.375,47,42,10,0,0,0,0,16,0,99,.899,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,20,27,"11,31",0.35,11,31,"12,48",0.25,12,48,"10,30",0.33,10,30,"0,3",0,0,3,0,0,0,0,"8,20","4,7","24,52",177,0,0,0,0,0,0,0,12,25,0,,,,,,,,,Franciscan,FUS,0,False,,,-0.7564589766168541,73,74,batting
2025-26,baseball,Presidents Athletic Conference (PAC),pac,Westminster,Campbell Braeden,Campbell,Braeden,,1451,Campbell Braeden,0,0WES,40,40,,,152,22,45,22,2,0,0,17,0,4,23,7,1,1,5,2,0,0,0,1,0,1,0,0.377,47,180,2,.500,.296,.309,56,127,7,0,0,0,0,21,0,190,.963,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,8,44,41,"8,38",0.21,8,38,"21,68",0.31,21,68,"14,49",0.29,14,49,"3,11",0.27,3,11,0,0,0,0,"21,49","11,18","41,79",90,0,0,0,0,0,0,0,15,36,0,,,,,,,,,Westminster,WES,0,False,,,-0.793794566025605,74,73,batting
2025-26,baseball,Presidents Athletic Conference (PAC),pac,Thiel,Chase Morrison,Chase,Morrison,,707,Chase Morrison,0,0THIEL,39,38,,,146,31,44,21,5,0,0,12,0,2,20,4,0,0,4,2,0,0,0,2,0,5,0,0.358,49,166,0,.000,.301,.336,57,3,2,0,0,0,0,0,0,62,.968,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,8,44,37,"10,41",0.24,10,41,"20,73",0.27,20,73,"16,49",0.33,16,49,"3,12",0.25,3,12,0,0,0,0,"18,30","10,20","39,82",169,0,0,0,"0,1",0,0,1,16,32,0,,,,,,,,,Thiel,THIEL,0,False,,,-0.8642743963011235,75,73,batting
2025-26,baseball,Presidents Athletic Conference (PAC),pac,Chatham,Devin Fluhmann,Devin,Fluhmann,,10972,Devin Fluhmann,0,0CHATHAM,35,33,,,122,29,32,21,8,2,0,19,0,6,30,10,8,3,3,2,0,0,0,1,0,1,0,0.383,44,152,11,.727,.262,.361,89,2,2,0,0,0,0,0,0,93,.978,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,35,26,"8,40",0.20,8,40,"15,58",0.26,15,58,"11,44",0.25,11,44,"3,14",0.21,3,14,0,0,0,0,"14,39","8,15","38,72",2,0,0,0,66,0,0,0,17,31,0,,,,,,,,,Chatham,CHATHAM,0,False,,,-0.9017398872668139,76,73,batting
2025-26,baseball,Presidents Athletic Conference (PAC),pac,Grove City,Andrew Seest,Andrew,Seest,,265,Andrew Seest,0,0GRO,16,13,,,37,5,11,4,2,0,0,5,0,4,10,1,1,0,0,1,0,0,0,0,0,1,0,0.426,13,47,1,1.000,.297,.351,14,1,0,0,0,0,0,0,0,15,1.000,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,7,9,"1,12",0.08,1,12,"5,16",0.31,5,16,"2,11",0.18,2,11,"2,2",1.00,2,2,0,0,0,0,"8,12","4,8","10,19",12,0,0,0,32,0,0,0,5,6,0,,,,,,,,,Grove City,GRO,0,False,,,-0.9661982749228198,77,72,batting
2025-26,baseball,Presidents Athletic Conference (PAC),pac,Thiel,Colton Brightwell,Colton,Brightwell,,707,Colton Brightwell,0,0THIEL,41,41,,,168,28,48,20,8,3,0,13,0,3,29,7,7,1,0,1,0,0,0,2,1,3,0,0.346,62,185,8,.875,.286,.369,103,2,3,0,0,0,0,0,0,108,.972,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,9,41,44,"13,46",0.28,13,46,"25,82",0.30,25,82,"14,51",0.27,14,51,"3,18",0.17,3,18,0,0,0,0,"23,60","9,15","42,88",100,0,0,0,0,0,0,0,7,40,0,,,,,,,,,Thiel,THIEL,0,False,,,-1.153238443348643,78,72,batting
2025-26,baseball,Presidents Athletic Conference (PAC),pac,Saint Vincent,L. Evans,L.,Evans,,30064,L. Evans,0,0ST. VINC,20,19,,,62,9,18,10,4,0,0,11,0,0,11,5,5,5,0,1,0,0,0,0,0,3,0,0.392,22,74,10,.500,.290,.355,20,1,3,0,0,0,0,0,0,24,.875,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,21,13,"2,13",0.15,2,13,"9,28",0.32,9,28,"6,20",0.30,6,20,"0,5",0,0,5,0,0,0,0,"8,19","6,8","20,34",45,0,0,0,3,0,0,0,10,9,0,,,,,,,,,Saint Vincent,ST. VINC,0,False,,,-1.213247844255416,79,72,batting
2025-26,baseball,Presidents Athletic Conference (PAC),pac,Franciscan,Anthony Franzonello,Anthony,Franzonello,,30069,Anthony Franzonello,0,0FUS,30,30,,,107,23,31,8,5,0,0,16,0,6,12,3,3,2,2,0,0,0,0,1,0,1,0,0.411,36,131,5,.600,.290,.336,10,6,1,0,0,7,1,0,0,17,.941,8,.875,26,1,0,1,0,1,0,0,0,0,15.2,20,12,5,6,1,0,3,6.89,70,80,2,1,0,1,3,0,0,1,.371,8,4,35,25,"12,36",0.33,12,36,"13,43",0.30,13,43,"7,28",0.25,7,28,"2,4",0.50,2,4,0,0,0,0,"25,56","1,3","22,46",1,0,0,0,0,0,0,0,5,22,0,23,15,0,"1,1","1,3","1,3",0,"1,2",Franciscan,FUS,0,False,,,-1.2250725104235174,80,71,batting
2025-26,baseball,Presidents Athletic Conference (PAC),pac,W&J,Scout Zaas,Scout,Zaas,,751,Scout Zaas,0,0WASH. &,30,26,,,90,11,24,21,7,0,0,14,0,1,18,4,0,0,0,1,0,0,0,0,0,0,0,0.368,31,106,0,.000,.267,.344,9,0,0,0,0,0,0,0,0,9,1.000,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,23,25,"10,28",0.36,10,28,"18,58",0.31,18,58,"13,42",0.31,13,42,"2,6",0.33,2,6,0,0,0,0,"5,21","9,12","37,65",27,0,0,0,6,0,0,0,18,21,0,,,,,,,,,W&J,WASH. &,0,False,,,-1.3004423468989716,81,71,batting
2025-26,baseball,Presidents Athletic Conference (PAC),pac,Saint Vincent,C. Fontana,C.,Fontana,,30064,C. Fontana,0,0ST. VINC,16,11,,,43,11,11,12,2,0,1,8,0,1,14,3,0,0,0,1,0,0,0,0,0,1,0,0.377,16,53,0,.000,.256,.372,53,5,0,0,0,0,0,5,0,58,1.000,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,8,9,"2,14",0.14,2,14,"7,28",0.25,7,28,"5,23",0.22,5,23,"0,2",0,0,2,0,0,0,0,"5,12","7,10","15,32",84,0,0,0,61,0,0,0,6,19,0,,,,,,,,,Saint Vincent,ST. VINC,0,False,,,-1.3872167308401202,82,71,batting
2025-26,baseball,Presidents Athletic Conference (PAC),pac,Thiel,Max Bihler,Max,Bihler,,707,Max Bihler,0,0THIEL,26,22,,,71,19,19,10,4,0,0,17,0,2,14,3,2,0,0,0,0,0,0,4,0,4,0,0.422,23,90,2,1.000,.268,.324,26,29,13,0,0,0,0,5,0,68,.809,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,24,10,"4,23",0.17,4,23,"10,41",0.24,10,41,"8,32",0.25,8,32,"3,6",0.50,3,6,0,0,0,0,"12,22","6,9","24,47",155,0,0,0,3,0,0,0,5,19,0,,,,,,,,,Thiel,THIEL,0,False,,,-1.422243993124353,83,70,batting
2025-26,baseball,Presidents Athletic Conference (PAC),pac,Grove City,Sam DiStefano,Sam,DiStefano,,265,Sam DiStefano,0,0GRO,24,19,,,68,16,20,13,4,0,0,2,0,5,11,5,3,0,1,0,0,0,0,0,0,1,0,0.360,24,76,3,1.000,.294,.353,130,5,3,3,0,27,2,0,0,138,.978,29,.931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,15,18,"10,26",0.38,10,26,"10,40",0.25,10,40,"6,24",0.25,6,24,"0,4",0,0,4,0,0,0,0,"8,16","4,5","21,43",106,0,0,0,56,0,0,0,8,18,0,,,,,,,,,Grove City,GRO,0,False,,,-1.5320307100904054,84,70,batting
2025-26,baseball,Presidents Athletic Conference (PAC),pac,Franciscan,Andrew Hunton,Andrew,Hunton,,30069,Andrew Hunton,0,0FUS,16,11,,,35,7,10,6,1,0,0,8,0,1,6,2,2,1,2,2,0,0,0,1,1,1,0,0.413,11,48,3,.667,.286,.314,32,0,2,0,0,0,0,0,0,34,.941,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,15,5,"3,14",0.21,3,14,"5,24",0.21,5,24,"2,12",0.17,2,12,"1,1",1.00,1,1,0,0,0,0,"2,5","4,6","16,31",37,0,0,0,8,0,0,0,6,14,0,,,,,,,,,Franciscan,FUS,0,False,,,-1.7110957812694885,85,69,batting
2025-26,baseball,Presidents Athletic Conference (PAC),pac,Waynesburg,M. Bell,M.,Bell,,1434,M. Bell,0,0WAYNESBU,11,11,,,32,7,9,4,0,0,0,4,0,6,3,3,1,1,0,1,0,0,0,1,1,1,0,0.442,9,43,2,.500,.281,.281,6,16,1,0,0,0,0,0,0,23,.957,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,7,14,"3,10",0.30,3,10,"7,17",0.41,7,17,"4,11",0.36,4,11,"4,7",0.57,4,7,0,0,0,0,"6,14","2,3","12,20",15,0,0,0,0,0,0,0,3,7,0,,,,,,,,,Waynesburg,WAYNESBU,0,False,,,-1.7842102619700784,86,69,batting
2025-26,baseball,Presidents Athletic Conference (PAC),pac,Bethany,Nicl Roell,Nicl,Roell,,59,Nicl Roell,0,0BETHANY,29,26,,,99,11,30,9,4,0,0,9,0,0,12,5,5,0,1,1,0,0,0,2,2,7,0,0.358,34,110,5,1.000,.303,.343,52,5,1,0,0,0,0,1,0,58,.983,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,34,22,"2,20",0.10,2,20,"13,50",0.26,13,50,"11,31",0.35,11,31,"1,13",0.08,1,13,0,0,0,0,"11,30","7,11","26,55",11,0,0,0,35,0,0,0,9,15,0,,,,,,,,,Bethany,BETHANY,0,False,,,-1.8702348556699415,87,69,batting
2025-26,baseball,Presidents Athletic Conference (PAC),pac,Waynesburg,D. Mount,D.,Mount,,1434,D. Mount,0,0WAYNESBU,35,31,,,127,19,35,21,9,0,0,9,0,1,16,2,12,2,0,0,0,0,0,0,0,0,0,0.328,44,137,14,.857,.276,.346,61,68,5,0,0,0,0,16,0,134,.963,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,7,38,30,"5,30",0.17,5,30,"18,53",0.34,18,53,"13,32",0.41,13,32,"6,10",0.60,6,10,0,0,0,0,"15,48","10,10","28,56",171,0,0,0,0,0,0,0,3,28,0,,,,,,,,,Waynesburg,WAYNESBU,0,False,,,-1.9136776752284295,88,68,batting
2025-26,baseball,Presidents Athletic Conference (PAC),pac,Bethany,Dereck Black,Dereck,Black,,59,Dereck Black,0,0BETHANY,36,36,,,128,29,36,16,1,0,0,17,0,3,23,7,16,2,0,1,0,0,0,1,0,3,0,0.376,37,149,18,.889,.281,.289,227,27,4,0,0,0,0,19,0,258,.984,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,10,37,29,"11,44",0.25,11,44,"23,80",0.29,23,80,"9,43",0.21,9,43,"4,18",0.22,4,18,0,0,0,0,"10,23","8,15","45,90",16,0,0,0,0,0,0,0,9,29,0,,,,,,,,,Bethany,BETHANY,0,False,,,-1.9337770440869917,89,68,batting
2025-26,baseball,Presidents Athletic Conference (PAC),pac,Saint Vincent,T. Bucy,T.,Bucy,,30064,T. Bucy,0,0ST. VINC,24,10,,,37,2,10,5,4,0,0,5,0,2,14,9,0,2,0,0,0,0,0,0,0,0,0,0.386,14,44,2,.000,.270,.378,14,0,3,0,0,0,0,0,0,17,.824,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,8,"3,11",0.27,3,11,"4,20",0.20,4,20,"3,14",0.21,3,14,"0,3",0,0,3,0,0,0,0,"3,9","1,2","9,22",31,0,0,0,105,0,0,0,1,11,0,,,,,,,,,Saint Vincent,ST. VINC,0,False,,,-1.977201996460674,90,68,batting
2025-26,baseball,Presidents Athletic Conference (PAC),pac,Waynesburg,S. Burgdolt,S.,Burgdolt,,1434,S. Burgdolt,0,0WAYNESBU,32,28,,,98,19,24,10,4,1,2,12,0,3,12,2,1,1,4,1,0,0,0,0,0,1,0,0.342,36,118,2,.500,.245,.367,39,10,1,0,0,12,3,1,0,50,.980,15,.800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,7,25,36,"2,29",0.07,2,29,"10,49",0.20,10,49,"4,32",0.13,4,32,"6,14",0.43,6,14,0,0,0,0,"8,13","5,9","29,58",53,0,0,0,7,0,0,0,9,22,0,,,,,,,,,Waynesburg,WAYNESBU,0,False,,,-2.1082027458206003,91,67,batting
2025-26,baseball,Presidents Athletic Conference (PAC),pac,Saint Vincent,N. Hurd,N.,Hurd,,30064,N. Hurd,0,0ST. VINC,30,25,,,66,13,19,5,4,0,0,9,0,1,9,2,3,1,1,1,0,0,0,0,1,0,0,0.377,23,78,4,.750,.288,.348,121,5,2,0,0,1,0,7,0,128,.984,1,1.000,13,1,3,0,0,0,0,0,0,0,9.0,10,10,5,10,2,1,2,10.00,41,47,1,1,1,0,0,0,0,2,.317,5,2,23,11,"9,26",0.35,9,26,"9,31",0.29,9,31,"2,19",0.11,2,19,"1,3",0.33,1,3,0,0,0,0,"6,16","3,9","21,35",7,0,0,0,4,0,0,0,6,10,0,6,11,0,"0,1","0,2","2,3",0,"0,1",Saint Vincent,ST. VINC,0,False,,,-2.1192554466677445,92,67,batting
