conference_code,conference,season,sport,team,player_name,class_year,position,uniform,games_played,games_started,goal_stats_shootout_goals,goal_stats_free_positiong_goals,goal_stats_game_tying_goals,goal_stats_empty_net_goals,goal_stats_overtime_goals,goal_stats_first_goals,goal_stats_unassisted_goals,goal_stats_short_handed_goals,goal_stats_power_play_goals,goal_stats_game_winning_goals,goal_stats_hat_tricks,penalty_stats_number,penalty_stats_minutes,penalty_stats_fouls,penalty_stats_misc10,penalty_stats_miscgame,penalty_stats_miscgross,penalty_stats_match,penalty_stats_major,penalty_stats_minor,misc_stats_faceoffs_won,misc_stats_faceoffs_lost,misc_stats_total_faceoffs,misc_stats_faceoff_win_pct,misc_stats_faceoffs_won_pct,misc_stats_plus,misc_stats_minus,misc_stats_plusminus,misc_stats_blocks,goalie_stats_games_played,goalie_stats_minutes,goalie_stats_goals_allowed,goalie_stats_saves,goalie_stats_saves_by_prd,goalie_stats_shutouts,goalie_stats_win,goalie_stats_loss,goalie_stats_tie,goalie_stats_powerplay_goals_allowed,goalie_stats_shorthanded_goals_allowed,goalie_stats_emptynet_goals_allowed,goalie_stats_save_pct,goalie_stats_games_started,goalie_stats_penalty_shot_goals_allowed,goalie_stats_shootout_goals_allowed,goalie_stats_goals_against_avg,shot_stats_shots_on_goal,shot_stats_shots,shot_stats_points,shot_stats_assists,shot_stats_goals,shot_stats_shots_pct,shot_stats_penalty_shot_goals,shot_stats_penalty_shots_attempted,z_shot_stats_points,z_shot_stats_goals,z_shot_stats_assists,z_misc_stats_plusminus,z_penalty_stats_minutes,composite_score,rank,rating
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,whockey,UW-Superior,"Scherling, Anna",,0,13,26,13,0,,0,0,0,1,0,0,3,0,0,17,34:00,0,0,0,0,0,0,17,177,257,434,0.408,1.45,7,19,-12,23,,,,,,,,,,,,,,,,,,0,65,7,2,5,0.08,0,0,0.029329990687003524,0.49879149972628545,-0.34144823218946296,-0.7819984644138536,,,119,43
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,whockey,UW-Superior,"Monicken, Brook",,0,14,10,0,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,1,5,6,0.167,5.0,4,4,0,0,,,,,,,,,,,,,,,,,,0,5,3,2,1,0.2,0,0,-0.3636918845188437,-0.3608620174868625,-0.34144823218946296,0.029785609683936322,,,120,43
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,whockey,UW-Superior,"Gustavsson, Kendal",,0,18,27,11,0,,0,0,0,2,1,0,2,1,0,9,21:00,0,0,0,0,0,1,8,11,6,17,0.647,0.55,9,25,-16,8,,,,,,,,,,,,,,,,,,0,68,11,4,7,0.1,0,0,0.42235186589285073,0.9286182583328595,-0.003779869729034712,-1.0525931557797836,,,121,43
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,whockey,UW-Superior,"Bugos, Brooke",,0,19,27,6,0,,0,0,0,0,0,0,0,0,0,4,08:00,0,0,0,0,0,0,4,0,0,0,,0.0,8,21,-13,23,,,,,,,,,,,,,,,,,,0,39,1,1,0,0.0,0,0,-0.5602028221217673,-0.5757753967901494,-0.5102824134196771,-0.849647137255336,,,122,43
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,whockey,UW-Superior,"Olenik, Avery",,0,20,27,12,0,,0,0,0,0,0,0,2,0,0,2,04:00,0,0,0,0,0,0,2,2,7,9,0.222,3.5,10,19,-9,7,,,,,,,,,,,,,,,,,,0,47,8,3,5,0.11,0,0,0.12758545948846534,0.49879149972628545,-0.17261405095924884,-0.5790524458894061,,,123,42
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,whockey,UW-Superior,"Dahl, Aylie",,0,23,27,14,0,,0,0,0,0,1,0,0,0,0,2,04:00,0,0,0,0,0,0,2,6,23,29,0.207,3.83,6,19,-13,4,,,,,,,,,,,,,,,,,,0,47,3,1,2,0.04,0,0,-0.3636918845188437,-0.1459486381835755,-0.5102824134196771,-0.849647137255336,,,124,42
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,whockey,UW-Superior,"Tech, Ashley",,0,24,6,0,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,,0.0,1,0,1,0,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0,0,-0.6584582909232292,-0.5757753967901494,-0.6791165946498913,0.09743428252541882,,,125,42
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,whockey,UW-Superior,"Lee, Ryan",,0,25,10,0,0,,0,0,0,0,0,0,0,0,0,1,02:00,0,0,0,0,0,0,1,3,15,18,0.167,5.0,0,5,-5,1,,,,,,,,,,,,,,,,,,0,1,0,0,0,0.0,0,0,-0.6584582909232292,-0.5757753967901494,-0.6791165946498913,-0.3084577545234762,,,126,42
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,whockey,UW-Superior,"Lukasezck, Aspen",,0,26,26,0,0,,0,0,0,0,0,0,0,0,0,2,04:00,0,0,0,0,0,0,2,1,14,15,0.067,14.0,4,9,-5,2,,,,,,,,,,,,,,,,,,0,15,1,0,1,0.07,0,0,-0.5602028221217673,-0.3608620174868625,-0.6791165946498913,-0.3084577545234762,,,127,42
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,whockey,UW-Superior,"Steiner, Stacy",,0,27,26,10,0,,0,0,0,0,1,0,2,0,0,29,58:00,0,0,0,0,0,0,29,5,6,11,0.455,1.2,8,27,-19,26,,,,,,,,,,,,,,,,,,0,27,8,5,3,0.11,0,0,0.12758545948846534,0.06896474111971147,0.1650543115011794,-1.2555391743042312,,,128,41
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,whockey,UW-Superior,"Parnell, Ashton",,0,28,27,7,0,,0,0,0,0,0,0,0,1,0,6,12:00,0,0,0,0,0,0,6,258,207,465,0.555,0.8,8,22,-14,16,,,,,,,,,,,,,,,,,,0,61,9,7,2,0.03,0,0,0.22584092828992713,-0.1459486381835755,0.5027226739616076,-0.9172958100968186,,,129,41
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,whockey,UW-Superior,"Wostrel, Maddie",,0,1,12,8,0,,0,0,0,0,0,0,0,0,0,1,02:00,0,0,0,0,0,0,1,0,0,0,,0.0,0,0,0,0,12.0,503:29,28.0,197.0,5160516.0,0.0,1.0,1.0,0.0,9.0,1.0,0.0,0.876,8.0,0.0,0.0,3.34,0,0,0,0,0,0.0,0,0,-0.6584582909232292,-0.5757753967901494,-0.6791165946498913,0.029785609683936322,,,130,41
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,whockey,UW-Superior,"Moyer, Jayda",,0,29,16,15,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,,0.0,0,0,0,0,16.0,875:15,56.0,529.0,9100.0,0.0,1.0,1.0,0.0,13.0,0.0,0.0,0.904,15.0,0.0,0.0,3.84,0,0,0,0,0,0.0,0,0,-0.6584582909232292,-0.5757753967901494,-0.6791165946498913,0.029785609683936322,,,131,41
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,whockey,UW-Superior,"Gricius, Aliya",,0,30,6,4,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,,0.0,0,0,0,0,6.0,243:45,11.0,105.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.905,4.0,0.0,0.0,2.71,0,0,0,0,0,0.0,0,0,-0.6584582909232292,-0.5757753967901494,-0.6791165946498913,0.029785609683936322,,,132,40
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,whockey,UW-Superior,"Olson, Gabby",,0,5,10,0,0,,0,0,0,0,0,0,0,0,0,7,14:00,0,0,0,0,0,0,7,10,32,42,0.238,3.2,3,4,-1,5,,,,,,,,,,,,,,,,,,0,2,1,1,0,0.0,0,0,-0.5602028221217673,-0.5757753967901494,-0.5102824134196771,-0.03786306315754617,,,133,40
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,whockey,UW-Superior,"Hornung, Ella",,0,17,14,1,0,,0,0,0,0,0,0,0,0,0,4,19:00,0,0,1,0,0,1,2,2,1,3,0.667,0.5,5,13,-8,10,,,,,,,,,,,,,,,,,,0,38,6,5,1,0.03,0,0,-0.06892547811445829,-0.3608620174868625,0.1650543115011794,-0.5114037730479236,,,134,40
