season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,team_name,team_id,sdrm_id,games_played,games_started,uniform,year,code,shot_stats,goal_stats,caution_stats,misc_stats,goalie_stats,shot_stats_penalty_kick_attempts,shot_stats_penalty_kick_goals,shot_stats_shots_on_goal,shot_stats_shots,shot_stats_points,shot_stats_assists,shot_stats_goals,shot_stats_penalty_shot_attempts,shot_stats_penalty_shot_goals,shot_stats_avg_shots_per_game,shot_stats_avg_sog_per_game,shot_stats_avg_points_per_game,shot_stats_avg_goals_per_game,shot_stats_avg_assists_per_game,shot_stats_shots_saved_by_goalie,goal_stats_game_tying,goal_stats_hattricks,goal_stats_overtime,goal_stats_first,goal_stats_unassisted,goal_stats_game_winning,goal_stats_avg_gw_per_game,caution_stats_fouls,caution_stats_red_cards,caution_stats_yellow_cards,caution_stats_green_cards,caution_stats_avg_fouls_per_game,caution_stats_avg_yc_per_game,caution_stats_avg_rc_per_game,caution_stats_avg_gc_per_game,misc_stats_offsides,misc_stats_corner_kicks,misc_stats_minutes_played,misc_stats_defensive_saves,misc_stats_avg_corners_per_game,misc_stats_avg_offsides_per_game,goalie_stats_shots_faced,goalie_stats_ties,goalie_stats_losses,goalie_stats_wins,goalie_stats_shutouts,goalie_stats_save_percentage,goalie_stats_goals_against_avg,goalie_stats_saves,goalie_stats_goals_allowed,goalie_stats_minutes,goalie_stats_games_started,goalie_stats_games_played,goalie_stats_avg_ga_per_game,goalie_stats_save_percentage_calc,goalie_stats_avg_sho_per_game,goalie_stats_avg_saves_per_game
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Hamilton,"Walsh, Tobin",Tobin,Walsh,,267,"Walsh, Tobin","WALSH,TOBIN",Hamilton,HAM,1058-3032,1,0,00,0,00,,,,,,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,45:00,0,.00,.00,3,0,0,1,0,0.0,0.00,0,0,45:00,0,1,.00,0.000,.000,.00
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Hamilton,"Montesano Scheibe, Peter",Peter,Montesano Scheibe,,267,"Montesano Scheibe, Peter","MONTESANO SCHEIBE,PETER",Hamilton,HAM,1058-2561,1,1,1,0,1,,,,,,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,45:00,0,.00,.00,3,0,0,0,0,1.000,0.00,2,0,45:00,1,1,.00,1.000,.000,2.00
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Hamilton,"Wheeler, Finn",Finn,Wheeler,,267,"Wheeler, Finn","WHEELER,FINN",Hamilton,HAM,1058-2569,0,0,40,0,40,,,,,,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,00:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Hamilton,"Doherty, Luke",Luke,Doherty,,267,"Doherty, Luke","DOHERTY,LUKE",Hamilton,HAM,1058-3042,0,0,50,0,50,,,,,,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,00:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Hamilton,"Babb, Owen",Owen,Babb,,267,"Babb, Owen","BABB,OWEN",Hamilton,HAM,1058-3259,0,0,55,0,55,,,,,,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,00:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Hamilton,"Hill, Brady",Brady,Hill,,267,"Hill, Brady","HILL,BRADY",Hamilton,HAM,1058-3252,1,0,2,0,2,,,,,,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,1,0,0,0,1.00,.00,.00,.00,0,,41:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Hamilton,"Hyland, Brady",Brady,Hyland,,267,"Hyland, Brady","HYLAND,BRADY",Hamilton,HAM,1058-3038,1,1,3,0,3,,,,,,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,49:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Hamilton,"Laidlaw, Zander",Zander,Laidlaw,,267,"Laidlaw, Zander","LAIDLAW,ZANDER",Hamilton,HAM,1058-2808,1,1,4,0,4,,,,,,0,0,0,1,0,0,0,0,0,1.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,79:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Hamilton,"Carol, Royce",Royce,Carol,,267,"Carol, Royce","CAROL,ROYCE",Hamilton,HAM,1058-2804,1,0,5,0,5,,,,,,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,1,0,0,0,1.00,.00,.00,.00,0,,05:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Hamilton,"Fauth, William",William,Fauth,,267,"Fauth, William","FAUTH,WILLIAM",Hamilton,HAM,1058-3037,1,1,6,0,6,,,,,,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,1,0,1,0,1.00,1.00,.00,.00,0,,80:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Hamilton,"Falvey, Aidan",Aidan,Falvey,,267,"Falvey, Aidan","FALVEY,AIDAN",Hamilton,HAM,1058-2807,1,1,7,0,7,,,,,,0,0,0,2,0,0,0,0,0,2.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,1,0,0,0,1.00,.00,.00,.00,0,,41:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Hamilton,"Miller, Troy",Troy,Miller,,267,"Miller, Troy","MILLER,TROY",Hamilton,HAM,1058-2806,1,1,8,0,8,,,,,,0,0,2,3,4,0,2,0,0,3.00,2.00,4.00,2.000,.000,0,0,0,0,1,0,1,1.000,0,0,0,0,.00,.00,.00,.00,0,,60:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Hamilton,"Curran, Sean",Sean,Curran,,267,"Curran, Sean","CURRAN,SEAN",Hamilton,HAM,1058-3033,1,1,9,0,9,,,,,,0,0,0,2,1,1,0,0,0,2.00,.00,1.00,.000,1.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,45:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Hamilton,"Ferrare, Patrick",Patrick,Ferrare,,267,"Ferrare, Patrick","FERRARE,PATRICK",Hamilton,HAM,1058-2562,1,1,10,0,10,,,,,,0,0,1,1,0,0,0,0,0,1.00,1.00,.00,.000,.000,1,0,0,0,0,0,0,.000,1,0,0,0,1.00,.00,.00,.00,0,,59:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Hamilton,"Tracy, Zach",Zach,Tracy,,267,"Tracy, Zach","TRACY,ZACH",Hamilton,HAM,1058-2802,0,0,11,0,11,,,,,,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,00:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Hamilton,"Hehir, Michael",Michael,Hehir,,267,"Hehir, Michael","HEHIR,MICHAEL",Hamilton,HAM,1058-2809,0,0,12,0,12,,,,,,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,00:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Hamilton,"Rella-Neill, Silas",Silas,Rella-Neill,,267,"Rella-Neill, Silas","RELLA-NEILL,SILAS",Hamilton,HAM,1058-2566,1,0,13,0,13,,,,,,0,0,0,1,0,0,0,0,0,1.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,2,0,0,0,2.00,.00,.00,.00,0,,38:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Hamilton,"Molusis, Adam",Adam,Molusis,,267,"Molusis, Adam","MOLUSIS,ADAM",Hamilton,HAM,1058-2565,1,1,14,0,14,,,,,,0,0,0,1,1,1,0,0,0,1.00,.00,1.00,.000,1.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,90:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Hamilton,"Alonso Mendoza, Mariano",Mariano,Alonso Mendoza,,267,"Alonso Mendoza, Mariano","ALONSO MENDOZA,MARIANO",Hamilton,HAM,1058-3253,1,0,15,0,15,,,,,,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,23:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Hamilton,"Becker, Bill",Bill,Becker,,267,"Becker, Bill","BECKER,BILL",Hamilton,HAM,1058-2355,0,0,16,0,16,,,,,,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,00:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Hamilton,"Cavalieri, Abe",Abe,Cavalieri,,267,"Cavalieri, Abe","CAVALIERI,ABE",Hamilton,HAM,1058-3254,1,0,17,0,17,,,,,,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,18:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Hamilton,"Rodriguez, Milo",Milo,Rodriguez,,267,"Rodriguez, Milo","RODRIGUEZ,MILO",Hamilton,HAM,1058-3034,0,0,18,0,18,,,,,,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,00:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Hamilton,"Antezana, Julian",Julian,Antezana,,267,"Antezana, Julian","ANTEZANA,JULIAN",Hamilton,HAM,1058-3255,1,0,19,0,19,,,,,,0,0,1,1,0,0,0,0,0,1.00,1.00,.00,.000,.000,1,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,37:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Hamilton,"Lyubinsky, Ari",Ari,Lyubinsky,,267,"Lyubinsky, Ari","LYUBINSKY,ARI",Hamilton,HAM,1058-3256,1,0,20,0,20,,,,,,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,2,0,0,0,2.00,.00,.00,.00,0,,46:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Hamilton,"Becker, Daniel",Daniel,Becker,,267,"Becker, Daniel","BECKER,DANIEL",Hamilton,HAM,1058-2805,0,0,21,0,21,,,,,,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,00:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Hamilton,"Mylon, Oliver",Oliver,Mylon,,267,"Mylon, Oliver","MYLON,OLIVER",Hamilton,HAM,1058-3036,1,1,22,0,22,,,,,,0,0,1,1,1,1,0,0,0,1.00,1.00,1.00,.000,1.000,1,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,66:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Hamilton,"Mahe, Romaric",Romaric,Mahe,,267,"Mahe, Romaric","MAHE,ROMARIC",Hamilton,HAM,1058-3041,1,1,23,0,23,,,,,,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,2,0,0,0,2.00,.00,.00,.00,0,,49:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Hamilton,"Foster, Henry",Henry,Foster,,267,"Foster, Henry","FOSTER,HENRY",Hamilton,HAM,1058-3257,1,0,25,0,25,,,,,,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,11:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Hamilton,"Balbo, Christian",Christian,Balbo,,267,"Balbo, Christian","BALBO,CHRISTIAN",Hamilton,HAM,1058-2568,0,0,27,0,27,,,,,,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,00:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Hamilton,"Ndiolo, Anthony",Anthony,Ndiolo,,267,"Ndiolo, Anthony","NDIOLO,ANTHONY",Hamilton,HAM,1058-3039,1,0,30,0,30,,,,,,0,0,1,1,0,0,0,0,0,1.00,1.00,.00,.000,.000,1,0,0,0,0,0,0,.000,1,0,0,0,1.00,.00,.00,.00,0,,22:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Hamilton,"Abou, Bashir",Bashir,Abou,,267,"Abou, Bashir","ABOU,BASHIR",Hamilton,HAM,1058-3258,1,0,29,0,29,,,,,,0,0,1,2,0,0,0,0,0,2.00,1.00,.00,.000,.000,1,0,0,0,0,0,0,.000,1,0,0,0,1.00,.00,.00,.00,0,,41:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Tufts,"Kelley, Jack",Jack,Kelley,,717,"Kelley, Jack","KELLEY,JACK",Tufts,TUFT,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,00:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Tufts,"Antic, Nikola",Nikola,Antic,,717,"Antic, Nikola","ANTIC,NIKOLA",Tufts,TUFT,0,1,1,1,0,1,,,,,,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,90:00,0,.00,.00,9,0,0,1,1,1.000,0.00,4,0,90:00,1,1,.00,1.000,1.000,4.00
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Tufts,"Marotta, David",David,Marotta,,717,"Marotta, David","MAROTTA,DAVID",Tufts,TUFT,0,0,0,36,0,36,,,,,,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,00:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Tufts,"Ballester, Julian",Julian,Ballester,,717,"Ballester, Julian","BALLESTER,JULIAN",Tufts,TUFT,0,0,0,38,0,38,,,,,,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,00:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Tufts,"Jones, Hayden",Hayden,Jones,,717,"Jones, Hayden","JONES,HAYDEN",Tufts,TUFT,0,0,0,2,0,2,,,,,,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,00:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Tufts,"Gray, Riley",Riley,Gray,,717,"Gray, Riley","GRAY,RILEY",Tufts,TUFT,0,1,1,3,0,3,,,,,,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,72:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Tufts,"Johnson, Alex",Alex,Johnson,,717,"Johnson, Alex","JOHNSON,ALEX",Tufts,TUFT,0,1,1,4,0,4,,,,,,0,0,0,2,0,0,0,0,0,2.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,90:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Tufts,"Akhtarzandi-Das, Bijan",Bijan,Akhtarzandi-Das,,717,"Akhtarzandi-Das, Bijan","AKHTARZANDI-DAS,BIJAN",Tufts,TUFT,0,1,1,5,0,5,,,,,,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,90:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Tufts,"Cornog, William",William,Cornog,,717,"Cornog, William","CORNOG,WILLIAM",Tufts,TUFT,0,1,1,6,0,6,,,,,,0,0,0,0,1,1,0,0,0,.00,.00,1.00,.000,1.000,0,0,0,0,0,0,0,.000,1,0,0,0,1.00,.00,.00,.00,0,,83:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Tufts,"Denby, Ellis",Ellis,Denby,,717,"Denby, Ellis","DENBY,ELLIS",Tufts,TUFT,0,1,1,7,0,7,,,,,,0,0,0,0,1,1,0,0,0,.00,.00,1.00,.000,1.000,0,0,0,0,0,0,0,.000,1,0,0,0,1.00,.00,.00,.00,0,,66:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Tufts,"Yanez, Thomas",Thomas,Yanez,,717,"Yanez, Thomas","YANEZ,THOMAS",Tufts,TUFT,0,1,0,8,0,8,,,,,,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,09:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Tufts,"Jett, Ethan",Ethan,Jett,,717,"Jett, Ethan","JETT,ETHAN",Tufts,TUFT,0,1,1,10,0,10,,,,,,0,0,0,1,0,0,0,0,0,1.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,58:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Tufts,"Fallone, Gianluca",Gianluca,Fallone,,717,"Fallone, Gianluca","FALLONE,GIANLUCA",Tufts,TUFT,0,1,0,11,0,11,,,,,,0,0,0,2,0,0,0,0,0,2.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,1,0,1,0,1.00,1.00,.00,.00,0,,26:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Tufts,"Santana, Marcos",Marcos,Santana,,717,"Santana, Marcos","SANTANA,MARCOS",Tufts,TUFT,0,0,0,12,0,12,,,,,,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,00:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Tufts,"Garber, Zach",Zach,Garber,,717,"Garber, Zach","GARBER,ZACH",Tufts,TUFT,0,0,0,13,0,13,,,,,,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,00:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Tufts,"Rizvi, Ryan",Ryan,Rizvi,,717,"Rizvi, Ryan","RIZVI,RYAN",Tufts,TUFT,0,1,0,14,0,14,,,,,,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,01:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Tufts,"Bone, Griffin",Griffin,Bone,,717,"Bone, Griffin","BONE,GRIFFIN",Tufts,TUFT,0,1,0,15,0,15,,,,,,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,11:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Tufts,"Bergin, Addison",Addison,Bergin,,717,"Bergin, Addison","BERGIN,ADDISON",Tufts,TUFT,0,0,0,16,0,16,,,,,,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,00:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Tufts,"Nicholas, Will",Will,Nicholas,,717,"Nicholas, Will","NICHOLAS,WILL",Tufts,TUFT,0,1,0,17,0,17,,,,,,0,0,0,2,0,0,0,0,0,2.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,32:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Tufts,"Canfin, Xavier",Xavier,Canfin,,717,"Canfin, Xavier","CANFIN,XAVIER",Tufts,TUFT,0,1,1,18,0,18,,,,,,0,0,1,2,2,0,1,0,0,2.00,1.00,2.00,1.000,.000,0,0,0,0,1,0,1,1.000,1,0,0,0,1.00,.00,.00,.00,0,,70:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Tufts,"Novak, Davis",Davis,Novak,,717,"Novak, Davis","NOVAK,DAVIS",Tufts,TUFT,0,0,0,19,0,19,,,,,,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,00:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Tufts,"Brown, Henry",Henry,Brown,,717,"Brown, Henry","BROWN,HENRY",Tufts,TUFT,0,1,1,20,0,20,,,,,,0,0,1,1,2,0,1,0,0,1.00,1.00,2.00,1.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,52:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Tufts,"Fitzgerald III, Curtis",Curtis,Fitzgerald III,,717,"Fitzgerald III, Curtis","FITZGERALD III,CURTIS",Tufts,TUFT,0,0,0,21,0,21,,,,,,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,00:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Tufts,"Pensky, Ben",Ben,Pensky,,717,"Pensky, Ben","PENSKY,BEN",Tufts,TUFT,0,1,1,22,0,22,,,,,,0,0,0,1,0,0,0,0,0,1.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,81:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Tufts,"Swartz, John",John,Swartz,,717,"Swartz, John","SWARTZ,JOHN",Tufts,TUFT,0,0,0,23,0,23,,,,,,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,00:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Tufts,"Rafati, Cameron",Cameron,Rafati,,717,"Rafati, Cameron","RAFATI,CAMERON",Tufts,TUFT,0,1,0,24,0,24,,,,,,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,18:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Tufts,"Behe, Theo",Theo,Behe,,717,"Behe, Theo","BEHE,THEO",Tufts,TUFT,0,1,0,27,0,27,,,,,,0,0,0,1,0,0,0,0,0,1.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,14:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Tufts,"Suarez, Oscar",Oscar,Suarez,,717,"Suarez, Oscar","SUAREZ,OSCAR",Tufts,TUFT,0,0,0,30,0,30,,,,,,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,00:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Tufts,"Brislin, Hastings",Hastings,Brislin,,717,"Brislin, Hastings","BRISLIN,HASTINGS",Tufts,TUFT,0,1,0,32,0,32,,,,,,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,01:00,0,.00,.00,,,,,,,,,,,,,,,,
2026-27,msoc,New England Small College Athletic Conference (NESCAC),nescac,Tufts,"Brown, Ben",Ben,Brown,,717,"Brown, Ben","BROWN,BEN",Tufts,TUFT,0,1,1,33,0,33,,,,,,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,1,0,0,0,1.00,.00,.00,.00,0,,89:00,0,.00,.00,,,,,,,,,,,,,,,,
